,pc1
0,170.3401904795799
1,-72.0399824165185
2,-253.64373391848426
3,29.84812379525128
4,195.59141568210097
5,-112.47176837055373
6,-117.73248709242031
7,-137.08948997401797
8,-22.697377805600347
9,-12.154218041251172
10,87.33421158407943
11,205.50773656660826
12,-79.60265827553602
13,187.67396675798807
14,-104.55176371281392
15,-144.91170618437997
16,229.7340718038511
17,190.28987748516712
18,75.33914407203943
19,-21.237978825269497
20,-293.5250609539173
21,71.1896255537118
22,-76.54536566181446
23,-7.469935609047794
24,-227.1643467275872
25,184.9100842796801
26,-5.765244871112166
27,-261.0491557841597
28,-93.64664078292445
29,261.677533943024
30,-233.47473026243154
31,92.78403892847155
32,-139.53904344398026
33,115.32907696148602
34,-12.779461452951514
35,-0.21001814049400103
36,-99.78073930631908
37,117.83589109273697
38,-113.6308368707828
39,235.8003555245118
40,44.792131042075056
41,146.74527513509452
