,beginning_day,beginning_month,MSSHF,SH,t2m,TCC,tp,UW,VW,msl,z
3631,10,12,17.101708467949763,0.0005400677823022812,280.364958081309,0.8746844649420844,1.6749695142110188,12.395933945846558,-10.030224047809176,384.81013188231634,-10500.410021089774
3632,11,12,16.831067177666558,0.0005394646333229831,280.2875971136305,0.866063219579061,1.7325291792551676,12.711579410849678,-9.31098847512139,387.83241715541635,-10527.671902647808
3633,12,12,15.982031158786352,0.0005444303168449981,280.1493816328684,0.8688764944288466,1.6786263942718507,12.905884777302212,-8.436996416876049,395.4458562191898,-10521.515224671062
3635,14,12,16.830013872273764,0.0005394910143590222,280.0681216495938,0.8484451362609863,1.7405631383260092,14.100544280179342,-6.802935782941181,402.5497149379279,-10530.098667068842
3637,16,12,19.19833261210124,0.0005780740670714824,280.1063375743866,0.8330021215226915,1.7488857587178548,15.467073994530573,-6.131539920891654,400.62655003419064,-10585.636551915639
3638,17,12,19.22366634216309,0.0005865193221642812,280.1703781613244,0.8386274679395888,1.714149030049642,15.625695343992446,-5.2388504152509885,398.5935691038996,-10602.954759686865
3639,18,12,18.719029956732857,0.0005687311765517052,280.11127215343055,0.8359231770409478,1.5158919811248779,15.630695436986286,-4.493084508811102,397.50922502442023,-10634.903039842404
3640,19,12,17.020916003757055,0.0005651917686656538,279.9606338208516,0.8319348087310791,0.9815380891164144,14.96288165719774,-4.381764798079596,398.1783492202212,-10673.212673003032
3641,20,12,16.13240549384223,0.000557154672061362,279.8268428453657,0.8421397983551026,0.9783915201822917,14.852904122183059,-3.329197746615938,397.64758088832673,-10700.735977529459
3642,21,12,15.164603692626953,0.0005599545226431903,279.606396851688,0.8417594837612576,0.9659764130910238,14.26418767083486,-2.3818567959467556,397.7883494905048,-10753.604420586691
3643,22,12,14.542346451822915,0.0005610019437950061,279.4725442793528,0.8405438887278238,1.0604768435160319,13.532125510025026,-1.9989319182501883,399.88073205792074,-10819.465899964534
3644,23,12,13.386492565578886,0.0005476511079962242,279.3323604214986,0.8324405261569553,0.9552088578542074,12.600914089563158,-2.4093817679299234,401.55329817985586,-10919.741222825576
3645,24,12,12.756586499362522,0.0005340031683540499,279.1992152609507,0.8217825446234809,0.8908292134602864,11.624329147635565,-1.697398481199475,402.91977389138515,-11010.173714185335
3646,25,12,12.262474365234375,0.0005128992130892913,278.9542818572574,0.8084467910766602,0.8857324600219727,11.137187541050382,-1.3360313620037487,403.03133883701975,-11061.248056664894
3647,26,12,11.2804190290663,0.0004996668362636051,278.6267689640045,0.8024858584086101,0.8780125220616658,10.752260529475743,-1.0382118434482135,404.7414447898755,-11090.513690425529
3648,27,12,10.945415152994793,0.0004897157538447901,278.426634570694,0.7767962734222411,0.8252830664316814,10.287204369693333,-0.5871807979795652,408.28249486092665,-11124.577958120066
3649,28,12,11.467577556694879,0.0004823172082925971,278.26545197690325,0.7473252509646945,0.8183169364929199,10.145433100149368,-0.4813211200926023,412.0763357989376,-11168.155227047915
3650,29,12,12.30032147216797,0.00048083973318418887,278.2196123677571,0.7287782567765978,0.831040620803833,10.554502161153158,-0.24272336065504133,415.4514475927637,-11190.689089767418
3651,30,12,12.48802046983507,0.0004789912195097537,278.15345343356665,0.7139784529368083,0.821449629465739,10.640255689409042,-0.2381445652855752,415.17600147127547,-11184.35101296437
3653,01,01,12.955775603908963,0.0005087681540921267,277.96678215887283,0.6903745488060845,0.8081798712412517,10.54893550737169,0.08822535730997873,410.8958181337715,-11074.710324989239
3655,03,01,12.365372084554036,0.0005121212396896453,277.8066901734246,0.7056567497253419,0.8200710773468017,10.78508015138838,0.24867146066030016,414.57632621928576,-11076.710610829423
3656,04,01,11.956368816121419,0.0005013010460054349,277.7853306849586,0.706235321299235,0.7880576133728028,10.389682001347012,-0.25220339461432406,418.00989041381615,-11052.377039370549
3658,06,01,12.14574764641656,0.0004977291575129761,277.7470757628123,0.698383718278673,0.6541750590006511,10.714045180151198,0.5318673933241117,426.59946417882446,-10963.764466345521
3660,08,01,13.344344400363498,0.0004508861434753499,277.83163764127096,0.6624516386244033,0.6090053240458171,11.287701003689234,2.0216469766616836,435.6096732236197,-10952.571100263624
3661,09,01,12.98706327718099,0.0004420546907999096,277.7438098383162,0.6311486112806531,0.5933526992797852,10.833717883152433,2.0055760720570897,436.38324163167965,-10953.782505313106
3662,10,01,12.559954382663303,0.0004387637346961128,277.6942586830563,0.6220420418209499,0.5266539414723714,10.063562797525192,2.2328101954354196,433.9107226689811,-10966.615447200913
3663,11,01,12.642209741210937,0.0004302165737215142,277.7417213658227,0.5981025430467393,0.5255079905192057,9.893626028823853,2.8997074861526504,428.2516042197836,-11025.69860451549
3664,12,01,11.722577758110896,0.000430313666179144,277.7091016134474,0.5997114261627198,0.4513355573018392,9.772640524249605,2.592745464346145,421.8346473344381,-11100.763388260326
3665,13,01,11.94675147128635,0.00042192718489866626,277.74247802933587,0.6056924227820503,0.5467973868052165,9.849128964212207,2.7872294202380723,414.53876843855187,-11148.153948552837
3666,14,01,11.312798783026802,0.00041414171339702085,277.67236488698325,0.6126113156636557,0.6635899384816487,9.613617800097995,2.3423021492216334,409.133373445919,-11174.59798720489
3667,15,01,11.157103799438477,0.0003926369909424971,277.6066827665541,0.600575065612793,0.6859861056009928,9.464400617429943,1.7808166043175604,406.00964370450123,-11213.578338211744
3668,16,01,11.865006271362306,0.00037758081667793055,277.5722221277873,0.5953173318650987,0.8070168336232503,9.918975015555487,1.3372915181689806,405.16269573588335,-11249.998194492018
3669,17,01,11.663110600789388,0.00037249082772902064,277.4933627683851,0.5795336205800374,0.7818209648132324,10.130832223256428,0.9978645847108641,407.03354172361145,-11233.053229294519
3670,18,01,11.656225792778862,0.00037381134794394464,277.4787074386597,0.5821720512813991,0.8815149784088134,10.623995420773825,1.3049076701482147,412.3726066513061,-11204.76320354991
3671,19,01,13.73299283955892,0.00040524255073375124,277.75042704450817,0.5841282001071505,1.1358288764953612,11.481391945266722,1.1275811589558928,421.9945673694833,-11187.931310178348
3672,20,01,15.212990307278103,0.0004235597210777275,278.0429964021471,0.584514979426066,1.2490219672520955,12.539808312310113,1.0402639205084918,430.10460047257135,-11192.952365027106
3673,21,01,15.082937948608398,0.00041928115494359607,278.09641523895266,0.5736221026950413,1.2187719583511352,13.514071990606519,0.9917809831195419,432.9453372220151,-11197.39393283357
3674,22,01,14.386138680352106,0.00042249677527867596,278.0701933018579,0.5708920004950628,1.2161563634872437,14.128672826915317,1.4014614450666651,432.4952313255295,-11158.483560635792
3676,24,01,14.545825835164388,0.0004320935421257785,278.23086078304715,0.58987957734002,1.387384311358134,15.369758971998428,2.334221493064034,420.4305106746273,-11017.619576860214
3677,25,01,15.041252507866753,0.00044116137182123274,278.3993442309062,0.6021145201365153,1.4355227629343668,15.688566359329222,2.4872286124547336,411.78049377263676,-10933.832883329
3678,26,01,14.99022739223904,0.0004439307400632071,278.51374684083726,0.6285446246676974,1.6067126592000325,15.576891304588317,2.7932032946480656,399.52768367660235,-10834.10783917367
3679,27,01,14.789253992038304,0.0004498980386519897,278.5276821097904,0.6586144015418159,1.7919713656107585,15.639309831852382,2.7925980880737313,385.5645643208039,-10717.227082083287
3680,28,01,14.670537521362307,0.000449244880800639,278.50423950657313,0.6706077662997776,1.9377040068308513,15.525795760599772,2.48698345703549,371.4784691189905,-10611.732323606977
3681,29,01,14.892936561414931,0.0004458647301091546,278.52537040697734,0.6769657909393311,1.9992669105529786,15.55516563282013,2.7236291774537835,356.63222690906406,-10549.873891523404
3683,31,01,15.742330386013455,0.00041936825838414236,278.6373016200596,0.6913637949625652,2.5217575073242187,16.401894944487676,2.776648153241476,340.72985486531877,-10407.74061353934
3684,01,02,16.183910122680665,0.00041943660785067054,278.808012068261,0.6892532400343153,2.608753538131714,16.370437365934585,2.244847307692635,345.0493746219495,-10246.003088107705
3686,03,02,16.93543771226671,0.0004590845501706211,279.24524860488043,0.6849405806647406,2.6126905918121337,16.918251634640164,1.6025553253597697,348.5471703712624,-9995.647477528699
3687,04,02,17.333275698513454,0.00047553904599798453,279.4752075234731,0.6799273378160265,2.6087604999542235,16.755255301793415,1.8671956653594983,348.2647631222303,-9868.081751315085
3688,05,02,16.54434116007487,0.0004849010409692923,279.50445517921446,0.6965100936041939,3.1512008190155028,16.10534147451189,2.7299374674903034,345.57561944138445,-9748.41128494753
3689,06,02,15.318610510253906,0.0004921835484459745,279.3781032549116,0.7025593855116103,3.32522714138031,15.45305065029992,2.827415569665698,342.00207693276496,-9622.696369112142
3690,07,02,15.074992186821833,0.0005203154976571882,279.3327779619429,0.7244689474741618,3.4160553375879923,15.34042528152466,2.4036829534954505,338.5912119987786,-9505.263781163498
3691,08,02,15.545704713948568,0.0005226329831746838,279.4735114115821,0.7505553630828857,3.423349976539612,15.782203988414341,2.3389953565173687,335.0407962190316,-9404.645699310877
3692,09,02,15.23771116265191,0.0005369841782824461,279.5821593631744,0.7638877459632026,3.436042300860087,16.762193734550475,2.1806975229475247,330.2883958328313,-9313.56449245471
3693,10,02,14.61909250047472,0.0005581826181808852,279.65554425256516,0.7960200637393527,3.4863051335016886,17.332847068977355,1.6631769723680299,327.66838547137905,-9208.788465724776
3694,11,02,15.281626631334094,0.0005659608142547679,279.7360986422221,0.7960450193617079,3.5579723755518597,17.857867374271816,1.7416948564741361,323.5069765136487,-9097.4809970612
3695,12,02,14.482117222764758,0.0005800363803803027,279.7510550974528,0.800673066329956,3.625466815630595,17.79872040165795,1.7030771768993813,315.99569215238233,-9029.205423135094
3696,13,02,13.67108314175076,0.0005748651395054075,279.8040941080729,0.8017989798651801,3.586715245246887,18.207834401067096,1.9691348756578249,304.91865076329816,-8981.003896177213
3697,14,02,12.321594787597656,0.0005803069399531332,279.76221503126357,0.8174158824920654,3.901871752738953,18.394368140093484,3.121165500577292,292.33935062909376,-8910.434835816084
3698,15,02,10.541859511990019,0.0005774650013439314,279.66064744500056,0.8148617843204075,3.9186639547348023,17.866214392534893,3.4313728322135093,279.2495045848406,-8827.917600961098
3699,16,02,10.022111841837566,0.0005866996006521555,279.6896974236382,0.8249931582556831,3.889858937263489,17.322483838484022,3.4820757793214603,265.5106793591459,-8758.458005928938
3701,18,02,8.970946516927084,0.0005797094104890801,279.74994465026856,0.8208645192464192,3.638907217979431,16.7306822889328,4.335771699947783,236.06281908262045,-8568.236303316386
3702,19,02,7.300768304782443,0.000551886339185939,279.5868923553467,0.8130791170756022,3.6889819701512656,16.376775285021463,3.6451487913131726,223.87617945297748,-8455.864740079682
3703,20,02,8.050776726277668,0.0005608399332576381,279.6534739423964,0.8205657064225939,3.6887926340103148,16.119245373365615,3.4633098262998803,214.39544895494703,-8358.355798370512
3704,21,02,8.186211137220594,0.0005592106299128419,279.7094035444471,0.819954244571262,3.7571002006530763,16.22327932999929,3.2259597567664264,206.21521507411424,-8270.452376045956
3705,22,02,10.24429155307346,0.0005633458525673834,279.8244068437364,0.8153184762318929,4.065623474121094,16.984167932510378,2.5234702367146817,201.27104568690436,-8198.367077990037
3706,23,02,9.72110875345866,0.0005716024230829135,279.87453974304196,0.8027200705210368,3.99712913831075,17.302558969306947,1.5108642949210285,196.38203608249438,-8140.139087211446
3707,24,02,9.3604679558648,0.0005650419011797365,280.0261981889513,0.7909862759060329,3.9496140400568645,17.485247392209374,0.9816400544272541,193.1794475627541,-8095.665855236993
3708,25,02,9.746111187065972,0.0005740177371824555,280.2673778418647,0.7903517696804471,3.780396087964376,17.653120051786633,0.8160041440116046,190.6919222908579,-8052.028337048601
3709,26,02,8.955961134168838,0.0005906692746078383,280.52940416564945,0.7880844521416558,3.595698046684265,17.852952170393205,0.9943198928621092,186.9852322988266,-8022.3581791275465
3710,27,02,7.650465963745118,0.0005983762407378687,280.67964668036564,0.7860697743733724,3.432982007662455,17.947655317666793,0.9329086933347926,181.5842577030881,-8005.944083491693
3711,28,02,6.57090694410536,0.0006030695891252334,280.8577663896349,0.7769250060187446,3.3723007917404173,18.083037912580703,0.9556353007422566,177.99332313885927,-7980.99823051411
3712,01,03,4.963775391981337,0.0006069254212826814,280.98675642479793,0.7659257720523411,3.068311349550883,17.879488806300692,1.01599339035882,173.94870647241225,-7968.84613806245
3713,02,03,3.927332787068685,0.0006056010705191511,281.0382523918576,0.7632001146528455,2.846762188275655,17.60806433207194,0.8049236304812974,161.6535480900212,-7988.5633007839515
3714,03,03,2.688828469170465,0.0006113401221341417,280.95683102175394,0.7604707867516411,2.751907388369242,17.862349995803832,0.7494992066065483,141.31777745284666,-8009.153983837394
3717,06,03,-0.2723988274468309,0.0005922322405519177,280.3086723924425,0.7600241878509522,2.9356996615727744,16.570683619478014,1.4674615126079995,79.83725787334086,-7815.016875057594
3718,07,03,-0.5309562150743266,0.0005844581524945372,280.17042871161567,0.7605399760776096,2.572616775830587,16.366694319788614,0.7930384980731553,62.60070311126502,-7704.571069211281
3719,08,03,-0.555211804199218,0.0005778118023049198,280.2277403761122,0.7551426003774007,2.56940180460612,16.789987414720326,1.0705284301757823,45.771670046939164,-7589.145177184571
3720,09,03,-1.9391279869927294,0.0005436054669319977,280.2100757229275,0.7290593193478055,2.4935974438985187,16.728508872498406,1.3796211951149848,30.371696904919133,-7465.0537644554
3721,10,03,-2.612303060913085,0.0005418425259014434,280.18144376288524,0.7312959551493327,2.5075352668762205,16.53787436243693,1.3618815541797227,17.599944866697648,-7313.662412461451
3722,11,03,-1.6277230461968308,0.0005353288888977154,280.27358655666774,0.7309448977152506,2.685533142089844,15.843086451636422,1.8407148679945213,10.238110909817859,-7139.720294767078
3723,12,03,-0.483028571234808,0.0005396154273167162,280.3784722934299,0.7276976153055827,2.8272432645161945,15.756655147043864,2.5016525683085136,7.270970361567589,-6957.879493791283
3725,14,03,-2.308178276570637,0.0005569493218828737,280.4846157050239,0.7433393278757732,2.772699769337972,14.038796751467386,3.979788913302953,12.981644009049049,-6549.6285864847605
3726,15,03,-2.244995807223849,0.000581208485875666,280.49293922220863,0.7478888833787707,3.0253432750701905,12.6088053153144,4.405251841884191,19.463535192369527,-6360.608244150351
3727,16,03,-2.5553216779920778,0.0005792494391214455,280.62215581597223,0.7363250192854139,2.6924811681111653,11.880474895477297,4.644361919381884,21.964775840161593,-6199.767367360419
3728,17,03,-2.5611422573513445,0.0005775437379183131,280.76535501234264,0.7407064532385932,2.574800968170166,11.2489890563541,4.77711052983602,14.706023872782195,-6046.672559158892
3729,18,03,-2.850164079115125,0.0005749509940545371,280.85859493815104,0.7412460770924886,2.599764076868693,10.957052206590442,4.783221812884014,2.032669927054012,-5888.139480379629
3730,19,03,-4.050901696777343,0.0005638506970610857,280.79253425632055,0.7400683201683891,2.622511688868205,10.793738278537326,4.234226028611926,-10.189842783101454,-5726.455892979188
3731,20,03,-5.302819877794053,0.0005583016722140302,280.7703115502252,0.7444346474117703,2.6261825879414875,10.592454053878784,3.1292097683376747,-17.47312821343659,-5553.991543340268
3732,21,03,-5.631728914048936,0.0005572566017920811,280.7746949405246,0.743143514972263,2.518083596229553,10.0609333372328,3.5260892681757623,-22.946067864795854,-5378.293153210518
3733,22,03,-7.797136481730141,0.0005493398364689104,280.70555856255424,0.7397706506093342,2.5131193081537884,8.937877834765116,3.6878646652009763,-27.81165565320894,-5189.268367778778
3734,23,03,-8.91806150987413,0.000551819156881033,280.74707723931203,0.7489826839023166,2.452060890197754,8.419425306298997,3.768972196918065,-35.89465105076498,-5016.101412281803
3735,24,03,-11.741630643378363,0.0005491070723790876,280.6528244289822,0.7559456076727974,2.2152134577433267,7.811684816381668,4.042948110432096,-47.7771257915176,-4839.584429856443
3736,25,03,-12.199948850504557,0.0005510846463138174,280.6298937571208,0.7764766358693441,2.4624499638875323,7.314830877007378,4.842561831898161,-58.3299086953132,-4644.039465922323
3737,26,03,-12.575039636569553,0.000574729143982707,280.5117943467882,0.7890503092024062,2.54903237024943,7.215548628150093,5.582665419514976,-68.66720331869195,-4445.931442243613
3738,27,03,-13.660651208835178,0.0005827531656290376,280.2464909294976,0.7926742300669353,2.5935915152231854,7.083327631844415,5.87613359480964,-76.84041701839298,-4243.804933564926
3739,28,03,-14.43848046637641,0.0005602184879550502,280.0242363006592,0.7739725610521104,2.601568841934204,6.718803053071764,5.742430533154807,-77.607523730528,-4044.149067024046
3740,29,03,-14.762210086059572,0.0005485114416536817,279.91011830613877,0.7630342628479004,2.6012940247853598,6.392922228919136,5.793189185926651,-73.60116791527669,-3846.535251542488
3741,30,03,-15.220172573852539,0.0005413156264608712,279.81894953477644,0.7573520257737901,2.609491205215454,5.807060323333741,5.461704270617168,-71.68373511498753,-3649.146530801035
3742,31,03,-15.711892689005534,0.0005368266940982721,279.7644985144721,0.7619601530710857,2.614632479349772,5.260100383440654,5.176459208255347,-75.73704929049772,-3432.2004770475114
3743,01,04,-15.502279151746961,0.0005653077150971714,279.88064839782714,0.7712396682315403,2.614208714167277,5.104937301063538,5.121176539081999,-80.18965793489677,-3198.7583856742153
3744,02,04,-15.295062103610569,0.0005765262864243899,280.1030525163439,0.7569993466271294,2.6142746448516845,4.678829910129972,5.107174511655173,-82.99358093230248,-2954.3352808833192
3745,03,04,-15.138835337999131,0.0005835622205930525,280.3704771809896,0.7371765915764702,2.6139838377634685,4.257786942460802,4.769582883156672,-85.81505781833101,-2720.5802194587827
3746,04,04,-15.444481329345702,0.0005772908911618288,280.7601114420573,0.7077673176235623,2.5192716916402182,4.545648482471042,4.257983592436051,-88.55740021499074,-2528.037463605856
3747,05,04,-16.158087464057076,0.0005735418288999224,281.0865420735677,0.6918383725484213,2.4125248432159423,5.667581780603197,3.8459962537553594,-90.76733172379309,-2379.9769987468253
3748,06,04,-17.847678572591143,0.0005759306337163354,281.2507955739339,0.687718420071072,2.086347484588623,6.111807971572876,3.1558495447582686,-91.47667159763755,-2235.9872410816183
3749,07,04,-18.928294088066945,0.0005860073623816182,281.3047224334717,0.6956973881615534,1.9129818280537922,5.810822380744087,2.367918990919327,-92.36338320560964,-2090.732172318815
3750,08,04,-19.191171933661565,0.0006048721522746038,281.4580270409478,0.7107749512142605,1.8962596575419108,5.7478304377026035,1.9644881211174874,-96.1617805152916,-1938.8072482698449
3751,09,04,-20.14776695488824,0.0006110697128210934,281.57568952738444,0.6948865392896865,1.8750054041544597,5.8350485147052344,1.9077325668123046,-103.84276618811796,-1784.842946048524
3752,10,04,-22.318108585951062,0.0006108234461317301,281.5415185428195,0.6818162293752035,1.6842385609944661,6.081105549218919,1.2960371747758672,-115.25105543706493,-1624.6791541393768
3753,11,04,-23.425751596408418,0.0006034846013286976,281.55963435736766,0.6843122659471299,1.5871073881785074,5.951572059037951,0.9118744688246001,-128.08672753012453,-1449.7335381691041
3754,12,04,-23.69716449890137,0.0005902044378194558,281.5625989295112,0.6755891972435845,1.7175924142201742,6.388060818587409,0.4290151245117203,-139.00643883882836,-1269.4387780931784
3755,13,04,-24.075633473714195,0.0005700171901113613,281.61644622870546,0.6630239749908448,1.7542271693547566,7.174675955496894,-0.0672891702440035,-147.5224420233949,-1086.6978811888246
3757,15,04,-25.499961588202584,0.0005431557614065848,281.9224962693956,0.6265312654283313,1.3566649675369262,7.650820883793301,-1.290974441252813,-165.14054910867117,-666.1439829175139
3758,16,04,-25.749873482259115,0.000552037939621328,282.12424156222875,0.616033844333225,1.3335352818171182,8.181671095996434,-1.3815129423565322,-169.42211930455082,-431.19032516680784
3759,17,04,-26.095542742241754,0.0005650685704669135,282.3487430016412,0.6118064233991836,1.3032307386398316,8.418671974669563,-1.1090400668038247,-172.3937565922144,-183.58201472746288
3760,18,04,-26.183636389499238,0.0005757682373447702,282.7039606058757,0.5937661844465468,1.2510149717330932,8.256932293319702,-0.5894078536775363,-176.57228261727172,76.52763264503125
3761,19,04,-25.663368722873265,0.0005984631447870115,283.08085639750163,0.5774416378868951,1.173355237642924,8.142350400755141,-0.0884338276545192,-184.34819454269913,345.6806783089053
3762,20,04,-25.05950271131728,0.0006027991879592163,283.4951533555773,0.558868908267551,1.1036649465560913,7.828071045578851,-0.14642963530222425,-195.68014907794446,621.805372889477
3763,21,04,-24.25863115166558,0.0006123321269946245,283.9003523379855,0.5392581727345785,1.0457362890243531,7.623696754519146,-0.3988921096801743,-210.31774059689172,888.0028226562044
3764,22,04,-23.443068234931097,0.0006095059934189218,284.2339662790934,0.5123554100460477,1.0382102251052856,7.115361305321588,0.10519059100681034,-223.48230305777773,1167.3851541983759
3765,23,04,-23.426553778415254,0.0006026183419825126,284.6620782674154,0.48011199086507167,0.8614189545313518,6.128475866995917,0.33949033169216736,-231.93631846475387,1448.2814406884177
3767,25,04,-23.630604516940647,0.000566153742246206,285.5631753892687,0.4233643491109212,0.526165239016215,5.023300719790989,-0.6875472231970878,-238.05581003125394,1989.008709746344
3769,27,04,-27.9771861585829,0.0005604803281153889,286.0622797020806,0.40415363769531254,0.4710822820663452,4.706677628411187,-1.7228403882768404,-249.05592882157586,2534.340391661915
3770,28,04,-29.32206597561306,0.0005655554716688533,286.2898305253771,0.39646893929375543,0.47107044061024983,4.672730565812852,-1.6286777742809704,-259.3140040354828,2818.6834771763865
3772,30,04,-31.4974622080485,0.0005899883616159261,286.60639915703666,0.4088937213049995,0.46894910335540774,5.722305333413018,-0.9988622307247572,-273.4957575205619,3370.3332270362403
3773,01,05,-33.01950162116157,0.0005762059249994411,286.556300221422,0.3962045479668512,0.49557705720265705,6.2072529214647085,-0.7213885553359971,-276.24435477922395,3600.895143916837
3775,03,05,-34.17262489149305,0.0005708211365310288,286.48049344245067,0.42802269443935814,0.6201305468877156,6.955117752901713,0.1205967879401327,-279.4970028247724,4025.92543389329
3776,04,05,-35.13075625067816,0.0005688788284550051,286.36119388665094,0.45264514308505593,0.7144139528274536,6.735962906922235,0.5560552485995837,-282.81891913832084,4235.992352826815
3778,06,05,-34.51572136094835,0.0005514496156814048,286.26543114929206,0.46057496562533906,1.162963604927063,5.703364592255486,1.545855175993179,-296.4668530604469,4650.061510465948
3779,07,05,-34.44397958814832,0.0005496246333909059,286.3290838141547,0.46466485718621153,1.303265388806661,5.568306676546732,2.1706989493052182,-304.6661716662267,4857.707546351447
3780,08,05,-33.756094898478196,0.0005421885953580286,286.2960200815836,0.4745857778337267,1.6043923616409301,5.087989068285624,2.3925615846421997,-308.05959781317677,5065.214394953919
3781,09,05,-33.66816005859375,0.0005355938924229122,286.2441483323839,0.4847861918979221,1.7211578448613485,4.800539841249255,2.390841544045344,-307.8836113058744,5264.271473208376
3782,10,05,-33.08972862379286,0.0005359979052201501,286.3384442457411,0.499652178615994,1.7759652376174926,4.648834233495924,2.1847241057501914,-308.0629465453456,5449.218633950414
3783,11,05,-33.19314932217068,0.0005388022406687418,286.4989978379991,0.49672607769436306,1.7091472228368123,4.456864602555169,1.9171018282996297,-312.3599153920189,5611.242758355104
3784,12,05,-33.710504400973846,0.00055020424774856,286.72634132181804,0.49585594635009766,1.454574211438497,4.100669402864244,1.2124197362052083,-318.6485916618475,5757.210750125412
3785,13,05,-33.33200090501573,0.0005714110729120673,287.01636986863883,0.47842317721048994,1.374701690673828,3.441498646778531,0.9268689100901301,-325.51458784838013,5913.576435433482
3786,14,05,-32.7175392405192,0.0005805627191093056,287.2694602193196,0.4876093405829536,1.3693265120188396,3.137068577787611,1.2043176449457818,-331.25873075121865,6084.132523883321
3787,15,05,-32.62499802042643,0.0005907456819449281,287.4621525200738,0.4979921745300293,1.3689877192179363,3.342031178304884,1.0121573535071493,-333.844557568014,6257.431079596252
3788,16,05,-32.7649844672309,0.0005933589973010385,287.60895180799696,0.49332807278103297,1.3690001010894775,3.256873195012411,0.49262892100016414,-334.5596479756251,6421.894010467688
3789,17,05,-33.333529482014974,0.0006036174049599746,287.7265113149007,0.4942720108879937,1.368861738840739,3.159229892751905,0.13623121303982344,-334.4793977190598,6567.285218629941
3790,18,05,-34.29162513326009,0.0006130313848625924,287.7507070268419,0.4961275149875217,1.3678574244181314,2.7916162732654146,-0.34328723199632294,-336.63198823445185,6704.468867013059
3791,19,05,-35.79527318691677,0.0006249828824875699,287.7373989630805,0.49576884608798555,1.367829688390096,2.267006894132826,-0.7520714349110909,-340.21890923937167,6841.5342488063825
3792,20,05,-36.60256456027561,0.0006361497027564028,287.8003191860623,0.49144804801940917,1.3678115367889405,2.133480097452799,-0.9212899378034789,-342.14892024477246,6986.149139688489
3793,21,05,-37.95086540764702,0.0006557400695705939,287.80828834838866,0.4892378935919867,1.3630844434102376,2.5207506230460273,-1.0997287692387885,-340.88944814393983,7152.649028301806
3794,22,05,-40.13717822435167,0.0006775767394657224,287.7617280307346,0.5017781216091579,1.3638418753941854,3.0429941400316025,-1.1980614848242852,-338.23287972412595,7334.162329594214
3795,23,05,-40.900388863796664,0.0006944190530613722,287.68180624999997,0.5231711750878227,1.40137091477712,2.834777148988512,-1.4798511802885252,-338.2202608365616,7515.867661838154
3796,24,05,-42.60928003336588,0.0007111443109368742,287.5209523790147,0.5444325371212428,1.401537569363912,3.0826534297095405,-1.6901045251210516,-342.9122461271558,7703.848694905463
3797,25,05,-43.309829403347436,0.0007249968141842651,287.4147804260254,0.5516297222137452,1.4073535521825156,3.5087706301583186,-1.7912069752799125,-350.81790378552023,7909.460740056867
3798,26,05,-42.164997994656034,0.0007255323948249902,287.5729202894423,0.5495422167460124,1.407352614402771,3.7025730289247303,-1.5796118915345922,-359.19168259126303,8118.002915082996
3800,28,05,-39.03562459716797,0.000764424621757765,287.86751549784344,0.5704398055182563,1.6852680285771688,4.138989629893833,-0.6428732820086994,-374.91811002449487,8471.104339726187
3801,29,05,-38.52653160773384,0.0007763443438619812,287.8896289177789,0.5733448351966011,1.7776551723480225,4.369809889729818,-0.6626118043687594,-382.50954019607025,8621.486598557594
3802,30,05,-35.8433801812066,0.0008013060535235328,287.9297555870904,0.5810377349853516,2.258086935679118,4.3890393527136915,-0.7327100836012085,-391.39006342057587,8776.40650722346
3803,31,05,-35.04706507432726,0.0008175972156450775,288.0712565836588,0.5851120146009657,2.238890552520752,4.440140065659417,-0.8146940553241292,-400.0039115479815,8952.04865205666
3804,01,06,-33.70801327785916,0.0008205952798723148,288.24002951694064,0.5824234111785889,2.5295472939809165,4.3985888144811,-1.113911589813231,-407.6377555346613,9120.190223272404
3805,02,06,-32.523574963378906,0.0008161420496026242,288.38988618706594,0.5846173130883111,2.5570730209350585,4.136210074615478,-2.013388513861761,-413.7813250872778,9276.42213347674
3806,03,06,-31.572731679619682,0.0008208789835128401,288.60227036200627,0.5662448691050211,2.463121938705444,3.794056976064046,-2.9697018343183714,-418.7925387881935,9442.390851695976
3807,04,06,-31.290691977945965,0.000832778118145365,288.88711056823735,0.5424507280561659,2.118420712153117,3.524904337649875,-3.011208457416957,-421.80510695887364,9627.91917898299
3808,05,06,-30.578765297783743,0.0008412550943753457,289.2426506320529,0.5189891662597657,2.0159626801808677,3.06336746834649,-3.021149075402153,-423.1167953643193,9824.021152120531
3809,06,06,-29.584068758477102,0.0008458267782352574,289.65527839999726,0.496781461291843,1.875668223698934,2.7963265470928618,-2.892445126003688,-425.3522193231648,10028.798780515925
3811,08,06,-29.103693137613934,0.0008984405808819955,290.3118617523194,0.4878995013342964,1.8774736881256104,2.4020274455388386,-2.2201071677525825,-438.51264948119564,10426.906382374349
3813,10,06,-30.374421529812285,0.0009198230172446428,290.42485397711863,0.4893688082800971,1.9068782965342204,1.9158924682405256,-2.2824502093209147,-445.9961011480466,10855.159812996242
3815,12,06,-30.963643224758574,0.0009191381735369457,290.3390344384087,0.49936504957411026,1.91188276608785,2.3084182065751815,-2.5682107103347764,-452.5668199130301,11314.46669638653
3816,13,06,-32.010229255845815,0.0009099057668707044,290.2264529625787,0.5001902964697944,1.9237767378489177,3.1134048492219715,-2.995250305048623,-458.1488825584862,11535.556561491769
