,beginning_day,beginning_month,MSSHF,SH,t2m,TCC,tp,UW,VW,msl,z
116,27,04,-17.10112175292969,0.0005913610853684076,283.0123740447998,0.6886393068949381,3.2652498404184978,10.331656557019551,6.497177553643122,-173.5201613550776,1621.4933630581836
117,28,04,-17.17102992485894,0.0006116519752066475,283.2825791364882,0.6722312046474881,3.113952128092448,10.97604125304752,6.843837038697138,-179.1970412401339,1778.7949666275788
118,29,04,-16.399065489027233,0.0006385786629719304,283.5911206807454,0.6679350669860841,3.3392504930496214,11.113903947809007,7.8150793787426425,-184.628440446794,1936.1008500801895
119,30,04,-15.608761299641925,0.000683742440638788,283.99779295450844,0.6799022186703153,3.132032879193624,10.235459013260735,8.491401760843067,-189.2835348171837,2119.799562824194
120,01,05,-15.730309431966145,0.0007129897389849349,284.4103214023166,0.6745702799479166,2.8273083766301474,9.650984146202935,8.872418639394972,-192.43166675420906,2353.3663596426895
122,03,05,-14.787663958401149,0.0007726058622015748,285.1197338409424,0.659261020067003,2.7379708846410113,9.056422572729325,9.159659006309509,-195.07036365147854,2907.33405869766
123,04,05,-13.234648025512692,0.0008064993474140972,285.66844379001196,0.6511912703196209,2.6671815633773805,8.65193564590878,9.196929495196873,-200.86944285470784,3167.0855991663457
124,05,05,-12.678671640692816,0.0008395769096982501,286.14502385694715,0.6577071318732367,2.864748549461365,8.492497613546583,9.287601353073121,-206.5691497132841,3416.625737606921
125,06,05,-12.170277786254882,0.0008790174740383615,286.49807482096355,0.6784448370615641,2.844806758562724,8.222550823720296,9.76994344912635,-210.8175489252188,3662.2596807832538
126,07,05,-12.678876930406357,0.0008933802334305964,286.70539252590606,0.6706595907847087,2.843746797243754,7.687574710761175,10.510721642536588,-214.96481843756123,3917.006138716324
127,08,05,-13.07088568250868,0.0008979838495761013,286.7919265309652,0.6598348151312935,2.996590240796407,7.1479323740217415,10.864361911816069,-222.33893735154504,4157.503480811552
128,09,05,-12.796241038682727,0.0009116741999040339,286.89790575900605,0.6571929904090034,3.0261869271596273,7.344499016486274,10.667850157165528,-230.5315889852796,4385.260366186162
129,10,05,-12.549582133314344,0.0009132144419095818,287.0771400519477,0.6427321461571587,3.0357323328653973,7.335393952030605,10.819895998446148,-239.4588098806073,4616.743551629398
130,11,05,-13.949073280504015,0.0009228621003088847,287.2127883734809,0.6384755201127794,2.8153717199961346,6.737680861006842,11.424162048742506,-247.2754220797457,4872.890457572401
133,14,05,-13.207510219658747,0.0009208930677849315,287.1611480699327,0.6704841645558676,3.4779675801595054,6.945666755400764,13.13517784061432,-277.7578436900671,5576.630973271662
134,15,05,-13.007908079698352,0.0009337738981991505,286.9895234646267,0.6996963635762533,3.7966841300328573,7.219299691412184,13.194658332739937,-291.16631210239433,5763.008068504102
135,16,05,-14.220331393771703,0.0009260557845188588,286.76283472018775,0.6998137496100533,3.8854973395665486,7.247563650067648,12.813062492010328,-300.3581746166687,5945.804033264413
136,17,05,-15.065862328084311,0.0009155749611046809,286.79399693976507,0.6900603248172336,3.741764028867086,6.346060824542575,11.395155546696982,-304.7116225451312,6142.762186954452
137,18,05,-15.156527352905274,0.0009276214609620083,286.8430678534613,0.6993993614196777,3.733225719134013,5.594029913478427,10.122665240626867,-303.69757353694376,6360.187473156066
138,19,05,-14.72322865702311,0.0009529916891294003,286.947656777615,0.7187491536882189,3.7336678743362426,4.855609399138557,9.231092614809672,-302.8366527099107,6580.823796197933
139,20,05,-16.423134839545355,0.0009505065285017635,286.9883309736464,0.6983225459204779,3.540770936012268,4.683526668548583,8.290550796614754,-308.50450596351675,6783.387502458311
140,21,05,-17.213907769775393,0.0009763748737493895,287.1205732350667,0.6872595719231499,3.4643266439437865,4.486069605827331,7.3803026383294,-321.09545160846955,6982.948216946776
141,22,05,-17.544073768446182,0.0010068489959050768,287.3189221554227,0.6757954929351807,3.4300174792607625,4.242531355200874,6.820966100650364,-336.15187027652223,7201.791063716978
142,23,05,-19.176710765923396,0.0010049509656611716,287.3986688551161,0.6636726529863146,3.3003034671147664,4.082025652461582,5.827628658019171,-347.8423087977507,7426.107086881214
144,25,05,-18.143425695122612,0.0010119768416563804,287.72200267232256,0.6614389736175538,3.2777377287546794,4.320058051511976,6.009045406532289,-363.1521733147301,7839.317114984391
145,26,05,-19.610141694132487,0.0009890506577174166,287.76062609965004,0.6507619871351454,3.1704215526580812,4.752132943089803,5.740384815046523,-373.35938829413124,8023.652481808197
146,27,05,-19.649571678670245,0.0010059881887557922,287.85988064236113,0.6513954645368789,3.009324073791504,5.130647924168906,5.325224338255989,-383.5704252157045,8209.145252768836
150,31,05,-22.163538095092772,0.0009014931640296304,287.5916414632162,0.6242868946075439,2.577783536911011,5.934494112353855,3.209079148038229,-427.79714603115275,8847.261478496801
151,01,06,-22.317123305596244,0.0008731657521989999,287.5456272040473,0.6147791433546278,2.2656330903371176,6.228261538611519,2.6123780236138243,-438.23069361030286,8959.529591945526
152,02,06,-22.329319884236654,0.0008666356694580827,287.43358851148815,0.623292133500841,2.274093278249105,6.403642693159315,2.2020357409583204,-450.1580322964145,9071.07982201191
153,03,06,-23.5151258843316,0.0008466389612194689,287.2336609510633,0.6263144933488634,2.2580058415730795,6.660034024386936,1.8457223274442889,-462.1991870542594,9186.64363794639
154,04,06,-23.976419608561198,0.0008341321927560178,287.0595835310194,0.6254286833021376,1.9601542790730795,6.723111083920798,1.3777701902813386,-472.68433581547083,9302.482369174455
155,05,06,-24.018584494018555,0.000808845062087433,287.03919530198834,0.6110208887736003,1.9565937360127768,6.816361690839131,0.8930075047175096,-481.63067062956924,9433.183062674749
156,06,06,-23.73383419765896,0.0008190931184183986,287.1032152648925,0.6124369685278999,1.9538739840189616,7.095536738798354,0.09316029512617373,-490.86809054867246,9590.083428074731
158,08,06,-23.561009082370337,0.0008415763134064845,287.30991434970434,0.6205699560801189,1.8823018789291381,7.585519953473409,-1.4013025174670743,-503.78604730417527,9928.7731612665
159,09,06,-22.989351134914823,0.0008372792939152632,287.3667455407037,0.6295934109581842,1.9127551794052124,7.835015814060635,-1.6240122505187984,-507.4514083279787,10065.602720788997
162,12,06,-23.13934486592611,0.0008289285271644783,287.6432491492377,0.5889851833343507,1.639544669787089,7.925471676635742,-2.616071994145711,-521.4151723927603,10399.847415731017
164,14,06,-24.496266645304363,0.0008457097315189053,287.8227698828803,0.5723910756852891,0.928592316309611,7.717544754791261,-3.2585236249499845,-524.8848905699708,10630.502433531243
166,16,06,-23.95085196668837,0.000912393969175375,287.9963613701714,0.6026579274495443,0.8783424695332845,8.703691148991055,-3.767347176233927,-526.5764311845755,10868.175528819467
167,17,06,-23.656608337402346,0.0009439340433080764,288.146287471517,0.5992041150834825,0.9200580914815267,9.191210039202371,-3.8229171380148994,-528.457066796396,10980.137949995367
168,18,06,-23.23237235853407,0.0009612458840984497,288.2261197221544,0.6004626882765028,1.0197856426239014,10.047613163884481,-3.375011863496568,-531.2726953271077,11101.7761755679
169,19,06,-22.692450589667427,0.0009589869620766774,288.1918737735324,0.6195071663326688,1.0384661912918092,10.943519451734755,-3.294647642283969,-532.8061467713508,11237.762082163483
171,21,06,-23.04093879665799,0.0009102694078703886,287.95186903008357,0.6414386417812772,1.120468004544576,12.739656772486368,-3.555325018925137,-527.7563645710131,11477.786728195595
172,22,06,-22.48602293870714,0.0009027524460577196,287.9364137576633,0.6478430722130669,1.1151153643925984,12.8775942642,-3.8830677982118393,-524.4551458808118,11569.533621906112
173,23,06,-22.558108380466038,0.0009037872439405772,287.8667627499051,0.6519651911417643,1.1581748088200887,13.158567077679104,-4.451011392762926,-522.7435890557773,11654.218375168637
174,24,06,-23.82781314629449,0.0009048542882199804,287.86733102552625,0.6481933277130126,0.9727467775344849,13.33814444702996,-5.580027716318766,-520.8896989775196,11747.027245773595
175,25,06,-23.84144911532932,0.0009341468771653428,287.95932876383466,0.6542816746605769,0.9070035219192505,13.11495488986969,-6.200099110921224,-518.1409901203456,11842.385743106845
176,26,06,-24.680092277357314,0.0009426857606575545,288.05565781589087,0.6537605433993868,0.8876258929570516,13.022149974483915,-6.633091324488321,-515.0129579275699,11945.583458541805
177,27,06,-24.545929824829102,0.0009578586885521064,288.1660733666314,0.6664902466668023,0.8908088445663452,13.244014966328939,-6.991204743660821,-511.7350658546813,12058.133124819678
178,28,06,-24.577839771525063,0.00098342991140089,288.3089343763564,0.6694988175710043,0.91635795434316,13.443606294737922,-6.992503760761684,-507.9508423250363,12171.448074694927
179,29,06,-24.033416458808052,0.001023718991119252,288.4073905866835,0.6768664372338189,1.1128991524378458,13.193429891120065,-6.775601100031535,-507.17437264159906,12277.95055972638
180,30,06,-23.52749734564887,0.0010339291650472053,288.5582835140652,0.6854421642727322,1.1272450049718221,13.094753494114347,-6.470152339490254,-508.73276122412227,12380.851454894531
182,02,07,-21.294894101291234,0.00106154743443282,288.80851887986927,0.6990375959184435,1.4466306924819947,14.23602026293013,-4.88107568473816,-502.591078258522,12584.407234831006
183,03,07,-21.01887463378906,0.0010545439592017324,288.8685902950711,0.6982134255303277,1.4777245283126832,15.018300227673848,-4.317124671406216,-496.9200798533529,12687.519480071023
184,04,07,-20.551803827582468,0.001048713465697114,288.93159028625485,0.6941351332346599,1.7077303965886435,15.365092420323691,-3.9724845520443384,-493.6726552565772,12798.587791305568
185,05,07,-20.605405653550893,0.0010451957891712178,288.92984885592995,0.6884091343349881,1.7291146675745646,15.6810725476159,-3.814587887234157,-491.9973714777299,12897.924071493155
186,06,07,-20.42845432501899,0.001047436096798871,288.94972412821454,0.6931518135918512,1.7342405716578166,15.89073622671763,-3.604247535875108,-489.56293379807164,12960.030910939611
187,07,07,-19.921322989908855,0.0010673708746357887,289.03266982455784,0.7018383218977186,1.6575815280278523,15.786546492830913,-3.337303576066758,-486.25355498329094,12999.207876220553
188,08,07,-18.97298597106934,0.0010799965329760905,289.14174152560764,0.7048445989396837,1.8310621976852417,15.682236894204882,-2.3357424759970766,-484.77978688393523,13034.012930153865
189,09,07,-19.07165101589627,0.001083297129031012,289.13311376987036,0.7052034730275472,1.8885239362716675,15.384727134005228,-1.6588409252802525,-484.578031495663,13044.015497630637
190,10,07,-17.98440437113444,0.0010950084829962484,289.07893935987687,0.7163315558539497,2.450808040301005,15.264374902068246,-1.3876323516421845,-484.782074771331,13034.080380108622
191,11,07,-18.21931699388292,0.0010689471025599536,289.03602457071946,0.7150952491336399,2.503838054339091,15.129080376603868,-1.6189869533326886,-483.8737119400605,13011.92095481175
194,14,07,-16.733468266126845,0.001094953495999673,289.08325844523114,0.7353007589552137,2.6478054920832315,15.816650088055928,-2.2495117877536344,-473.12768553963775,12860.890453045125
196,16,07,-15.584484275648329,0.001124794874965381,289.2984972930908,0.7221339275783962,2.59609584013621,16.085554906781514,0.13078532532586054,-469.21152323172566,12706.044354969621
197,17,07,-15.65526914537218,0.001134847858830795,289.24683507622615,0.7255157833099365,2.552092941602071,15.901708644972908,1.2670840955098475,-468.3410119509288,12607.07825526088
198,18,07,-15.30596896226671,0.0011216636831460466,289.19899635484484,0.7209723202175564,2.629702321688334,15.10058178522322,1.8021623118506545,-466.5004962779547,12490.802779569125
199,19,07,-15.20632542351617,0.001108938218086809,289.2652036139595,0.7048508641984728,2.621454890569051,14.068386988682219,2.1637399467892124,-463.8060184027729,12361.801835292412
200,20,07,-15.038104352145725,0.0010975314611714566,289.317279619005,0.6969193220350477,2.6169750690460205,13.217800926462811,2.222053051058452,-463.1052167565931,12231.264283196006
201,21,07,-14.732296010674371,0.0011323372740093165,289.37592172207303,0.7040233997768827,2.5743453979492186,12.43328333545261,2.0145301095750603,-464.68136109687714,12124.869440897342
202,22,07,-13.689284803263346,0.0011526396086167653,289.3909351528592,0.7063997040218778,2.6225923856099445,12.740163158247206,2.65444610701667,-466.1280129343243,12053.16056766295
