,years,data,hindcast
0,1981,42.983,35.19294283810069
1,1982,18.836,42.53637221998292
2,1984,61.249,63.75202060938011
3,1985,9.737,10.969428582777638
4,1986,5.396,12.116556668096884
5,1989,59.844,42.43376659629293
6,1996,60.069,52.05960755998081
7,1997,84.606,53.9074087177245
8,1999,56.135,52.78510770140517
9,2000,98.677,65.88715101282062
10,2001,83.66,79.99285652860148
11,2006,57.903,64.30511941755037
12,2008,39.917,36.52298809501971
13,2009,62.017,51.44047775600334
14,2011,54.225,50.524695657772305
15,2012,25.182,40.32068025388413
16,2013,42.502,57.20410217959697
17,2014,81.808,82.28728081316723
18,2017,67.993,84.76047566880251
19,2018,28.985,50.120382845289555
20,2021,60.752,73.35657827774983
21,1980,60.543,44.93719637187178
22,1983,42.887,19.65337204217338
23,1987,35.931,42.845826597077014
24,1988,87.706,64.0231747353269
25,1990,96.374,65.17727207362506
26,1991,29.076,57.55544335352616
27,1992,32.844,27.05991504485086
28,1993,24.723,25.934472052391456
29,1994,36.5,52.0789696179083
30,1995,78.175,69.24090324804308
31,1998,20.72,34.1433710957145
32,2002,111.308,84.24064823802968
33,2003,23.337,52.45330369070648
34,2004,64.951,80.5644088171425
35,2005,50.053,64.19762349018673
36,2007,88.808,83.43821984328154
37,2010,91.629,67.29790926348116
38,2015,54.846,78.02096551714911
39,2016,72.694,79.22093897397738
40,2019,53.845,90.21693398992181
41,2020,131.383,106.03213194361513
