,years,data,hindcast
0,1982,35.431,44.3268883269294
1,1985,78.559,92.18152096638158
2,1986,64.688,76.60779632368123
3,1989,78.439,92.15400089631828
4,1994,85.773,84.26752435631938
5,1996,11.86,30.00058867270658
6,1997,28.147,44.09184954174708
7,1999,65.297,62.20451094110235
8,2000,76.353,60.88226008501329
9,2001,95.436,58.37285909732344
10,2002,60.53,37.425504493255175
11,2004,45.281,33.88139907311577
12,2006,51.755,29.437662533881525
13,2007,1.605,43.27219761951165
14,2008,37.054,48.665982369730926
15,2009,23.97,47.99522206242435
16,2011,17.259,15.320496480345575
17,2012,93.777,65.50733004975103
18,2017,30.591,49.738935380418404
19,2018,102.506,67.30264946943159
20,2021,51.776,52.44982126061153
21,1980,41.59,40.56468474152679
22,1981,35.788,25.821455792900515
23,1983,105.42,94.77631862595138
24,1984,21.79,43.906667795479464
25,1987,33.606,62.28449493096253
26,1988,27.742,36.44723558405076
27,1990,64.463,33.64324321614369
28,1991,46.967,32.57641030257248
29,1992,57.617,65.12899584503258
30,1993,50.114,53.14696907291698
31,1995,42.515,34.01459671917661
32,1998,131.575,103.42977734374556
33,2003,51.564,44.80625019530332
34,2005,77.407,39.2134251512163
35,2010,27.16,50.96871867799341
36,2013,31.149,44.86288788419564
37,2014,52.13,37.55419507623058
38,2015,27.186,41.09033496180631
39,2016,67.439,79.15116859754417
40,2019,32.685,48.81130954400329
41,2020,24.385,38.092859941247504
