,loss,val_loss
0,5327.98046875,4449.7822265625
1,3131.10888671875,2294.468017578125
2,1457.006103515625,1274.04541015625
3,996.84814453125,1125.8760986328125
4,970.1832885742188,1098.141357421875
5,963.35400390625,1104.096923828125
6,956.9077758789062,1112.562255859375
7,948.9879150390625,1107.75244140625
8,948.9697875976562,1102.9556884765625
9,952.0147705078125,1103.9605712890625
10,948.9130859375,1115.229736328125
11,946.9248657226562,1105.7490234375
12,941.8014526367188,1126.985107421875
13,945.001708984375,1116.57958984375
14,940.6953735351562,1101.735107421875
