,loss,val_loss
0,5422.03857421875,3855.452880859375
1,3078.418212890625,1950.0150146484375
2,1443.81396484375,1260.7064208984375
3,1018.7444458007812,1352.9886474609375
4,1011.32177734375,1386.062744140625
5,977.9382934570312,1353.031982421875
6,963.1734008789062,1336.561767578125
7,939.615234375,1362.7332763671875
8,935.834716796875,1371.7957763671875
9,913.2916259765625,1347.38330078125
10,914.07421875,1342.328857421875
11,897.0324096679688,1347.5655517578125
12,895.2404174804688,1347.35107421875
