,loss,val_loss
0,5678.5029296875,3142.610595703125
1,2617.955810546875,1673.78662109375
2,1735.3621826171875,1100.599853515625
3,1390.716064453125,957.8146362304688
4,1315.4781494140625,935.9380493164062
5,1243.4609375,919.13232421875
6,1220.5833740234375,884.6368408203125
7,1165.9749755859375,923.2222290039062
8,1175.43115234375,992.5733032226562
9,1149.734375,941.6988525390625
10,1130.2298583984375,921.9695434570312
11,1165.06103515625,951.6580810546875
12,1089.5191650390625,882.732177734375
13,1104.0634765625,920.1338500976562
14,1096.191162109375,897.0984497070312
15,1064.3585205078125,876.5530395507812
16,1057.982666015625,902.4632568359375
17,1086.5030517578125,913.092041015625
18,1079.5848388671875,864.0235595703125
19,1032.988525390625,948.4895629882812
20,1031.093994140625,898.4158935546875
21,1033.497802734375,946.6085815429688
22,1060.4541015625,908.0040283203125
23,1025.0196533203125,882.0428466796875
24,1036.73291015625,920.2706298828125
25,1031.760498046875,912.5053100585938
26,1007.405029296875,906.6942749023438
27,1021.1796264648438,953.3271484375
28,1003.6058349609375,898.8011474609375
