,years,data,hindcast
0,1981,93.396,61.504664403905366
1,1984,127.765,91.26061978943356
2,1986,118.281,116.83683652487119
3,1989,24.55,57.33928856848412
4,1990,62.735,72.21937898677238
5,1991,65.731,75.06469829441878
6,1992,40.056,64.9974933970651
7,1993,79.516,87.24095436477006
8,1994,85.403,90.35527836990676
9,1996,16.128,54.40959573588533
10,2000,47.352,42.55828861209351
11,2002,67.263,49.33717799937104
12,2004,107.224,76.41231353775622
13,2005,53.984,82.49255979589739
14,2006,18.287,36.19279914282446
15,2008,98.91,70.65003643583076
16,2009,59.608,72.45953890080536
17,2011,71.904,39.797102542568275
18,2012,90.297,74.55752488207452
19,2018,94.423,105.98229815197072
20,2021,90.618,91.76255156329512
21,1980,58.656,78.36980023717601
22,1982,43.574,36.53435799705862
23,1983,104.552,99.45751679027501
24,1985,62.145,54.65914537972864
25,1987,40.212,78.50954764035767
26,1988,138.661,68.29978157812653
27,1995,129.885,86.92831415165271
28,1997,8.558,52.981066331803305
29,1998,88.083,90.76538742790251
30,1999,91.58,91.9877721196808
31,2001,85.522,55.07885154483996
32,2003,73.574,79.18507573477685
33,2007,116.525,101.45971609685442
34,2010,49.822,59.49360799819672
35,2013,56.091,60.05525537282487
36,2014,90.505,105.55774452570945
37,2015,107.204,89.29802969271874
38,2016,107.938,116.75329956609676
39,2017,56.353,64.5077199260631
40,2019,48.71,69.82144864552166
41,2020,60.422,78.86856124263595
