,pc1
0,-3.0173202905357943
1,0.19927418707935984
2,-1.9546889681676274
3,2.6786384973589605
4,0.704273494914522
5,2.595981433387326
6,-0.7721919714099503
7,1.6881316279008627
8,0.6687083780098848
9,1.6940949734023452
10,2.6027104130312133
11,-2.3400711696198555
12,0.5274623959094025
13,-3.773990609314245
14,0.6032266427327418
15,-0.5680851278928528
16,-2.1021688027143344
17,-4.780187168483733
18,1.0225141665786561
19,2.9231422848516275
20,1.400545520875928
21,-13.475248379914625
22,-8.689620760458387
23,4.20705735528719
24,-27.69452060745222
25,-5.788351460315941
26,2.897145380897456
27,-4.6866152468360225
28,-4.348075224725542
29,41.74281255340034
30,-13.657159668261983
31,-6.413349414768706
32,14.082495709997119
33,6.455393151321048
34,9.50502019361268
35,-10.326481866842567
36,6.194281527467226
37,-15.76648736193716
38,-0.32488254940530653
39,14.849378534125325
40,8.637448059918176
41,2.599759875242027
