,pc1,target,phase_label,year_glvar
0,2.139171452969607,107.769,1,1980
1,0.24772924973045282,104.269,1,1982
2,5.0567785054101,36.531,1,1985
3,-0.15887532814426644,94.807,1,1986
4,5.177653537692621,102.308,1,1987
5,-0.48173618755212827,79.42,1,1988
6,-1.1978943486391145,70.054,1,1990
7,4.34929745891237,48.361,1,1991
8,3.3691514859212623,99.88,1,1992
9,5.168184041780795,18.716,1,1995
10,-5.765406007115301,178.649,1,1998
11,-1.5317113154742161,74.576,1,2003
12,1.3449802125361525,55.873,1,2004
13,1.1856507363572373,38.236,1,2007
14,-0.3226966949933937,74.388,1,2009
15,-6.691555218104502,131.109,1,2012
16,-4.2291810181882425,135.237,1,2013
17,-2.098931089886251,57.946,1,2016
18,-1.274240530697874,63.675,1,2017
19,-0.585467386710065,119.963,1,2019
20,-3.7009015438590005,137.807,1,2020
0,5.294250716490848,150.743,2,1981
1,-2.228652509179492,59.157,2,1983
2,0.8469384358891003,95.183,2,1984
3,-0.3015359928200358,78.906,2,1989
4,1.0148212337929512,80.441,2,1993
5,3.3086651197793477,97.19,2,1994
6,2.128961267078308,73.76,2,1996
7,-1.0054478866168883,81.025,2,1997
8,-0.6257326439172074,65.748,2,1999
9,1.145199858859291,130.409,2,2000
10,0.02462354043350366,73.237,2,2001
11,-0.7414358825071538,87.438,2,2002
12,-2.4834606600098503,58.746,2,2005
13,1.0978286066259348,104.882,2,2006
14,2.251973193276042,92.717,2,2008
15,-0.9271091644380325,76.197,2,2010
16,0.16659128934496936,69.306,2,2011
17,-1.7871608351703403,79.961,2,2014
18,-3.4100655616657556,34.891,2,2015
19,-3.3134731750032627,34.768,2,2018
20,-0.4557790181710572,138.243,2,2021
