,years,data,hindcast
0,1982,43.574,71.57656509359012
1,1984,127.765,76.33930539236987
2,1985,62.145,49.83528195445761
3,1986,118.281,98.62102260542316
4,1988,138.661,94.03080899335457
5,1990,62.735,85.31445993062478
6,1991,65.731,62.09638280229681
7,1992,40.056,56.9895994730013
8,1996,16.128,37.67989074424594
9,1997,8.558,32.2383472770495
10,1998,88.083,96.76690916296158
11,2001,85.522,95.24752846889055
12,2002,67.263,60.7274829321579
13,2003,73.574,93.20255582201878
14,2006,18.287,57.92967935013262
15,2008,98.91,90.2325953876572
16,2009,59.608,68.51271919850703
17,2010,49.822,62.27655007973981
18,2011,71.904,16.2531854769111
19,2013,56.091,56.85104487641291
20,2021,90.618,80.59408497819686
21,1980,58.656,72.36261259873494
22,1981,93.396,57.720108455861094
23,1983,104.552,98.76091819125313
24,1987,40.212,63.65207721739426
25,1989,24.55,35.07844499549904
26,1993,79.516,83.23451641775999
27,1994,85.403,70.5476587333936
28,1995,129.885,80.0890880540456
29,1999,91.58,84.24742750630928
30,2000,47.352,72.0195114332519
31,2004,107.224,87.42929740372182
32,2005,53.984,85.73645423982335
33,2007,116.525,105.47223196118847
34,2012,90.297,93.0917109552687
35,2014,90.505,97.87671005187832
36,2015,107.204,94.2719084863274
37,2016,107.938,122.24231202387452
38,2017,56.353,62.288380149690276
39,2018,94.423,71.47435800798527
40,2019,48.71,64.66332936903666
41,2020,60.422,86.42794374770237
