,years,data,hindcast
0,1980,87.79,78.89353071198722
1,1981,69.787,61.430039982949125
2,1982,93.726,98.6380323179005
3,1984,54.762,55.67801202579403
4,1985,126.504,113.95353089614545
5,1987,96.289,58.90166908239196
6,1990,81.754,92.01166368256034
7,1991,100.819,113.32760601796375
8,1993,49.037,56.20308935596979
9,1995,64.76,88.72005226793804
10,1996,28.135,59.248369780983566
11,1997,112.482,87.60705401221594
12,1999,86.734,86.45539415072707
13,2000,55.016,75.02570463618193
14,2004,70.647,74.25644819219222
15,2007,100.404,77.47862353944004
16,2009,75.436,99.40149371972686
17,2010,33.738,37.36148331792072
18,2011,94.747,89.53688289474258
19,2012,122.004,106.38154148529242
20,2019,106.981,101.04177792897667
21,1983,40.005,55.33092681650936
22,1986,56.932,30.21970965907262
23,1988,31.234,55.49575075010279
24,1989,67.167,39.64530304142326
25,1992,52.1,49.724294500528224
26,1994,51.526,34.53073085162494
27,1998,136.999,107.35261829203796
28,2001,56.749,57.66468133848569
29,2002,77.791,66.72488511572911
30,2003,47.241,58.993306888018445
31,2005,55.748,61.67533131728149
32,2006,34.652,47.46112197195477
33,2008,40.784,37.63684713163073
34,2013,63.597,61.22827688229312
35,2014,53.205,65.68599625045627
36,2015,35.568,66.48783285667865
37,2016,113.147,102.51450034223969
38,2017,63.719,63.52019459652784
39,2018,26.89,56.588490316090564
40,2020,67.278,88.92296018891473
41,2021,106.484,71.41224089239981
