,pc1
0,1.5417552493507705
1,0.3703076243724604
2,2.5299016071121883
3,3.2621683644034842
4,0.5141785757066266
5,0.862318526020479
6,1.6722697468989272
7,3.42031240273407
8,2.9989654287830456
9,-1.9968744214753757
10,-0.578333209630434
11,-1.9170069203692524
12,-1.8886138522838172
13,-1.8262847376053037
14,-1.3194554452232166
15,-0.22254817388204737
16,-0.6456698572749816
17,-2.069960294394702
18,0.5490798752675434
19,-2.6775114828381312
20,-2.5789990635318985
21,-2.744149589423564
22,-2.48735079672988
23,-3.48383224888579
24,-2.7183390187284773
25,-0.1331971280135744
26,-2.1556206818230397
27,-0.2707452012421745
28,-1.3217176558994217
29,0.7765138511018753
30,1.409410630759673
31,1.770123824976343
32,-2.5452237476350263
33,2.909707589562284
34,0.7304387791062641
35,1.9583577615416905
36,0.3448280458727855
37,-0.463974889260541
38,2.44010329694195
39,-0.5505603069831605
40,0.9263368481045613
41,5.608890604712935
