,pc1,target,phase_label,year_glvar
0,15.078321263273036,93.396,1,1981
1,-20.12002327837815,43.574,1,1982
2,39.80174165442429,127.765,1,1984
3,1.6719380016422989,62.145,1,1985
4,37.0726054999655,118.281,1,1986
5,-8.26763936925561,24.55,1,1989
6,-63.62380615063599,16.128,1,1996
7,-42.69595207232498,8.558,1,1997
8,33.88216685050596,91.58,1,1999
9,-3.193858856695128,47.352,1,2000
10,34.05244639435041,85.522,1,2001
11,-44.262961254033875,18.287,1,2006
12,-2.219961917906308,98.91,1,2008
13,0.4433508491600272,59.608,1,2009
14,-90.83475863852102,71.904,1,2011
15,36.34767475054905,90.297,1,2012
16,-29.611461136726113,56.091,1,2013
17,51.345241613787174,90.505,1,2014
18,10.940210905946605,56.353,1,2017
19,32.8307164143548,94.423,1,2018
20,11.363821874461935,90.618,1,2021
0,-14.901461075510186,58.656,2,1980
1,15.022441367333785,104.552,2,1983
2,8.004763784863755,40.212,2,1987
3,2.018926524439223,138.661,2,1988
4,-5.292431101422701,62.735,2,1990
5,-7.562633005010632,65.731,2,1991
6,-31.13520094930881,40.056,2,1992
7,-11.193850599130245,79.516,2,1993
8,9.480086886014803,85.403,2,1994
9,25.118064743813502,129.885,2,1995
10,-6.889855873616314,88.083,2,1998
11,-8.331492253231994,67.263,2,2002
12,-9.110808772644914,73.574,2,2003
13,10.060018106921122,107.224,2,2004
14,2.2133208714519466,53.984,2,2005
15,27.235879306971665,116.525,2,2007
16,-37.12116871811239,49.822,2,2010
17,17.17404232525533,107.204,2,2015
18,37.518047408103584,107.938,2,2016
19,-5.92404210909833,48.71,2,2019
20,-16.381406569744424,60.422,2,2020
