,1,2,3,4,5,6,7,8,9,10,11,12
MER,1177.0702298643212,768.4307211240026,876.1375083207114,808.9226660783422,831.7461033782254,999.2162919337534,1667.6743520797813,1710.5901036182008,1528.389521945521,1360.9358485702458,792.024180503648,1009.5658990276878
MSSHF,950.0484764077886,873.9323693302043,837.8917515559073,849.736573790612,866.7977658015334,909.5210651113293,1621.3561841873106,1678.1962334091756,1414.7247590880306,1433.0621192941053,756.568824204294,864.0224067739751
RH,1046.2266103406203,874.2807766921469,940.4913067305381,864.7367054124783,916.3812489134742,957.6309467887993,1707.2332256388697,1479.7817112504674,1501.7740674219713,1283.0818715676476,742.0314541947205,1009.3248416409118
SD,1068.9597004547638,1062.004230526445,885.7554404465525,1174.44071601241,832.1927446333502,48115.888986744336,1561.9625711853244,1617.4440055107323,1342.3435681219287,1226.5244187819596,836.089448355729,967.9883793504833
SH,897.9789357984013,809.3456466165219,883.8292086922676,880.2923683518424,826.6390720037449,931.540319046003,1546.7796859658915,1735.9476249566117,1554.5791533895035,1172.3385795929414,777.6336188908543,764.0914007350485
t2m,994.4565118238091,920.0924808016306,852.1738989118481,853.0267477298003,837.3730139167653,993.6681932057139,1731.420936447008,1725.0106586782138,1669.5912216659788,1373.2346073834665,764.2441077795623,773.8643081499516
TCC,1105.519672094923,867.8838644048698,948.2980536598119,889.9287944829839,911.7591914675852,916.0102993207963,1523.8901920145306,1648.5563307540315,1501.4625301119079,1239.90291747515,729.076158280562,1013.3482823018587
TCWV,937.7714418102227,888.2175145781898,890.7521725310735,876.575912937246,833.4574530519861,880.7713529829456,1742.8117539609243,1764.3265987704979,1416.9965002891922,1375.2687562166586,780.9283025990028,746.9002908613218
tp,952.4852470845425,898.3401223156764,842.3401742832833,852.4715141133047,843.740496678716,929.7770054386308,1701.5375005225208,1333.9763824237784,1424.6426591544107,1260.524102934225,722.8803629278812,1043.1879897037154
UW,922.5281629166509,885.725234887991,845.5804685815915,865.3828887838449,887.7136240701142,898.7920400063622,1572.0978962360507,1748.4748208353149,1427.0404185478294,1155.3446541643914,790.8000494229834,1108.9040264911625
VW,962.9734796379149,942.4598633196249,880.1779447941642,887.092391185665,899.6147120562038,968.5009228583066,1617.6208657194736,1705.4948817457757,1577.3254567322747,1303.9752214799319,829.5722683307607,997.5638182291334
MER-MSSHF,1168.240835288099,1062.8922461952493,1026.912184379585,955.5538587110627,1221.8294202911147,960.9104800674551,2002.077879750492,1844.651128590987,1824.1329186296043,1814.9382005120565,839.9744370123486,1272.924295983282
MER-RH,1267.1136397506507,1022.9729110232084,1172.2507407632133,966.1195002781152,991.4432833144414,1031.6687652091773,1804.7297581626353,1742.397189669923,1458.6175587926323,1906.8682487431035,776.2547443021843,1107.6978016400158
MER-SD,1009.868749962096,1344.7745787905046,1091.9992986330467,1874.2605462243407,1029.011684854673,62210.013961084376,1668.938187050127,1709.3363339708126,1528.389846089821,1358.8105405308147,26121.69789625085,1411.4514144374402
MER-SH,1017.7002457785562,933.8723119500144,1088.4316126969386,1131.5076210252753,997.6879842417181,1142.5570080528462,1799.2890462686978,2090.401390098832,1914.0149898297486,1696.9560413482388,825.2238271666911,1123.5801864985876
