,1,2,3,4,5,6,7,8,9,10,11,12
MER,1177.0702419471907,766.9865491034716,899.0969120120428,806.4400480990995,828.7875356398499,995.3085145665851,1665.2013579144,1709.336300187483,1528.3898497865734,1357.6740488875319,788.6933791441161,1015.4188499126506
MSSHF,950.0487815193533,883.7746866030393,838.2174700347294,846.948106270336,866.8667878835572,907.7156838592796,1601.9925537783888,1693.69822896031,1400.2517274720335,1433.0341668714968,756.5688214338302,872.5184882864493
RH,1047.5197780455037,874.2808002635951,940.4913082951061,864.7367378088636,915.5730154312945,957.6309546099749,1707.233523923138,1479.78123766454,1501.7740860362142,1269.687571390148,741.7894107358637,1008.238251721888
SD,1068.942314187314,1065.2994257267123,886.7411321445709,1174.544460407476,909.0613351064835,48099.52092050767,1561.9625711853244,1617.444005510732,1342.343568121929,1226.5244187819596,834.848288282673,967.9880579946287
SH,894.2872425352734,797.9685021254071,884.2022349285419,880.564753908619,826.6390682750744,933.3859889545661,1521.8314116034283,1735.9476203637137,1564.1967968923148,1163.6779602808692,777.7347650506892,764.594720198274
t2m,988.2380437983719,912.697475325514,852.1739030374818,851.732631697161,837.7142995514153,992.3075994221737,1731.4267517026951,1724.9048559771888,1669.591691644228,1371.5212755696361,764.2441150669256,774.0292341385516
TCC,1105.5196747792693,867.6901496910114,948.3455067993398,889.4010880510903,910.5687890966136,931.0111909732261,1523.8900792484958,1648.5148115913848,1499.5881235399856,1239.9029427950952,728.4536592053074,1013.3483426091423
TCWV,936.9886809215355,888.5436325999572,891.170424524058,877.3135781793942,835.1268671896158,881.0807247309855,1742.8653031455071,1763.6667622786995,1413.5747621399914,1375.2647167601958,780.9283051251039,738.227958159653
tp,960.2007809681471,894.51052355512,843.0096861381868,852.7287696578976,843.740504335923,929.2021175263623,1703.4508596368814,1276.5064500460933,1424.642657794604,1260.5240847998446,722.880302566633,1043.1880102718758
UW,932.5944766207157,878.9029939221449,850.1080687584496,866.524728498074,887.7136401641253,898.0782113046256,1571.9245093344898,1748.474620024474,1422.9972330025364,1155.3446826445079,790.613105089744,1108.9040121029336
VW,971.9652323693881,944.5334785016815,875.2464081606505,887.3901153753108,901.4971265237984,969.1894089164225,1616.5426820064527,1704.3371018341945,1577.3254245687983,1307.3897721242467,828.8649212021651,997.563814198939
MER-MSSHF,1340.7389772413342,768.7674153827209,1119.0551582717865,863.1468180106525,1212.6191779047265,1154.2747998684138,2617.048549059968,2140.6866452639406,2026.0754942279343,1683.6981090257275,1019.1949664444428,1101.9553510233172
MER-RH,1228.1042633286138,1079.2315230731158,1906.7335357921402,1017.1033117885347,1103.88368725763,1306.2393392346846,2415.293492367998,1841.9169278419047,1837.8309910572225,1937.058311034631,754.5411800204087,1076.4997274118814
MER-SD,2754.366054050766,1849.9406846112165,1368.0190014898615,2876.6744676142475,1288.0361747448314,114096.27724032186,1665.2013592330213,1709.2420958727419,1528.4126472438675,1358.5029310213326,2652.479766876503,1485.285200718803
MER-SH,1147.043384475781,1772.991427750685,1172.0911631547742,1341.6636872377992,934.5425417017068,1268.2400416254,1852.0067532465032,1919.7428421966133,2170.654804808315,1591.8138925947442,846.9632853854517,950.6656862368459
MER-t2m,1150.2579488207853,1007.2913728862435,1105.750950489328,1060.2521702870683,1246.1473223487958,1539.420441302246,2314.380455152942,2120.0153190395354,2053.265143157598,1400.9193277266245,903.4500437801303,1073.1245838956836
MER-TCC,1260.421234480002,7922.286775731969,1369.4873485249148,1123.913764700454,1365.81916692964,1728.4632443389273,2659.852099955592,2053.083326276885,1925.195184986771,3516.491867628389,1166.5828476011523,1295.4584318858
MER-TCWV,1388.4559647626284,926.6066546087304,1021.0241568717723,1314.677833402341,952.9375269393016,1658.8346884121665,2472.91214624179,2173.712726871652,2184.453835595354,2375.295084270229,808.8440576647803,985.9972256476901
MER-tp,1860.088323476862,1132.3616571678483,1500.0647182687887,916.7171625745714,1068.4272051643998,1307.3738308413654,2257.1986923809586,1753.978839353307,2145.2617296449025,2097.269293072428,979.3912622715463,1314.7019991430413
