,1,2,3,4,5,6,7,8,9,10,11,12
MER,1122.8759158821326,935.3746378731507,878.6180806688456,806.6264116102512,875.1321973066463,854.3036065294125,1727.497042346087,1696.0135941093931,1408.1223708104508,1461.4727206190373,819.9829420571696,969.6475606219309
MSSHF,951.4172741976245,941.1878511853798,843.4652216173494,878.3374801008207,869.5232251484042,896.4072236966716,1644.4292352761734,1784.8194300660496,1437.9941443744806,1428.0875079605505,759.0915239119817,875.8923955074349
RH,1119.1279710589222,836.6957443361737,866.4919997389715,896.0322899119509,941.3759905832707,976.7801989581449,1731.5809640330092,1727.4798250788683,1671.199492147129,1931.736967753945,704.2153236200793,994.7645907769371
SD,4511.873572897165,11519.016681760233,87261.07287386507,719912.5566991108,10348.379340171592,1189245.8010369423,1561.9625711853244,1617.444005510732,1342.3435681219287,1226.5244187819599,460259.59709128446,3391.3868143975756
SH,977.6139189553489,882.3357112417256,919.5504132731161,937.2838469547995,836.2991230319227,849.3122608330171,1822.361989634957,1606.4061748335432,2297.84334710996,1058.002967204012,796.3955237737613,755.5286336844289
t2m,992.0470586742132,958.1521572848736,1095.8944529663004,859.5542727548226,857.0924452456611,950.8711252070758,1853.6403901545564,2988.6442642960255,1812.248932323492,1233.375837946536,781.2328336703014,761.2793199465465
TCC,1104.3781672963073,871.1923982674258,1172.3319476764607,913.999539887126,838.8220308997684,986.1053289362154,1514.1886590112867,1659.251103624195,2180.3250476072208,1380.5527988117544,759.4853115158263,1039.0707729078417
TCWV,1033.305327201727,903.3073045101032,1069.496437711004,844.7871005332026,814.4772081483925,959.3909173984586,2019.156871817234,1597.3841029935897,1218.4223480420815,1378.6962059826506,814.9680855270169,771.5579651886583
tp,1066.002116913202,887.6561275035389,1054.801307710558,847.5200897313646,897.5573500378878,908.1514012854439,1632.627860552102,1655.4890305054616,1336.4270485209447,1296.6629685197372,1001.2009184432967,910.2649244739838
UW,960.9497231740693,906.9134482811542,858.5491268742063,989.1976746139827,792.9626909480886,1061.4966925779227,1964.9446545033043,1742.5123887009058,1636.3550012590076,1158.1180890631633,889.9792339704478,1389.3687299353098
VW,932.788322867105,1002.7010664516624,924.6369345200311,792.0214745498398,1000.690639817701,1541.8002868887274,2146.1184767639993,1691.5123846017027,1510.9311106213036,1355.4987582391514,705.2998735224049,1005.02336962615
MER-MSSHF,1106.9775264027332,2998.8484430764356,1165.6340075595967,852.7747706644286,1220.3005961098268,842.2899356554872,1848.6385544628738,2054.336134437628,2124.9680525056688,1658.1639737450746,886.8270486079518,1639.464048443302
