,1,2,3,4,5,6,7,8,9,10,11,12
MER,1216.3629839927178,915.9589580779311,893.6156875865129,1058.2997304054325,826.992555634814,865.6940830511512,1732.668132728846,1661.4429013799436,1472.7961653091038,1496.5402050955277,868.4480889976576,1019.3050170355438
MSSHF,978.3089791243824,916.4825590764556,819.3744351160037,886.5562472346372,849.564911988216,1114.4028540868876,1647.207785204686,5497.387569322212,1468.8011150917184,1404.4386643190526,766.7848025879136,910.2782297928667
RH,1124.8969395060583,828.5551130480155,887.6356926217775,888.1600430875338,959.3927778192459,979.4682146760324,1675.3973016404834,1721.3111573330007,1696.5588631879596,1566.2316492833052,704.8475290659385,892.8785254616467
SD,78502.77704891704,6953.771022688241,57466.89356664341,141200.43356462294,2262.851928624714,85955.27143147668,1561.9625711853244,1617.4440055107323,1342.3435681219287,1226.5244187819599,259857.80003953207,88582.60718331998
SH,946.0910288491805,875.7712166210821,918.4640000875291,894.3463302537256,835.3749707567341,845.0709993315761,1821.1982092298508,1592.5091934927973,1758.8753684737942,1051.5600316479336,791.2913626272335,714.8006388141397
t2m,1027.8890132334914,964.3809958347565,1010.7082615098741,865.1111248227968,851.6102636799011,943.2358774445721,1879.3917545756563,3015.117415930736,1806.1187627847382,1256.0510719772085,745.6425162124355,702.0682127739957
TCC,1089.945680129144,875.1544507194506,999.5518031690439,879.3556125474809,822.7471437660109,977.9292417108319,1534.1918942545035,1693.000224325587,2314.0368035410847,1361.1554068694325,766.724422845488,3398.7218263121454
TCWV,939.5435683388184,913.4897338064902,889.4987782187778,840.2530323959119,817.185633741139,959.4678438270147,1964.808390715053,1743.5058172066756,1194.1153244023112,1368.5994652745885,802.1053534828565,763.1524683980033
tp,1068.4300951728997,785.9206855771705,924.886322428728,875.2546667393378,875.8733531539323,913.1118754416354,1641.5811893792588,1668.818878191129,1654.5335596349487,1365.092548516453,862.3965005742414,901.4928665738692
UW,963.6648935090603,921.364787022935,848.653379134272,975.4238331488644,799.424070071264,1033.397874376953,1778.230481618434,1716.7963631271923,1590.6813047968435,1189.2159615259854,793.733526224793,1341.7932265827471
VW,943.9782463397138,995.5228725019792,911.8987342387138,779.1460613060824,972.7826148713598,1627.239967209041,1735.3207380513322,1672.713192065339,1525.0559859680016,1449.5980337989074,713.3547106042354,997.659319839768
MER-MSSHF,980.178445101489,1112.7928674005584,889.1406355036114,865.7756474727447,942.675375730293,884.0642857976165,2314.999778514555,1905.1751458901786,1916.4229526632705,2156.73440615179,827.4756603815031,1021.381229536121
MER-RH,1151.134871308881,1102.1311391034415,1279.8260037751716,936.7453207867137,987.3178559391351,913.055974757999,1812.6079956236465,1843.5619988509522,1549.1786407496263,2432.241569055808,752.8717476998248,1041.0557759691587
MER-SD,1322.6206869065593,1168.0532261342832,1102.1909442265455,6161.903182997117,1135.8380594996645,5372.767070882486,1713.0270480373829,1680.4005143916074,1578.838653512405,1466.9458326169884,2743.7071078796034,5256.072234051175
MER-SH,1062.1960448095476,893.7157779585207,826.3675764418329,877.576677003615,840.0850927058583,895.8295258252236,1840.9836107896674,1914.2717218729085,1760.870129054116,1389.2973665830355,831.3115847249303,852.8973503470525
MER-t2m,1000.2560477370453,1056.929894470108,1033.4534789559298,843.6696092961296,829.8575464515571,1047.505187044801,1979.5844077912361,1751.1283162390218,1637.0551399151632,1494.72632923544,719.6609901761584,823.7886701158078
MER-TCC,1094.9976310597212,906.9833228770419,1006.4473378117453,956.8750155484502,872.714172302952,894.2060080583386,1730.9595228398446,1713.2341341530325,1729.662967628385,1410.904053425819,814.6975879091254,1174.2439586201672
MER-TCWV,988.7280341737751,1043.5274487192014,926.1411994735978,928.4400214980154,792.4203860688488,1187.586157645948,1802.5145807272881,1821.8477552880986,1511.9794819412912,1424.9568065650599,815.8442370697029,813.6812940495363
MER-tp,1120.6028044288012,963.4260681356666,990.5222792579476,815.4907825929199,832.0492831001108,949.2633274662938,1845.942341779788,1659.7114145830922,1756.4369236042785,1479.7259969252852,804.5110092539077,983.9368511837882
MER-UW,963.3155825497537,905.1840579158207,854.9856520894225,882.9040308978799,721.3813983337327,1019.8246728044115,1802.4846169903717,1915.0792431000202,1893.2343008338305,1431.36826178304,1295.4239114907252,852.0893530918121
MER-VW,1059.9982608248417,1079.3398149975808,907.2419151792194,884.4866708919928,1233.6330951039197,1043.069572240716,1785.2940542082154,1843.546073828572,1997.5354492295821,1585.9122486035685,762.2776480637583,1128.7239461292336
MSSHF-RH,1146.992118445905,1135.6930084688358,879.9170946828011,1006.178726760903,929.925222616246,953.776877937854,1799.0662295926356,1875.9627055353662,1607.8320341316012,1762.9654067241315,749.9596830775534,1089.8712261059675
MSSHF-SD,1261.8131064538534,1279.7424002906087,15863.957719105249,919.8165104661781,2879.962421264009,56885.0300708069,1611.497534144201,1791.2050407987092,1381.6942208664527,1452.2704310446522,1036.7637138321218,7430.227500771669
MSSHF-SH,823.1780450518842,864.3605437009965,859.0744158667915,895.5959640190906,904.3152805122305,861.6489611543617,1757.708334003202,1876.2008427736905,1522.2081123919322,1203.9415462037782,785.7796368640328,771.6594716977952
MSSHF-t2m,1070.6697742702136,843.7570248622022,1498.8377615371085,836.7425253218743,1117.8793712652284,953.3214354751353,1754.6227635911855,1857.012775719861,1709.438075496395,1397.3243837811783,771.6318184532904,865.747966862413
MSSHF-TCC,1037.8963858228922,974.1942740657971,945.1553233579396,916.9471401590168,919.9868506718719,1059.4379891920023,1741.4230745724456,1685.1595858053108,1771.5504283466653,1778.3330085833902,775.8238542432247,956.949778181752
MSSHF-TCWV,1026.0730225407517,955.1469327267039,924.9066568772635,876.4991637587016,891.580979033672,1076.632893155715,1519.524775471856,1867.671564521944,1342.711425310384,1568.576161709427,750.6534131099266,766.1743909519463
MSSHF-tp,1088.7442281118974,1014.825681553421,913.6124695380507,832.4258004759928,949.3178736528474,1004.2773067429296,1832.137607572712,1648.8702521493515,1458.5136185414776,1583.0123893642296,751.2419778944941,959.9493304681406
MSSHF-UW,994.4801241936518,886.5948383734869,830.2071230486498,962.6580130562791,827.4600227013434,1276.0548176381028,1814.257226792198,2018.2967654026024,1714.6024096636056,1306.4014703351531,821.6476238336743,933.4261112816653
MSSHF-VW,840.0763793518034,1064.2192978489525,874.9556863401556,972.9730430373959,1024.7389123854311,956.7149582360356,1570.715187215536,2214.9627125689212,1751.468160893321,1392.1648558656566,835.7536067310369,1008.5338725222146
RH-SD,1834.4545311331462,1435.8607682940103,1084.3591626192665,121494.68489980478,1129.6977100246243,31328.398302877573,1663.075134197532,1721.1983982938116,1644.6735082041785,1690.6773860550481,7027.665514977366,6523.672614489869
RH-SH,901.7410383620229,888.5697494338326,1038.7574793097092,904.9428433398413,1056.7769144392175,1146.7186752407924,2034.8533953652538,1579.1502763533908,1819.96301809186,1301.408708230439,721.64413901994,817.7898932992284
RH-t2m,1035.7759530218227,980.6518959668535,900.1977356553982,853.0475420286791,956.1564426889884,1082.3483090937284,1897.0247070188093,1580.3180772893718,2135.2734514005992,1997.2653655488816,804.4803258214791,802.9975500177669
RH-TCC,1231.0943355823256,907.2839892340687,1026.8069652565846,989.1672649191179,941.3664810822554,980.7271512343204,2023.2650809228799,1831.2846211518495,2191.96159377671,1886.0974722996734,664.8982253972189,1200.0004677767208
RH-TCWV,993.1515841776279,925.1590450102578,1023.9983100982082,835.3927866097007,900.5014880944595,966.7309536725415,2227.394111509031,1813.2504073583198,1476.1652826693582,1367.7418642072666,711.9375674910876,812.5101558592783
RH-tp,1133.6131163296295,880.551006060802,961.8514620475996,923.0473073646766,989.975022890951,1011.1979699922538,1707.7901286145736,1768.6655515608707,2016.5080534089018,2092.653089833058,820.7205528640126,911.3836375715503
RH-UW,1017.917629342059,1108.7368358806873,975.6887352743744,913.2540352663541,841.9581294082484,1547.6818374109507,1728.2713382425459,1602.2091892671426,1603.0454410254406,1266.922807455594,731.8118537330602,1200.0671561069582
RH-VW,1009.9324339061795,1113.4488599116096,905.3183096022632,831.2768063468131,1178.151324698488,1086.5742210866788,1807.9962426542818,1797.4335339546076,1420.6860327721656,1297.9630033186081,737.2504654140014,961.7333893849262
SD-SH,962.7665410430044,1196.6585635189008,917.1980371838011,96625.7079635087,3738.5987841447327,2976.1722383818396,1847.0910193869747,1594.4384343037918,1480.8300864736584,1065.4195975116538,18245.170716169785,678.4586724124244
SD-t2m,1353.4568407249633,2541.7292396807925,1318.8309021098194,14782.721734011187,114711.0573103747,1604.7132981041668,1834.546176031755,1749.8394540640172,1794.7660986649776,1228.8496948644165,2791.3470923259338,783.3992493775766
SD-TCC,1115.025964627558,2182.1226423943453,2905.478225999631,2918.570412434274,972.3758501098022,4106.106119612408,1505.6717914886399,1721.7807763763028,2270.274584205109,1409.3440521897799,1153.033485696159,2639.2446741815875
SD-TCWV,2275.669353760356,1080.5324729558906,28076.454406594414,23003.831588718953,1118.7232451385883,46548.12374420232,1781.1919848140144,1623.100662654439,1202.7015584774977,1425.4100719135295,3911.034164394455,4113.872628489906
SD-tp,7822.665198086846,1465.4827981122132,1169.9104707738868,31649.196100538837,821.2913941199092,2339091.455617831,1648.7608293447802,1663.4203224700059,1798.6407937777174,1302.93068643567,46517.81804611116,1163.3341652404288
SD-UW,5453.468687306966,1057.7891292433765,1062.0238917121749,1153.4098162422877,3413.963624321555,53018.26499833812,1954.2695754639155,1747.1616613036788,1609.67875235454,1182.2148405129399,1496.2144036123723,2754.1901605824187
SD-VW,1220.8499573868587,936.4589787628978,2988.612759179817,1363.7720735268144,3783.1563186020176,1791.7807205423046,2777.3179068934396,1660.5846264386394,1545.8263250925672,1379.9652903295366,7480.882320217682,1429.8642031137913
SH-t2m,952.9205851473869,962.9053845170083,954.3457449979793,895.5651430058778,965.3748358135321,1070.6083424455178,1924.67299454519,1615.5563066996178,1824.3674014821222,1171.4024147278665,809.2665215306408,785.633510889933
SH-TCC,1253.0404413489487,1134.2605399378524,1010.1441881567463,882.3682497445946,932.5726918644114,1019.9200509297178,1641.2097246493347,1694.1173694815398,1925.830281953279,1430.8285941974439,775.1211279198695,783.4577764223219
SH-TCWV,1063.8397701067508,766.7174449184432,967.6141242296279,994.3820079281262,921.7947451246066,911.1021412883716,2077.7551868683345,1726.4296655380235,1565.1897660472246,1188.7053328963073,969.7983140828375,796.9389012142501
SH-tp,916.256153378626,789.7316953843801,890.457520765211,858.7752573129212,861.6418029658669,936.2256696009737,1807.0948232372289,1643.3659959179488,2230.453211834613,1255.115741905583,790.5822447766698,799.1837920550229
SH-UW,1146.1822119436642,876.4978352963938,911.2496429594394,993.2946058736459,894.8263673083318,1160.2322785341216,1831.8158241565834,1921.3764153354653,2297.1103212703774,1117.075817604955,846.4888802585081,864.4709051490461
SH-VW,923.5928162682344,1025.5831756067362,926.1185601642703,925.1878487325445,925.2118485421345,926.8537520836563,1794.194782937914,1742.2536983016846,1666.60832331127,1281.1431229958814,794.5024478355392,787.0220443064973
t2m-TCC,1094.4343783892818,1026.717740094377,998.7321599994489,836.8814169890918,870.7758432393996,987.8259131196475,1816.7791623253604,1544.7042629711816,2606.070915019477,1368.9970744057084,720.2284037416835,838.875376305005
t2m-TCWV,1179.6857933835595,1033.2188666208056,911.0976851366502,863.0838099964664,930.1806276974004,934.1158667849622,2088.692643392399,1694.6136990527539,1356.1410500453653,1314.0156552600429,790.012525725528,722.6433379158303
t2m-tp,997.4581398220024,1017.671640715654,993.5058195607612,927.6331261956104,900.4344219176547,997.6761836805211,1834.0681968874621,1745.9958550724814,1903.5473056693327,1277.9842473713284,765.3613580498742,756.8696070781485
