,dataset,last_val_loss
1116,MER-RH-SH-t2m-TCC-VW-SST-Z500,711.0928955078125
5772,MER-MSSHF-RH-SH-TCWV-VW,711.16064453125
1628,MER-RH-SH-t2m-TCC-MSLP-Z500,711.183349609375
4803,MER-RH-SH-TCC-TCWV-MSLP-SST,711.185546875
5466,SH-TCC-tp-UW-VW-MSLP-SST,711.220458984375
1148,MER-SH-t2m-UW-MSLP-SST-Z500,711.2457275390625
732,MER-SH-t2m-TCWV-VW-MSLP-SST-Z500,711.2559204101562
2656,MSSHF-RH-t2m-TCC-UW-Z500,711.2700805664062
4989,MER-MSSHF-RH-t2m-TCWV-tp-VW,711.278564453125
4887,MER-MSSHF-RH-VW-MSLP-SST,711.2839965820312
4550,MER-RH-TCC-TCWV-tp-UW-MSLP-SST-Z500,711.3302612304688
571,MSSHF-RH-TCWV-tp-UW-VW-Z500,711.4107666015625
4168,MER-MSSHF-TCC-tp-VW-MSLP-Z500,711.454833984375
4683,MER-MSSHF-RH-SH-TCWV-tp-Z500,711.4727172851562
3807,MSSHF-SH-t2m-TCC-TCWV-tp-VW-Z500,711.4949951171875
5874,MER-MSSHF-RH-SH-TCC-tp-UW-VW-MSLP-Z500,711.5015258789062
2497,MER-t2m-TCC-TCWV-VW-MSLP,711.5392456054688
5775,MER-MSSHF-t2m-TCWV-VW-MSLP,711.541015625
2615,MER-MSSHF-RH-SH-TCC-MSLP-Z500,711.550537109375
6212,MSSHF-SH-TCWV-tp-UW-VW-MSLP-Z500,711.6232299804688
3199,MSSHF-RH-SH-TCWV-UW-MSLP-SST,711.6331176757812
4249,TCC-TCWV-UW-MSLP-Z500,711.636962890625
4928,MSSHF-RH-t2m-TCC-TCWV-tp,711.640380859375
1877,MSSHF-RH-t2m-tp-VW-MSLP-Z500,711.6441650390625
1980,RH-SH-TCWV-tp-MSLP-SST-Z500,711.7186279296875
6261,MER-SH-t2m-TCC-tp-UW-VW-Z500,711.7205200195312
4535,MER-MSSHF-t2m-tp-UW-MSLP-SST-Z500,711.7960205078125
6555,MER-RH-t2m-TCC-UW-VW-SST,711.8072509765625
1696,MSSHF-RH-t2m-TCC-TCWV-UW-MSLP-SST,711.8357543945312
2512,MER-MSSHF-RH-t2m-UW-Z500,711.8486328125
1330,MSSHF-RH-SH-t2m-TCC-TCWV-VW-SST-Z500,711.8509521484375
5603,MSSHF-SH-TCC-tp-MSLP-SST,711.8740234375
2190,MER-RH-TCC-VW-MSLP-Z500,711.9122314453125
4287,SH-t2m-TCWV-tp-UW-MSLP,711.9346313476562
644,MER-MSSHF-SH-t2m-tp-UW-VW,711.9349975585938
1650,MER-MSSHF-SH-t2m-VW-Z500,712.0807495117188
2728,MSSHF-RH-SH-t2m-TCC-tp-VW-SST,712.081298828125
1954,MSSHF-SH-TCC-UW-SST-Z500,712.108154296875
3859,MSSHF-RH-SH-TCC-TCWV-tp-VW-Z500,712.1114501953125
785,RH-SH-TCC-TCWV-tp-VW-MSLP-SST-Z500,712.1485595703125
5469,MER-TCC-TCWV-tp-MSLP-Z500,712.1572875976562
2108,MER-SH-TCC-tp-UW-SST,712.1800537109375
2130,MER-MSSHF-TCC-TCWV-tp-VW-Z500,712.2578125
6661,MER-MSSHF-RH-TCC-TCWV-UW-MSLP-SST,712.2802734375
5555,RH-t2m-TCWV-tp-UW-MSLP,712.3006591796875
4192,MER-RH-SH-tp-VW-MSLP-SST-Z500,712.3540649414062
2857,MER-RH-SH-t2m-TCC-tp-VW-Z500,712.3546752929688
2509,MER-RH-TCC-TCWV-tp-VW-MSLP-SST,712.4360961914062
3490,MER-MSSHF-SH-t2m-VW-MSLP-SST,712.5090942382812
5606,MSSHF-SH-tp-UW-VW-MSLP-SST,712.5115966796875
4396,MER-MSSHF-t2m-TCC-TCWV-tp,712.5608520507812
5702,MER-RH-SH-t2m-TCC-TCWV-UW-VW-SST-Z500,712.575439453125
1230,MER-SH-TCC-tp-UW-MSLP-SST-Z500,712.6276245117188
1071,SH-t2m-TCC-tp-VW-Z500,712.6332397460938
6151,RH-SH-t2m-TCC-TCWV-UW-VW-SST-Z500,712.7394409179688
1214,MSSHF-RH-SH-t2m-VW-MSLP-Z500,712.7825317382812
4302,MER-MSSHF-TCC-tp-UW-MSLP-SST-Z500,712.8165893554688
4148,MER-MSSHF-RH-SH-TCC-tp-UW-MSLP-SST,712.824462890625
3262,MER-MSSHF-RH-t2m-TCWV-VW-MSLP-SST-Z500,712.8391723632812
6457,TCWV-tp-UW-MSLP-SST,712.8673095703125
3803,MER-MSSHF-RH-TCC-TCWV-tp-UW-SST,712.8807373046875
6445,MER-MSSHF-t2m-UW-VW-Z500,712.8875122070312
4809,SH-TCC-tp-UW-VW-SST,712.9205932617188
5146,MER-SH-TCC-TCWV-tp-UW-VW-SST-Z500,712.9215087890625
3218,RH-SH-t2m-TCWV-VW-MSLP-Z500,712.9254150390625
1326,MER-RH-TCC-TCWV-VW-Z500,712.9522705078125
2077,MSSHF-RH-SH-t2m-TCWV-VW-Z500,713.02197265625
634,MSSHF-RH-SH-t2m-UW-Z500,713.051513671875
5688,RH-TCC-VW-MSLP-Z500,713.06103515625
6631,RH-t2m-TCC-UW-MSLP-Z500,713.0764770507812
1882,MSSHF-RH-SH-TCC-UW-Z500,713.08740234375
2422,RH-TCC-TCWV-tp-MSLP-SST-Z500,713.108642578125
4353,MER-MSSHF-TCC-UW-SST,713.1098022460938
4351,MER-MSSHF-RH-t2m-TCC-MSLP-SST-Z500,713.1522827148438
207,MER-RH-SH-t2m-TCC-TCWV-tp,713.2060546875
2249,MSSHF-RH-SH-t2m-UW-VW-MSLP,713.3117065429688
5894,MSSHF-t2m-TCWV-tp-VW-MSLP-Z500,713.3281860351562
7005,MER-RH-SH-t2m-tp-UW-Z500,713.3284301757812
2117,RH-t2m-TCC-TCWV-tp-VW-MSLP-SST,713.376953125
897,MSSHF-SH-TCWV-tp-UW-VW-MSLP-SST,713.3865356445312
2782,MER-MSSHF-SH-t2m-TCC-UW-SST,713.4375610351562
1762,SH-t2m-TCC-tp-UW-VW-SST-Z500,713.4844360351562
6436,MER-MSSHF-SH-TCWV-tp-MSLP-SST-Z500,713.4910278320312
5073,MER-MSSHF-t2m-TCC-MSLP,713.4984741210938
6868,MER-SH-TCC-TCWV-tp-UW-MSLP-SST-Z500,713.60009765625
3039,MER-MSSHF-TCC-tp-UW-VW,713.6189575195312
3192,MER-MSSHF-RH-TCWV-tp-VW,713.6621704101562
5261,MER-t2m-TCC-TCWV-UW-SST,713.6718139648438
3369,MER-MSSHF-t2m-TCC-UW-VW-SST-Z500,713.7258911132812
3459,RH-SH-TCWV-tp-UW-MSLP-SST-Z500,713.7325439453125
2725,MER-MSSHF-RH-SH-TCWV-VW-MSLP-SST-Z500,713.838623046875
4858,MER-MSSHF-TCC-tp-UW-VW-SST,713.85205078125
4359,MER-RH-SH-TCC-TCWV-tp-MSLP-SST,713.9108276367188
1618,MSSHF-RH-t2m-TCWV-UW-VW-MSLP-Z500,713.9226684570312
3464,MER-MSSHF-RH-SH-t2m-TCWV-MSLP-SST-Z500,713.9457397460938
4796,MER-MSSHF-RH-t2m-tp-UW,713.9575805664062
6620,MER-MSSHF-SH-t2m-TCC-SST,713.96630859375
3482,MER-RH-t2m-TCWV-VW-MSLP-SST-Z500,713.9818115234375
6129,MSSHF-RH-t2m-TCC-UW-MSLP-SST-Z500,714.0311889648438
2835,MSSHF-RH-SH-TCWV-tp-VW-SST,714.0428466796875
3113,MSSHF-RH-t2m-TCC-TCWV-UW-MSLP-Z500,714.04296875
6371,MER-SH-TCC-TCWV-tp-SST-Z500,714.0445556640625
5922,MER-RH-SH-TCC-UW-Z500,714.0614624023438
698,MER-MSSHF-SH-TCWV-tp-MSLP-SST,714.0912475585938
3183,MSSHF-SH-TCC-TCWV-UW-VW-MSLP,714.1394653320312
6627,MSSHF-RH-t2m-UW-VW,714.2045288085938
137,MER-MSSHF-RH-SH-TCWV-tp-SST,714.229248046875
2563,t2m-TCC-TCWV-tp-UW-MSLP-Z500,714.2295532226562
3815,SH-t2m-TCC-VW-MSLP-Z500,714.2575073242188
2541,MSSHF-RH-t2m-TCC-TCWV-VW-SST-Z500,714.2598266601562
6391,MER-SH-t2m-TCC-VW-Z500,714.2791748046875
2354,MER-SH-t2m-TCWV-UW-MSLP-SST-Z500,714.3162841796875
609,MSSHF-TCC-TCWV-tp-VW,714.3340454101562
1089,MER-MSSHF-TCWV-UW-VW-Z500,714.4041748046875
4183,MER-MSSHF-t2m-TCC-TCWV-tp-Z500,714.4420776367188
1179,MER-RH-t2m-TCC-UW-VW-MSLP-SST-Z500,714.46142578125
6510,MSSHF-SH-TCC-tp-UW,714.4663696289062
112,MER-SH-TCC-tp-UW-MSLP-SST,714.4986572265625
6713,MER-MSSHF-RH-t2m-TCWV-tp-UW-VW-SST,714.5114135742188
6343,MER-SH-TCWV-tp-MSLP-SST,714.5177612304688
6924,MER-SH-tp-VW-MSLP-SST,714.5482177734375
2419,MSSHF-RH-t2m-TCC-TCWV-tp-VW-MSLP,714.6284790039062
2757,MER-SH-TCWV-UW-VW-MSLP-Z500,714.6732177734375
6655,MSSHF-SH-TCC-TCWV-tp-VW,714.7137451171875
2255,MSSHF-SH-TCC-TCWV-tp-VW-Z500,714.7250366210938
627,MER-MSSHF-RH-SH-TCWV-tp-MSLP,714.7788696289062
5910,MER-MSSHF-RH-SH-t2m-TCWV-tp-VW,714.80859375
3005,MER-MSSHF-SH-TCC-TCWV-tp-UW-VW-MSLP,714.8106689453125
5559,MSSHF-RH-t2m-TCC-TCWV-MSLP-SST,714.8171997070312
5659,MSSHF-TCC-UW-VW-MSLP-Z500,714.8463134765625
4232,MER-MSSHF-RH-SH-UW-VW-Z500,714.8623046875
4886,MER-MSSHF-RH-SH-t2m-TCC-TCWV-UW-MSLP-SST,714.8687744140625
6131,MER-MSSHF-TCWV-tp-VW-MSLP-SST-Z500,714.9078979492188
4828,MER-MSSHF-SH-t2m-TCC-TCWV-Z500,715.071044921875
3965,MSSHF-SH-t2m-TCC-TCWV-tp-UW-MSLP-Z500,715.1432495117188
3513,MER-SH-TCC-tp-UW-VW-SST-Z500,715.18017578125
208,MSSHF-RH-SH-t2m-TCWV-UW-Z500,715.2095336914062
2297,MER-MSSHF-t2m-TCC-TCWV-UW,715.2144165039062
5770,MER-MSSHF-SH-t2m-TCWV-tp-MSLP-SST,715.2426147460938
1550,RH-SH-t2m-TCWV-tp-VW-SST-Z500,715.2525634765625
73,MER-RH-t2m-TCWV-tp-UW-Z500,715.2526245117188
5165,MER-RH-TCC-UW-MSLP-Z500,715.2607421875
6338,MSSHF-RH-TCC-TCWV-VW-MSLP-SST,715.340087890625
5450,MER-SH-t2m-TCC-UW-VW-MSLP-SST-Z500,715.3862915039062
2356,MSSHF-RH-SH-t2m-TCC-VW-SST,715.3936157226562
666,MER-RH-SH-TCC-TCWV-tp-VW-SST,715.4179077148438
6127,MER-RH-SH-t2m-TCWV-VW-MSLP-SST,715.4368286132812
1070,MSSHF-RH-SH-TCWV-VW-SST,715.441650390625
1273,RH-SH-TCC-UW-VW-MSLP-SST,715.4457397460938
3913,RH-TCC-tp-UW-VW-SST,715.474609375
1623,MER-RH-TCC-TCWV-tp-UW-SST-Z500,715.4892578125
6479,MSSHF-RH-SH-TCWV-MSLP-Z500,715.5255737304688
1768,MER-MSSHF-RH-TCWV-tp-UW-SST-Z500,715.5326538085938
3457,MER-RH-VW-MSLP-SST-Z500,715.5394287109375
2535,MER-RH-SH-TCC-TCWV-tp-VW-MSLP-SST-Z500,715.555908203125
533,MER-TCC-TCWV-VW-MSLP,715.5714721679688
4533,MER-MSSHF-SH-t2m-TCC-Z500,715.7393798828125
4425,MER-MSSHF-TCC-TCWV-UW-MSLP-SST,715.7835693359375
5566,MER-MSSHF-t2m-TCWV-tp-UW-VW-Z500,715.8477172851562
1320,MSSHF-SH-t2m-UW-MSLP-Z500,715.9630737304688
5617,MSSHF-RH-SH-t2m-tp-VW-MSLP,716.0001831054688
5037,MSSHF-RH-SH-TCC-tp-SST,716.0870361328125
3674,MSSHF-RH-SH-t2m-TCWV-UW-VW-Z500,716.0875244140625
804,SH-TCC-UW-MSLP-Z500,716.0907592773438
6418,MER-RH-t2m-tp-VW,716.1200561523438
4339,RH-TCC-TCWV-UW-VW-MSLP-SST-Z500,716.1229248046875
696,MER-MSSHF-t2m-TCC-VW-MSLP-SST,716.1316528320312
3723,MER-MSSHF-RH-t2m-TCC,716.1603393554688
679,MER-MSSHF-RH-t2m-TCC-tp,716.2293701171875
3848,RH-SH-t2m-TCC-tp-VW-Z500,716.2543334960938
2492,RH-t2m-TCWV-tp-UW-VW-SST,716.275146484375
1250,MER-MSSHF-RH-t2m-TCC-tp-SST-Z500,716.3363647460938
5893,MER-RH-SH-t2m-TCWV-UW-VW-Z500,716.3363647460938
3937,RH-TCC-TCWV-tp-UW-VW-MSLP-SST,716.354248046875
4552,MSSHF-RH-SH-t2m-TCC-UW-SST,716.501708984375
6609,MER-RH-t2m-TCC-tp-UW-SST,716.5358276367188
6750,MER-MSSHF-SH-t2m-TCWV-MSLP,716.6035766601562
4651,MER-TCWV-UW-VW-MSLP-Z500,716.6067504882812
6415,RH-t2m-tp-VW-MSLP-Z500,716.6132202148438
5762,SH-TCC-TCWV-MSLP-Z500,716.6211547851562
5625,MSSHF-SH-t2m-tp-VW-MSLP,716.653564453125
4278,MSSHF-TCWV-UW-VW-SST-Z500,716.6788940429688
4795,MER-MSSHF-RH-TCWV-tp-MSLP-Z500,716.7034912109375
4594,RH-TCC-tp-UW-VW-MSLP,716.7515258789062
812,MER-RH-tp-UW-MSLP-Z500,716.7869873046875
2158,MER-MSSHF-SH-VW-MSLP,716.814697265625
5961,MER-RH-t2m-TCC-TCWV-SST-Z500,716.8682861328125
3353,MSSHF-RH-TCC-TCWV-VW-Z500,716.89892578125
2243,SH-TCC-TCWV-tp-VW-SST-Z500,716.9429321289062
3930,RH-TCC-UW-VW-MSLP-SST,716.956787109375
1770,MER-MSSHF-t2m-TCC-TCWV-UW-MSLP-SST-Z500,716.9813232421875
3995,MER-MSSHF-SH-t2m-TCC-VW-SST-Z500,717.001220703125
2529,MER-MSSHF-SH-TCC-tp-UW,717.0116577148438
1379,MER-MSSHF-RH-SH-TCWV-Z500,717.0478515625
5254,MER-SH-tp-VW-MSLP-Z500,717.0626831054688
4179,RH-TCC-tp-UW-MSLP-SST,717.120849609375
5424,MER-TCC-tp-UW-Z500,717.1427001953125
271,MER-MSSHF-RH-SH-TCC-UW-MSLP-SST-Z500,717.1502685546875
1529,MER-RH-SH-t2m-UW-MSLP,717.1663818359375
3781,MSSHF-t2m-TCC-TCWV-UW-SST,717.1988525390625
1164,MSSHF-RH-SH-TCWV-UW-VW-MSLP,717.2220458984375
4728,MER-TCC-TCWV-UW-MSLP-SST,717.2288818359375
5972,MSSHF-RH-t2m-tp-UW-VW-Z500,717.266845703125
3252,MSSHF-RH-t2m-TCWV-tp-VW,717.2875366210938
6363,MER-RH-t2m-TCC-TCWV-MSLP,717.2887573242188
4009,MER-SH-t2m-UW-VW-MSLP-SST-Z500,717.364990234375
6057,MSSHF-SH-TCC-tp-VW-MSLP-SST,717.5110473632812
129,MER-SH-TCC-TCWV-UW-MSLP-SST-Z500,717.5816040039062
2230,MER-MSSHF-t2m-UW-VW-MSLP,717.6094360351562
2965,MER-MSSHF-RH-tp-VW-SST-Z500,717.6253662109375
2480,MSSHF-SH-TCC-tp-UW-VW,717.6283569335938
5991,RH-TCC-TCWV-VW-MSLP-Z500,717.66357421875
1126,MER-RH-t2m-tp-UW-SST-Z500,717.6693115234375
1396,MSSHF-RH-SH-TCWV-VW-Z500,717.6889038085938
6384,MER-RH-TCC-TCWV-tp-VW-MSLP-SST-Z500,717.7348022460938
5467,MSSHF-RH-SH-tp-VW-MSLP-SST-Z500,717.7457275390625
4584,MSSHF-RH-SH-UW-MSLP-SST-Z500,717.7482299804688
4831,MSSHF-RH-TCC-TCWV-VW-SST,717.8348388671875
4642,RH-SH-TCWV-UW-VW-MSLP,717.9013061523438
1748,MER-MSSHF-RH-SH-TCC-TCWV-MSLP,717.9083251953125
6442,MER-MSSHF-t2m-TCC-TCWV-tp-MSLP-SST,717.91748046875
5891,MER-t2m-TCC-tp-UW-VW-SST,717.989990234375
1827,TCC-TCWV-tp-VW-MSLP-SST,717.99658203125
2016,MER-MSSHF-RH-SH-TCC,717.998779296875
4208,MSSHF-SH-t2m-tp-UW-MSLP-SST,718.0068969726562
6239,RH-TCC-UW-VW-MSLP,718.110595703125
6873,MER-MSSHF-RH-t2m-TCC-TCWV-tp-MSLP-Z500,718.2225341796875
4217,MER-MSSHF-tp-VW-SST,718.237060546875
4742,MER-MSSHF-SH-UW-MSLP-Z500,718.2716674804688
1914,MER-RH-SH-t2m-TCC-TCWV-MSLP-SST,718.2756958007812
5965,MSSHF-t2m-tp-UW-VW-Z500,718.3199462890625
6756,MER-SH-TCWV-tp-UW-SST-Z500,718.3477783203125
3946,MER-MSSHF-TCC-tp-MSLP-SST,718.3650512695312
5023,MSSHF-RH-SH-TCWV-tp-UW-VW-MSLP-Z500,718.39208984375
1443,MER-RH-SH-t2m-TCWV-UW-VW-SST-Z500,718.3988037109375
3488,MER-MSSHF-TCC-tp-MSLP-SST-Z500,718.4940185546875
3164,MSSHF-RH-SH-t2m-tp-UW-VW-SST,718.503662109375
5978,RH-SH-TCWV-UW-MSLP-SST,718.5450439453125
2557,MER-SH-tp-UW-VW,718.5904541015625
5214,RH-SH-TCC-tp-VW-MSLP-Z500,718.595703125
6018,MER-MSSHF-t2m-TCC-TCWV-UW-VW-MSLP-SST-Z500,718.6608276367188
1565,MSSHF-SH-t2m-VW-SST-Z500,718.70361328125
1013,MER-RH-SH-TCWV-tp-SST-Z500,718.7630615234375
4116,MER-MSSHF-RH-t2m-UW,718.794677734375
1560,SH-TCC-TCWV-tp-UW-VW-MSLP-Z500,718.8011474609375
1430,MER-SH-TCC-TCWV-tp-UW-VW-Z500,718.8028564453125
3933,RH-SH-t2m-TCWV-VW-MSLP-SST-Z500,718.8150634765625
5038,MER-MSSHF-SH-TCWV-tp-UW-VW-Z500,718.827392578125
2568,MER-MSSHF-RH-SH-t2m-TCWV-MSLP-Z500,718.8325805664062
4452,MER-MSSHF-TCC-TCWV-VW-SST,718.8873901367188
4515,MSSHF-RH-TCC-UW-MSLP-SST,718.9358520507812
1619,MER-RH-SH-TCC-TCWV-UW-Z500,718.9432983398438
1694,MER-t2m-tp-VW-MSLP-SST,718.9567260742188
2711,MER-SH-t2m-TCC-TCWV-UW-Z500,718.9699096679688
5154,MSSHF-RH-t2m-UW-SST-Z500,718.9756469726562
6474,SH-t2m-TCC-tp-SST-Z500,719.03955078125
3307,MER-SH-t2m-TCWV-UW-VW-SST-Z500,719.04052734375
791,RH-t2m-TCWV-UW-Z500,719.050048828125
3317,MER-RH-t2m-TCC-UW,719.139892578125
5904,MER-RH-TCWV-UW-MSLP,719.1408081054688
5131,MSSHF-SH-UW-VW-MSLP-SST,719.1849975585938
607,MER-MSSHF-SH-t2m-TCC-TCWV-tp,719.2584228515625
5464,MSSHF-RH-TCC-TCWV-VW-MSLP,719.3927001953125
1528,MER-MSSHF-TCC-TCWV-tp-UW-VW-Z500,719.417724609375
3727,MER-RH-t2m-tp-UW-VW-MSLP-SST,719.473388671875
357,MER-MSSHF-SH-TCWV-tp-VW-Z500,719.548095703125
4008,MSSHF-RH-SH-TCC-tp-VW-Z500,719.5864868164062
2652,MER-tp-UW-MSLP-Z500,719.6334228515625
3695,MSSHF-RH-SH-TCC-TCWV-tp-VW-MSLP-Z500,719.6700439453125
3760,MER-RH-t2m-TCC-TCWV-tp-UW-MSLP,719.69287109375
6079,t2m-TCC-tp-UW-MSLP-SST-Z500,719.6937255859375
888,MER-RH-t2m-TCWV-UW-MSLP,719.8001098632812
3092,RH-t2m-TCWV-tp-UW-VW-MSLP,719.803955078125
4639,SH-TCC-TCWV-tp-UW-SST,719.803955078125
4601,MSSHF-RH-tp-VW-SST-Z500,719.8101196289062
2258,MER-RH-SH-TCWV-tp-VW-MSLP-Z500,719.8624877929688
6558,MER-MSSHF-RH-SH-UW-MSLP-SST,719.897216796875
6843,MSSHF-RH-SH-t2m-TCC-tp-Z500,719.9210815429688
3832,RH-SH-t2m-TCC-TCWV-tp-VW-Z500,719.946044921875
6225,RH-t2m-TCC-tp-VW-SST,719.9468994140625
217,MER-MSSHF-SH-t2m-TCWV-UW-VW-SST,719.988525390625
3134,MSSHF-t2m-TCWV-tp-UW-VW-SST,719.992431640625
1761,MER-RH-SH-TCC-tp-UW-VW-Z500,720.0198364257812
3308,MSSHF-RH-t2m-TCWV-tp-MSLP-SST-Z500,720.0283813476562
1522,RH-SH-UW-VW-SST-Z500,720.039794921875
3022,TCC-TCWV-tp-UW-VW-SST-Z500,720.0676879882812
2166,MSSHF-RH-t2m-TCC-MSLP-Z500,720.0681762695312
6513,MER-RH-SH-TCC-MSLP,720.0703125
6893,MER-MSSHF-SH-t2m-tp-UW-Z500,720.0906372070312
1395,RH-SH-TCWV-tp-VW-MSLP-SST-Z500,720.1223754882812
2846,MER-RH-SH-t2m-TCC-tp-UW-MSLP-Z500,720.1344604492188
562,MER-MSSHF-RH-t2m-TCWV-tp-VW-MSLP,720.1686401367188
3174,MER-SH-t2m-TCWV-UW-VW,720.1726684570312
5406,MSSHF-t2m-TCC-tp-VW-SST,720.1949462890625
686,TCC-TCWV-tp-UW-VW-MSLP-SST-Z500,720.1993408203125
6702,MER-MSSHF-RH-tp-SST-Z500,720.232421875
4419,MER-MSSHF-RH-TCC-VW-MSLP-Z500,720.2431640625
3962,SH-t2m-TCC-TCWV-tp-UW-Z500,720.2798461914062
5607,MER-MSSHF-t2m-TCWV-UW-VW-MSLP-Z500,720.2831420898438
6156,MER-RH-SH-tp-UW-VW,720.3709106445312
2590,MER-MSSHF-SH-t2m-TCWV-UW-SST-Z500,720.3739624023438
2181,MER-RH-SH-UW-VW-MSLP-SST-Z500,720.4014282226562
4876,RH-SH-TCWV-VW-MSLP,720.4063720703125
2228,MSSHF-t2m-TCC-TCWV-tp-MSLP-Z500,720.4110717773438
316,MER-MSSHF-RH-SH-t2m-TCC-tp,720.4130249023438
5829,MER-RH-SH-t2m-TCWV-tp-VW,720.4134521484375
1426,RH-TCC-tp-UW-MSLP,720.4378051757812
2050,MSSHF-TCC-tp-UW-MSLP-SST-Z500,720.5059204101562
2020,MER-MSSHF-RH-TCC-TCWV-MSLP,720.522216796875
2171,SH-t2m-TCC-tp-MSLP-SST-Z500,720.6505126953125
2248,MSSHF-SH-t2m-UW-VW-MSLP,720.6697387695312
1384,MER-RH-t2m-TCWV-UW-MSLP-SST-Z500,720.6729125976562
3711,MER-RH-t2m-TCC-MSLP-Z500,720.7070922851562
403,MSSHF-RH-SH-UW-VW-MSLP-SST-Z500,720.7240600585938
2993,MER-RH-TCC-TCWV-MSLP,720.74560546875
1977,MSSHF-TCC-TCWV-tp-VW-MSLP,720.76904296875
3740,RH-SH-t2m-TCWV-tp-UW-SST,720.8015747070312
162,MSSHF-RH-TCC-TCWV-tp-VW-Z500,720.8092041015625
220,MER-MSSHF-SH-t2m-TCWV-tp-UW-MSLP,720.8594360351562
622,MER-RH-SH-TCWV-UW-VW-MSLP-SST,720.9185180664062
2681,MER-SH-t2m-TCC-MSLP-Z500,720.9464721679688
150,RH-t2m-UW-VW-MSLP,720.9690551757812
1448,MSSHF-RH-t2m-TCC-tp-VW,720.995361328125
2284,RH-SH-t2m-TCWV-tp-MSLP-Z500,721.005859375
852,TCC-TCWV-UW-VW-MSLP,721.00927734375
1907,MER-MSSHF-t2m-TCWV-UW-VW-Z500,721.0286865234375
5330,MSSHF-t2m-TCC-TCWV-UW-VW-SST,721.0361938476562
1186,MER-MSSHF-TCC-TCWV-tp-SST-Z500,721.037353515625
6161,MER-MSSHF-SH-t2m-TCC-MSLP-SST-Z500,721.0736694335938
920,MSSHF-SH-t2m-UW-VW-SST-Z500,721.1268310546875
2666,SH-TCC-TCWV-UW-VW-Z500,721.1394653320312
4307,MSSHF-RH-t2m-tp-SST-Z500,721.1470947265625
2479,MSSHF-RH-SH-TCC-tp-VW-MSLP-Z500,721.1806030273438
6360,MER-MSSHF-t2m-UW-MSLP-SST-Z500,721.196533203125
6948,MER-MSSHF-SH-t2m-tp-VW-MSLP-SST,721.216552734375
3264,MER-MSSHF-RH-t2m-TCC-TCWV-tp-MSLP,721.2168579101562
2456,MER-TCC-TCWV-tp-VW-MSLP-Z500,721.2708129882812
6959,MSSHF-RH-SH-VW-MSLP-SST,721.2716674804688
257,RH-SH-t2m-TCWV-tp-UW-MSLP,721.3286743164062
5957,MSSHF-SH-t2m-TCC-TCWV-MSLP-Z500,721.4427490234375
1737,MER-SH-t2m-TCWV-UW-VW-MSLP,721.4679565429688
6944,MSSHF-RH-SH-TCWV-tp-MSLP,721.5137939453125
157,MER-RH-SH-TCC-VW-SST,721.5145874023438
127,MER-MSSHF-RH-UW-MSLP,721.5518798828125
5789,MER-RH-SH-t2m-TCC-UW-Z500,721.566162109375
5491,t2m-TCC-TCWV-UW-SST-Z500,721.5888671875
4256,MSSHF-RH-t2m-TCWV-tp-UW-SST-Z500,721.5984497070312
761,MSSHF-RH-SH-tp-UW-VW,721.6007080078125
5853,MER-RH-t2m-TCWV-VW-Z500,721.6041259765625
3929,MER-MSSHF-RH-SH-TCWV-MSLP,721.6889038085938
2058,MER-t2m-UW-VW-SST-Z500,721.70263671875
2884,MSSHF-RH-SH-t2m-tp-MSLP-SST-Z500,721.705810546875
3221,MER-MSSHF-SH-t2m-TCC-tp-SST,721.7671508789062
5232,MER-t2m-TCWV-UW-VW-MSLP-SST-Z500,721.7720336914062
3615,SH-TCC-UW-VW-MSLP-SST,721.8051147460938
5002,MER-MSSHF-TCC-UW-MSLP-SST,721.8230590820312
3105,MSSHF-RH-t2m-TCC-TCWV-UW-VW-SST-Z500,721.8388671875
5880,MER-MSSHF-RH-TCWV-tp-UW-VW-SST,721.8442993164062
1603,MER-MSSHF-RH-SH-TCC-tp,721.8511352539062
4320,MSSHF-RH-SH-t2m-TCC-SST-Z500,721.9705200195312
5852,MER-RH-t2m-TCC-TCWV-tp-UW-SST-Z500,721.9718627929688
490,MSSHF-RH-SH-t2m-VW,721.9888916015625
4878,SH-TCWV-tp-UW-VW-MSLP-Z500,722.0133666992188
1732,MER-MSSHF-SH-t2m-TCWV-VW-MSLP-SST,722.0639038085938
530,MSSHF-RH-SH-TCC-TCWV-VW-SST,722.0770263671875
6666,MER-SH-t2m-TCC-TCWV-VW-MSLP-SST,722.1177978515625
1322,MER-MSSHF-RH-TCC-VW-SST,722.1666259765625
5645,MSSHF-TCC-TCWV-tp-UW-SST,722.1898193359375
2874,MSSHF-t2m-TCWV-tp-VW-MSLP-SST,722.1952514648438
430,MSSHF-RH-SH-TCC-VW-Z500,722.2894897460938
3297,RH-SH-t2m-TCC-TCWV-VW-SST-Z500,722.3690185546875
4273,MER-RH-TCWV-VW-MSLP-SST-Z500,722.3690795898438
5667,MER-SH-TCC-TCWV-UW-SST-Z500,722.36962890625
6647,MER-MSSHF-SH-t2m-TCC-UW-MSLP-SST,722.413330078125
385,MSSHF-SH-TCWV-tp-SST-Z500,722.4489135742188
2231,MSSHF-RH-SH-TCWV-tp-MSLP-SST,722.5083618164062
5759,MER-RH-SH-TCC-TCWV-tp-VW-Z500,722.60595703125
2090,MSSHF-SH-tp-UW-VW-MSLP,722.6089477539062
2145,MER-RH-SH-TCC-TCWV-UW-VW-Z500,722.6232299804688
2673,MER-MSSHF-RH-t2m-tp-MSLP-Z500,722.6552124023438
