,dataset,last_val_loss
4316,MER-MSSHF-RH-SH-t2m-TCC-tp-UW-SST-Z500,642.2951049804688
4039,MSSHF-t2m-TCC-TCWV-tp-VW-MSLP-SST,642.326416015625
4495,MER-MSSHF-RH-t2m-MSLP,642.3487548828125
3794,MSSHF-RH-t2m-TCC-TCWV-VW-SST,642.4401245117188
3540,MER-MSSHF-UW-VW-MSLP-Z500,642.4473876953125
2792,MER-RH-SH-t2m-TCWV-UW-VW-MSLP,642.4556274414062
331,MSSHF-RH-SH-t2m-TCWV-tp-UW-MSLP-SST,642.5009155273438
3847,MSSHF-SH-t2m-tp-UW-MSLP-SST-Z500,642.5081176757812
5697,MER-MSSHF-RH-t2m-TCC-UW-MSLP-SST-Z500,642.5462036132812
6582,MER-MSSHF-RH-SH-TCC-VW-MSLP-Z500,642.59716796875
1415,MSSHF-RH-TCWV-tp-UW-VW-SST-Z500,642.6102905273438
6965,MER-MSSHF-RH-t2m-TCC-tp-MSLP-Z500,642.7281494140625
5083,MSSHF-RH-t2m-TCC-tp-MSLP-SST,642.8226318359375
1006,MSSHF-RH-TCC-TCWV-tp-UW-MSLP-SST-Z500,642.8800659179688
5538,MER-MSSHF-RH-SH-TCC-UW,642.8843383789062
224,MSSHF-RH-SH-t2m-TCC-tp-VW-MSLP-Z500,642.9218139648438
2156,MER-MSSHF-RH-SH-t2m-TCC-TCWV-UW-SST,643.0623779296875
1221,MER-SH-t2m-TCC-TCWV-UW-VW-SST-Z500,643.101806640625
865,MER-RH-SH-TCC-tp-VW-MSLP-SST,643.1788330078125
5568,MER-MSSHF-SH-TCC-TCWV-UW-VW,643.240234375
5447,MER-MSSHF-RH-SH-TCC-TCWV-tp-UW-MSLP,643.2861328125
712,MER-MSSHF-RH-SH-t2m-TCC-TCWV-tp-UW-VW,643.4951782226562
4611,MER-MSSHF-RH-TCC-TCWV-UW-VW,643.5814819335938
95,MSSHF-TCC-TCWV-tp-UW-MSLP,643.6038818359375
5817,MER-MSSHF-RH-SH-TCC-tp-VW-SST,643.71826171875
170,MER-RH-SH-t2m-TCC-TCWV-tp-VW,643.7550048828125
21,MER-RH-SH-t2m-TCC-TCWV-UW-VW-SST,643.8421630859375
388,MER-RH-TCC-tp-UW-VW-SST,643.8613891601562
3816,t2m-TCWV-tp-UW-VW-MSLP-Z500,643.8711547851562
2910,MSSHF-RH-SH-t2m-TCWV-tp-VW-MSLP-SST-Z500,643.8861083984375
1297,MER-RH-SH-TCC-VW-MSLP,643.891357421875
4868,RH-SH-t2m-TCC-tp-UW-MSLP-Z500,644.0230712890625
2098,RH-SH-t2m-TCC-TCWV-UW-VW-MSLP-SST,644.090087890625
733,MSSHF-RH-SH-t2m-TCC-TCWV-tp-Z500,644.1043090820312
2742,MER-MSSHF-RH-SH-t2m-TCC-tp-UW-MSLP-Z500,644.1043701171875
172,MER-MSSHF-SH-TCC-TCWV-VW-SST-Z500,644.1175537109375
64,MER-RH-TCWV-tp-UW-VW-Z500,644.2153930664062
1639,MER-MSSHF-RH-SH-TCC-tp-UW-SST-Z500,644.2228393554688
4426,MSSHF-SH-t2m-TCC-TCWV-UW-VW-SST,644.2830200195312
5041,MER-MSSHF-RH-SH-TCC-TCWV-tp-UW-MSLP-SST,644.3042602539062
6561,MER-RH-TCWV-UW-VW-MSLP-Z500,644.3152465820312
7004,MER-SH-t2m-TCC-TCWV-tp-VW-MSLP-Z500,644.3441772460938
4757,MSSHF-RH-t2m-TCC-VW-MSLP-SST-Z500,644.3551025390625
3970,MSSHF-SH-t2m-TCC-TCWV-UW-VW-MSLP-Z500,644.4172973632812
3397,MER-SH-t2m-TCC-tp-UW-VW-SST-Z500,644.4375
1686,MER-MSSHF-RH-SH-VW-MSLP-SST,644.4535522460938
4990,MER-MSSHF-RH-SH-t2m-TCWV-UW-VW-MSLP-Z500,644.5271606445312
6381,MER-RH-SH-TCC-tp-UW-MSLP-Z500,644.632080078125
3242,MSSHF-RH-SH-TCC-TCWV-VW,644.6366577148438
448,MER-RH-SH-TCWV-tp-MSLP-Z500,644.7652587890625
550,RH-t2m-tp-UW-VW-MSLP-SST-Z500,644.768798828125
3146,MER-t2m-TCC-tp-VW-MSLP,644.8146362304688
4171,SH-TCC-tp-UW-VW-MSLP-Z500,644.8391723632812
5630,MER-MSSHF-RH-SH-TCC-VW-SST-Z500,644.8877563476562
6804,MER-RH-SH-t2m-TCWV-tp-VW-MSLP,644.91162109375
1516,MSSHF-SH-t2m-TCC-tp-UW-SST-Z500,644.9541015625
4929,MSSHF-RH-SH-TCC-VW-MSLP-SST-Z500,644.9590454101562
2369,MSSHF-t2m-TCC-tp-UW-SST-Z500,644.9788818359375
665,MER-MSSHF-SH-TCC-TCWV-UW-MSLP,645.0
5779,MER-RH-SH-tp-UW-MSLP-SST-Z500,645.06982421875
1050,MSSHF-RH-SH-t2m-VW-MSLP-SST-Z500,645.082275390625
6053,MSSHF-RH-SH-TCC-tp-UW-VW,645.0879516601562
2533,MSSHF-RH-SH-TCC-TCWV-UW-MSLP,645.0908813476562
4625,MER-RH-t2m-TCC-tp-UW-VW-MSLP-SST-Z500,645.092041015625
1836,RH-t2m-TCC-TCWV-tp-UW-MSLP,645.1756591796875
4298,MER-MSSHF-RH-SH-t2m-TCC-TCWV-VW-Z500,645.1795654296875
6214,MER-MSSHF-t2m-tp-UW-MSLP-Z500,645.2217407226562
5678,MSSHF-RH-SH-t2m-TCC-tp-UW-VW-SST-Z500,645.227783203125
6402,MER-RH-TCC-TCWV-tp-UW-VW-SST-Z500,645.275634765625
1318,MER-RH-TCC-TCWV-tp-UW-VW-MSLP,645.3084716796875
2832,MER-MSSHF-SH-t2m-TCC-TCWV-UW-Z500,645.3236694335938
5942,MER-MSSHF-SH-t2m-TCC-TCWV-UW-MSLP,645.3511352539062
4454,MER-RH-SH-t2m-UW-MSLP-SST,645.3822631835938
4497,MER-MSSHF-SH-TCWV-VW-MSLP-SST-Z500,645.40380859375
2538,TCC-TCWV-tp-UW-VW-MSLP-Z500,645.5858764648438
4794,MER-MSSHF-RH-SH-TCC-tp-UW-MSLP,645.592041015625
1641,MER-MSSHF-SH-t2m-tp-UW-VW-MSLP-Z500,645.6232299804688
4091,RH-SH-TCC-TCWV-tp-UW-VW-SST-Z500,645.7020874023438
5246,MER-MSSHF-SH-TCC-tp-VW-MSLP-Z500,645.7583618164062
174,MER-MSSHF-SH-tp-UW-VW-MSLP-SST,645.7772216796875
1606,MER-MSSHF-RH-SH-TCC-TCWV-tp-UW-VW,645.8137817382812
5362,MSSHF-t2m-TCC-TCWV-tp-VW-MSLP-Z500,645.9027099609375
3656,MER-MSSHF-RH-t2m-TCC-tp-UW-VW-SST,646.0447998046875
5873,MSSHF-t2m-TCC-TCWV-UW-MSLP,646.11279296875
568,RH-SH-t2m-TCWV-UW-MSLP,646.1163330078125
6159,RH-SH-t2m-TCWV-UW-VW-SST-Z500,646.1627807617188
1057,MSSHF-RH-t2m-TCC-tp-UW,646.205078125
1526,MSSHF-RH-t2m-TCC-UW-VW-SST,646.2257080078125
5979,RH-t2m-TCC-tp-UW-MSLP,646.2586669921875
3679,MER-MSSHF-RH-SH-TCC-UW-Z500,646.349609375
4765,MSSHF-RH-t2m-tp-VW-MSLP-SST-Z500,646.3733520507812
1066,MER-MSSHF-RH-SH-TCWV-MSLP-Z500,646.3869018554688
5540,MSSHF-RH-SH-t2m-TCC-TCWV-tp-VW-SST-Z500,646.3900146484375
606,MER-RH-SH-t2m-tp-UW-VW-SST-Z500,646.4163208007812
2640,MER-MSSHF-RH-TCC-tp-VW-MSLP-SST-Z500,646.5425415039062
3988,MER-RH-SH-t2m-TCC-tp-UW-MSLP,646.7150268554688
5899,MER-MSSHF-t2m-TCC-TCWV-tp-UW,646.8184204101562
276,MER-TCC-TCWV-tp-UW-VW-MSLP-SST,646.8355102539062
5273,MSSHF-RH-SH-t2m-UW-MSLP-Z500,646.8355102539062
1440,MSSHF-t2m-TCWV-UW-VW-MSLP-Z500,646.8460083007812
3068,MER-RH-SH-t2m-TCC-tp-MSLP-SST,646.90283203125
6082,MER-MSSHF-SH-TCC-tp-UW-VW-SST,646.9182739257812
6632,MER-MSSHF-TCC-TCWV-tp-VW-MSLP,646.9194946289062
1208,MER-SH-t2m-TCC-TCWV-UW-VW,646.9346923828125
1203,MER-MSSHF-RH-SH-t2m-tp-UW-VW-MSLP-Z500,646.9779663085938
5586,MER-MSSHF-SH-TCC-VW-MSLP-SST,646.9884033203125
4384,MSSHF-RH-TCC-TCWV-UW-VW-MSLP-SST-Z500,647.056640625
4727,MSSHF-RH-t2m-TCC-TCWV-tp-UW-VW-SST-Z500,647.05810546875
6378,MER-RH-SH-TCC-TCWV-UW-MSLP-Z500,647.0990600585938
5161,MER-RH-SH-t2m-TCC-TCWV-tp-SST,647.1215209960938
3780,MER-MSSHF-RH-SH-TCWV-tp-UW-VW-MSLP-SST,647.13232421875
5298,MSSHF-RH-SH-t2m-TCWV-tp-UW-VW-MSLP,647.275390625
6811,MER-MSSHF-RH-t2m-TCC-tp-VW-SST-Z500,647.38037109375
1730,MER-MSSHF-RH-SH-t2m-TCC-MSLP-Z500,647.3975830078125
882,MER-MSSHF-RH-SH-t2m-TCC-TCWV-VW-MSLP,647.6094970703125
4414,MER-MSSHF-t2m-TCC-TCWV-tp-VW-Z500,647.641357421875
5698,MER-MSSHF-SH-t2m-TCWV-tp-VW,647.6935424804688
4991,MER-MSSHF-SH-t2m-TCWV-tp-UW-Z500,647.718017578125
2869,MSSHF-RH-SH-TCC-UW-VW,647.7308349609375
635,MSSHF-RH-SH-TCC-TCWV-VW-MSLP,647.753173828125
5497,MER-SH-t2m-tp-VW-MSLP-Z500,647.7827758789062
678,MSSHF-RH-TCC-tp-UW-MSLP-SST,647.8206787109375
2875,MSSHF-t2m-UW-VW-MSLP-SST,647.8491821289062
6265,MER-RH-SH-TCC-UW-VW-MSLP-SST-Z500,648.159423828125
6105,MER-RH-SH-t2m-TCC-TCWV-UW-MSLP-SST-Z500,648.4622802734375
313,RH-SH-t2m-TCC-UW-VW-MSLP-SST-Z500,648.4850463867188
1062,MSSHF-TCC-TCWV-tp-UW-VW-MSLP-SST-Z500,648.6583862304688
3108,MER-MSSHF-SH-TCC-TCWV-tp-VW-SST,648.6762084960938
4605,MER-MSSHF-SH-t2m-TCC-tp-VW-MSLP-Z500,648.6820678710938
2634,MER-RH-SH-TCC-TCWV-tp-UW-VW-SST-Z500,648.7402954101562
240,MER-MSSHF-RH-TCC-UW-Z500,648.7545166015625
5307,MSSHF-RH-SH-t2m-TCC-VW-MSLP-SST-Z500,648.7740478515625
6447,MER-MSSHF-RH-TCWV-tp-UW-MSLP-SST,648.7756958007812
5989,RH-SH-t2m-TCWV-tp-UW-VW-MSLP-Z500,648.813720703125
3365,RH-SH-t2m-TCC-TCWV-tp-UW-VW-SST,648.860107421875
2721,MER-MSSHF-RH-TCC-VW-MSLP-SST-Z500,648.8880004882812
5699,MER-MSSHF-RH-t2m-TCWV-UW-MSLP,648.889404296875
306,MSSHF-t2m-TCC-tp-UW-Z500,648.8977661132812
3765,MER-MSSHF-TCC-TCWV-tp-UW-VW,648.9144897460938
6795,MSSHF-RH-SH-TCC-TCWV-VW-MSLP-Z500,648.927490234375
4060,MER-MSSHF-RH-SH-t2m-TCC-TCWV-tp-MSLP-SST,648.9545288085938
3021,RH-t2m-TCC-TCWV-UW-MSLP-SST-Z500,648.984130859375
4500,MER-RH-SH-t2m-TCWV-tp-UW-MSLP-SST-Z500,648.998291015625
6612,RH-SH-t2m-TCC-UW-MSLP-SST,649.0927124023438
588,MSSHF-RH-SH-TCC-TCWV-UW-VW-MSLP-SST-Z500,649.114990234375
2105,SH-TCC-TCWV-UW-MSLP-Z500,649.1253662109375
452,MSSHF-RH-t2m-UW-MSLP-Z500,649.150390625
6368,MER-MSSHF-RH-TCC-TCWV-tp-UW-VW-SST-Z500,649.1685791015625
89,MER-MSSHF-SH-t2m-TCWV-tp-UW-MSLP-SST-Z500,649.2456665039062
5680,MSSHF-SH-TCC-TCWV-tp-MSLP-Z500,649.3037109375
5919,MER-MSSHF-RH-TCWV-VW-MSLP-SST-Z500,649.314453125
5458,MER-RH-TCC-UW-VW-MSLP-SST-Z500,649.345703125
1122,MSSHF-t2m-TCC-TCWV-tp-UW-VW-SST,649.3925170898438
5613,MER-MSSHF-SH-TCC-TCWV-tp-UW-MSLP-Z500,649.3953857421875
484,MER-RH-tp-UW-VW-MSLP-Z500,649.4801025390625
5788,MER-MSSHF-SH-TCC-TCWV-tp-VW-MSLP,649.5458984375
5582,MER-RH-SH-TCC-TCWV-VW-MSLP,649.570556640625
4770,MER-MSSHF-RH-SH-TCC-tp-UW-VW-MSLP-SST,649.5740356445312
1901,MSSHF-RH-TCC-tp-UW-VW-SST,649.575439453125
4536,MER-MSSHF-RH-SH-t2m-TCC-SST-Z500,649.6702880859375
4182,MER-RH-t2m-TCC-tp-UW-VW-Z500,649.6771240234375
3923,MSSHF-RH-SH-TCWV-VW-MSLP,649.6798706054688
6882,MER-RH-SH-t2m-TCC-UW-VW-Z500,649.9139404296875
461,MER-MSSHF-RH-SH-t2m-TCC-UW-MSLP-Z500,649.9213256835938
3348,MER-MSSHF-RH-t2m-TCWV-UW-VW-SST-Z500,649.9664916992188
2035,MSSHF-RH-t2m-TCWV-tp-UW-VW-MSLP-Z500,649.9728393554688
332,MER-MSSHF-t2m-TCC-TCWV-VW-MSLP-SST-Z500,650.1341552734375
3405,RH-TCC-tp-VW-MSLP-Z500,650.134765625
293,MER-MSSHF-RH-tp-UW-MSLP-SST,650.1552734375
6894,MER-MSSHF-RH-SH-t2m-TCC-TCWV-tp-VW-SST,650.1705322265625
2807,MER-MSSHF-RH-t2m-TCWV-UW-MSLP-SST,650.1939697265625
1968,MER-SH-t2m-TCC-tp-UW-MSLP,650.220703125
6828,MER-MSSHF-RH-TCC-TCWV-tp-UW-MSLP-SST,650.2361450195312
4458,MSSHF-SH-t2m-TCWV-tp-UW-SST,650.2387084960938
1933,MER-RH-TCC-TCWV-tp-UW-VW-MSLP-SST,650.2406005859375
3251,MER-RH-t2m-TCWV-tp-UW-VW-Z500,650.2579956054688
2816,MSSHF-t2m-tp-UW-VW-MSLP,650.3455810546875
402,MSSHF-RH-TCC-UW-VW-MSLP-SST,650.4743041992188
6912,MER-RH-t2m-UW-VW-MSLP-SST-Z500,650.4855346679688
6119,MER-RH-SH-t2m-TCC-TCWV-UW-MSLP-SST,650.5144653320312
4077,MSSHF-RH-SH-TCC-tp-UW-VW-SST,650.5263061523438
6484,MSSHF-RH-SH-TCC-TCWV-VW-MSLP-SST,650.6454467773438
3223,MER-MSSHF-RH-SH-t2m-Z500,650.7049560546875
5361,MER-MSSHF-t2m-TCC-TCWV-tp-UW-VW-SST-Z500,650.7432861328125
1974,MER-MSSHF-TCC-TCWV-tp-UW-MSLP-SST,650.830078125
3865,MER-MSSHF-RH-t2m-TCWV-tp-MSLP-Z500,650.8705444335938
3951,MSSHF-RH-SH-TCC-tp-UW-VW-MSLP-SST-Z500,650.896728515625
6284,MER-MSSHF-RH-SH-TCC-tp-VW-MSLP-Z500,650.9047241210938
4004,MER-RH-SH-t2m-tp-VW-MSLP-Z500,650.9083862304688
1306,MSSHF-t2m-TCC-TCWV-UW-VW-MSLP-Z500,650.954833984375
2827,MSSHF-RH-SH-TCC-UW-VW-MSLP-SST-Z500,650.9556274414062
2672,MER-MSSHF-RH-t2m-tp-UW-VW-SST-Z500,651.0466918945312
1097,RH-TCWV-tp-UW-VW-MSLP,651.059326171875
3612,MSSHF-RH-t2m-TCWV-tp-UW-VW-SST-Z500,651.20947265625
3688,MER-MSSHF-SH-t2m-TCC-UW-VW,651.2103271484375
6741,MER-SH-t2m-tp-UW-VW,651.241943359375
6409,MER-MSSHF-RH-SH-t2m-TCC-VW,651.3190307617188
499,MSSHF-SH-TCC-TCWV-tp-VW-MSLP-Z500,651.3199462890625
4308,MSSHF-RH-TCC-TCWV-tp-UW-VW-MSLP-Z500,651.3737182617188
5130,MSSHF-RH-SH-t2m-TCWV-tp-VW-MSLP-Z500,651.3894653320312
667,MER-MSSHF-RH-TCWV-tp-VW-MSLP-Z500,651.4374389648438
102,MSSHF-SH-TCC-TCWV-tp-VW-SST-Z500,651.4486083984375
2260,RH-SH-TCC-tp-UW-MSLP-Z500,651.4981079101562
5869,MER-MSSHF-RH-SH-TCC-TCWV-MSLP-Z500,651.5704956054688
6881,MER-SH-t2m-TCWV-tp-UW-VW-MSLP-SST,651.6454467773438
3538,MER-MSSHF-tp-UW-MSLP-Z500,651.708251953125
6899,RH-SH-TCC-tp-VW-MSLP-SST-Z500,651.7084350585938
3639,MSSHF-RH-SH-t2m-tp-VW-SST-Z500,651.7470703125
1857,MER-MSSHF-RH-TCWV-tp-VW-Z500,651.7543334960938
626,MER-RH-TCC-TCWV-tp-VW-MSLP-Z500,651.8875122070312
6201,MER-MSSHF-RH-SH-t2m-TCC-TCWV-tp-VW-MSLP,651.9725952148438
3906,MER-t2m-tp-UW-VW-MSLP-SST-Z500,652.0899047851562
2242,MSSHF-RH-t2m-TCWV-VW-MSLP-Z500,652.1997680664062
4951,MER-RH-SH-t2m-TCC-tp-MSLP-Z500,652.2110595703125
4464,MSSHF-RH-SH-TCC-tp-VW-MSLP-SST,652.2219848632812
3273,MSSHF-RH-SH-t2m-TCC-TCWV-tp-MSLP-SST,652.2413330078125
2843,MER-MSSHF-RH-SH-TCC-TCWV-UW-MSLP,652.270751953125
5413,MSSHF-RH-t2m-TCC-tp-VW-SST,652.2857055664062
3203,MSSHF-RH-t2m-TCWV-tp-MSLP-Z500,652.3231201171875
3031,MSSHF-RH-SH-t2m-TCWV-tp-VW-SST-Z500,652.3298950195312
532,MSSHF-RH-SH-TCC-TCWV-UW-MSLP-Z500,652.347412109375
4593,MSSHF-RH-SH-t2m-TCC-TCWV-tp-UW,652.3812255859375
4276,MER-MSSHF-RH-SH-t2m-tp-MSLP-SST-Z500,652.5516357421875
2246,MSSHF-RH-SH-t2m-TCC-TCWV-UW-MSLP-SST-Z500,652.6566162109375
4591,MER-SH-TCC-TCWV-UW-VW-MSLP,652.717529296875
2319,MER-MSSHF-RH-SH-t2m-tp-VW,652.7553100585938
6347,MER-SH-t2m-TCWV-tp-UW-MSLP,652.7593994140625
77,RH-SH-TCC-TCWV-tp-VW-SST-Z500,652.8317260742188
231,MER-RH-TCC-tp-VW-MSLP-Z500,652.8545532226562
1684,MSSHF-TCC-tp-UW-VW-SST-Z500,652.8800048828125
6357,MER-MSSHF-RH-SH-t2m-TCWV-SST-Z500,652.8932495117188
3990,MER-t2m-TCWV-tp-UW-VW-MSLP,652.9669189453125
88,MER-MSSHF-RH-t2m-TCWV-UW-VW-SST,653.003173828125
6798,MER-MSSHF-t2m-TCWV-UW-VW-MSLP,653.0306396484375
4335,MSSHF-SH-t2m-TCC-tp-UW-VW-MSLP-SST,653.0420532226562
4566,MER-RH-SH-t2m-TCC-TCWV-tp-VW-MSLP-SST,653.108642578125
6840,RH-TCC-tp-UW-VW-MSLP-SST-Z500,653.1323852539062
594,MER-SH-t2m-tp-UW-MSLP-SST-Z500,653.1505737304688
3635,MSSHF-SH-t2m-tp-UW-MSLP,653.2020263671875
4474,MER-MSSHF-RH-SH-t2m-tp-UW-SST,653.2276000976562
512,MER-MSSHF-SH-t2m-TCWV-VW-MSLP-SST-Z500,653.2922973632812
5051,MSSHF-RH-TCC-TCWV-UW-VW-SST-Z500,653.3425903320312
3942,SH-t2m-TCC-TCWV-tp-UW-VW-MSLP-Z500,653.3753051757812
4405,MSSHF-RH-SH-t2m-TCWV-UW-VW-MSLP-SST-Z500,653.3932495117188
735,MSSHF-RH-SH-t2m-TCWV-UW-SST-Z500,653.3953857421875
4521,MER-MSSHF-t2m-tp-UW-VW-MSLP,653.4117431640625
1622,MER-SH-TCWV-tp-VW-SST-Z500,653.5623168945312
6285,MER-MSSHF-RH-t2m-TCC-TCWV-tp-UW-MSLP,653.5852661132812
1523,MER-MSSHF-RH-SH-tp-UW-MSLP-SST-Z500,653.6024169921875
2783,MER-MSSHF-RH-SH-t2m-TCWV-tp-MSLP-SST,653.6135864257812
556,MER-MSSHF-RH-SH-TCWV-tp-MSLP-Z500,653.622314453125
5120,MER-MSSHF-SH-TCC-tp-UW-MSLP-SST,653.6226806640625
6774,SH-t2m-TCC-tp-VW-MSLP-SST-Z500,653.6751708984375
3860,MSSHF-RH-t2m-TCWV-UW-VW-SST-Z500,653.71533203125
2932,MSSHF-RH-TCC-UW-VW-Z500,653.7334594726562
6211,MER-RH-SH-t2m-UW-VW-SST-Z500,653.8346557617188
1254,MER-MSSHF-SH-t2m-UW-MSLP-SST-Z500,653.8945922851562
2437,t2m-TCC-tp-UW-VW-SST-Z500,653.934326171875
4657,MSSHF-RH-t2m-TCC-TCWV-tp-VW-SST-Z500,654.093017578125
3645,MER-TCC-tp-UW-MSLP-Z500,654.128173828125
1121,MER-RH-SH-t2m-TCWV-UW-VW,654.1441040039062
2806,MER-t2m-TCC-TCWV-UW-VW-MSLP-Z500,654.2094116210938
5084,MER-RH-SH-t2m-TCC-TCWV-UW-Z500,654.2501220703125
4655,MSSHF-RH-SH-TCC-TCWV-VW-Z500,654.34130859375
1960,MER-MSSHF-RH-t2m-TCWV-UW-MSLP-Z500,654.4033813476562
2638,MER-MSSHF-SH-TCWV-VW-MSLP-Z500,654.4600219726562
5217,MER-MSSHF-RH-SH-t2m-TCC-UW-VW-Z500,654.5116577148438
4325,MSSHF-RH-SH-TCC-tp-UW-VW-MSLP-SST,654.5250244140625
4893,MER-SH-t2m-TCC-TCWV-tp-UW-VW-SST-Z500,654.5696411132812
6207,MER-RH-tp-UW-VW-MSLP-SST,654.6193237304688
3148,MER-MSSHF-SH-t2m-TCC-tp-UW-VW-SST-Z500,654.7256469726562
210,MSSHF-RH-TCC-TCWV-tp-UW-MSLP-Z500,654.7493286132812
778,MER-RH-t2m-tp-UW-VW-Z500,654.7667846679688
4889,MER-RH-SH-t2m-TCWV-tp-UW-MSLP,654.7877807617188
3315,MSSHF-SH-TCC-TCWV-tp-UW-MSLP-SST-Z500,654.80126953125
6766,MER-RH-TCC-UW-VW-Z500,654.8480834960938
5476,MER-MSSHF-RH-TCC-TCWV-tp-UW-MSLP,654.8574829101562
6218,MSSHF-t2m-TCC-tp-UW-VW-MSLP,654.9078979492188
862,MSSHF-SH-t2m-TCWV-UW-MSLP-SST-Z500,654.9237060546875
2821,MSSHF-RH-t2m-tp-UW-VW-MSLP,654.9268798828125
5750,MSSHF-RH-TCC-tp-VW-MSLP-Z500,654.97900390625
1498,MER-RH-SH-TCWV-VW-MSLP-Z500,654.97998046875
2186,MER-RH-SH-t2m-UW-VW-SST,655.1040649414062
4248,MER-t2m-TCC-UW-VW-SST-Z500,655.1231079101562
3436,MSSHF-RH-SH-t2m-tp-UW-VW-Z500,655.1978759765625
28,MER-MSSHF-t2m-TCC-tp-UW-VW-SST-Z500,655.2080688476562
814,RH-SH-t2m-TCC-tp-UW-VW-MSLP-SST-Z500,655.2811889648438
4129,MER-RH-t2m-TCWV-UW-VW-MSLP-SST-Z500,655.3170776367188
2405,MER-RH-SH-TCWV-tp-UW-Z500,655.3283081054688
212,MER-RH-t2m-TCWV-tp-UW-VW-SST-Z500,655.3621215820312
2450,MER-MSSHF-RH-t2m-TCC-TCWV-Z500,655.3816528320312
5104,MER-RH-SH-TCWV-UW-VW-SST-Z500,655.5045776367188
6467,MSSHF-SH-t2m-TCC-tp-UW-Z500,655.5401611328125
555,MER-MSSHF-t2m-TCC-UW-VW,655.5444946289062
2477,MER-MSSHF-RH-SH-TCC-TCWV-tp-SST,655.5496826171875
3418,MER-RH-SH-t2m-VW-MSLP,655.5648803710938
4755,MER-MSSHF-RH-t2m-tp-UW-VW-MSLP,655.578369140625
577,MER-MSSHF-t2m-TCC-TCWV-tp-VW-MSLP-SST-Z500,655.6861572265625
5433,MSSHF-TCC-TCWV-tp-UW-MSLP-SST-Z500,655.8259887695312
4580,MER-MSSHF-RH-t2m-TCC-TCWV-MSLP-SST-Z500,655.9066162109375
5216,MER-MSSHF-RH-TCWV-tp-UW-VW-MSLP-SST-Z500,655.9349975585938
2270,MER-MSSHF-SH-TCC-tp-UW-MSLP-Z500,656.062255859375
5100,MER-MSSHF-RH-t2m-TCC-tp-VW-MSLP,656.135986328125
4090,MER-RH-SH-t2m-UW-VW-MSLP,656.1661987304688
6816,MER-MSSHF-SH-t2m-TCWV-tp-UW-VW-MSLP-SST,656.1688842773438
967,MER-RH-SH-TCC-TCWV-tp-MSLP-Z500,656.182373046875
5364,MSSHF-SH-t2m-TCWV-tp-UW-MSLP-Z500,656.1827392578125
6181,MER-MSSHF-SH-t2m-TCC-TCWV-UW-VW-Z500,656.271240234375
3550,MER-TCC-TCWV-tp-VW-MSLP-SST,656.410400390625
5542,MER-MSSHF-RH-SH-t2m-TCWV-tp-UW,656.4940795898438
1420,MSSHF-RH-SH-t2m-TCC-tp-VW-MSLP-SST-Z500,656.5260620117188
1293,MER-MSSHF-RH-SH-t2m-VW-SST,656.5537109375
6219,MER-RH-TCC-UW-VW-MSLP-Z500,656.6015014648438
1701,MER-RH-SH-t2m-TCC-TCWV-tp-MSLP,656.6187133789062
4431,MSSHF-t2m-TCC-VW-MSLP-SST,656.6447143554688
3804,MER-RH-SH-t2m-TCC-tp-VW-MSLP-Z500,656.6710205078125
1722,MER-MSSHF-SH-t2m-TCC-VW-MSLP-SST,656.7492065429688
3798,MER-MSSHF-TCC-TCWV-tp-UW-VW-MSLP,656.7669067382812
3595,MER-RH-SH-t2m-TCC-UW-VW-SST-Z500,656.8267822265625
6183,MSSHF-SH-t2m-TCWV-UW-VW-SST-Z500,656.8973999023438
5054,MSSHF-RH-SH-t2m-TCC-TCWV-MSLP-SST,656.8991088867188
1729,MSSHF-RH-SH-TCWV-tp-VW-SST-Z500,656.904296875
1450,MSSHF-RH-SH-t2m-TCC-TCWV-Z500,656.9479370117188
180,MSSHF-RH-SH-t2m-TCC-TCWV-tp-UW-SST-Z500,656.9486083984375
1505,MER-TCWV-tp-UW-VW-SST-Z500,656.9671630859375
3095,MSSHF-RH-t2m-TCC-tp-UW-VW,656.9940185546875
6383,MER-RH-SH-TCC-UW-VW-MSLP-Z500,657.035400390625
3384,RH-TCWV-tp-UW-VW-MSLP-SST,657.0795288085938
1053,MER-MSSHF-SH-t2m-TCC-tp-UW-MSLP-SST,657.0986328125
4237,MSSHF-SH-t2m-TCC-tp-UW-MSLP-SST,657.1344604492188
1944,MER-MSSHF-RH-SH-TCC-VW-MSLP-SST-Z500,657.1657104492188
1559,MER-MSSHF-RH-t2m-TCWV-tp-MSLP-SST-Z500,657.208740234375
5640,MSSHF-TCC-UW-VW-MSLP-SST-Z500,657.3073120117188
601,MER-RH-SH-t2m-TCC-TCWV-tp-UW-Z500,657.3116455078125
1248,MSSHF-RH-SH-t2m-TCC-tp-MSLP-Z500,657.369384765625
4902,MSSHF-t2m-TCWV-UW-VW-MSLP-SST,657.4104614257812
2199,MSSHF-SH-t2m-TCC-tp-UW-VW,657.4160766601562
121,MSSHF-RH-tp-VW-MSLP-SST,657.4378051757812
3414,MER-RH-SH-t2m-TCC-tp-UW-VW-MSLP-Z500,657.4494018554688
4975,MER-MSSHF-RH-TCC-UW-MSLP,657.4766235351562
5430,MER-MSSHF-SH-t2m-TCC-TCWV-tp-UW-MSLP-SST,657.5131225585938
3963,MER-MSSHF-SH-t2m-TCC-TCWV-VW-MSLP,657.5922241210938
5268,MER-MSSHF-RH-TCWV-tp-UW-VW,657.6045532226562
