,1,2,3,4,5,6,7,8,9,10,11,12
MER,1189.3486306929196,782.902379146226,899.2933890344981,828.7723965761245,831.969948447669,980.9240806571328,1677.2630358563463,1705.4719551925186,1527.579427306182,1352.852289553011,787.4060536299673,1037.7511708187055
MSSHF,928.6642841646337,874.9441562067058,842.4118203878934,844.0846267889561,865.08011928779,891.6683669345912,1632.926893551256,1672.358723386699,1355.4798805375667,1434.7537790445272,745.9116191551454,835.9659605723361
RH,1085.1670747453525,869.1033675744895,941.5176014595041,839.9278341450143,917.0162268723924,961.5102967898287,1649.0727901971225,1470.8989722963763,1513.0195362176844,1236.4504697046264,728.0110394972924,930.0843594917062
SD,1073.3137500591017,1067.157286785724,875.8636488499932,1177.8974930317668,909.8004700029736,48075.804505825,1561.9625711853244,1617.4440055107323,1342.343568121929,1226.5244187819596,834.2932713819897,937.9110585305153
SH,870.6065008025167,827.9099144248896,880.3017686475158,907.3978379997359,806.0702270735392,945.5347924235751,1543.1607737996687,1719.804592791721,1572.3817586342775,1085.9150529050962,779.5984912173533,776.9097963829176
t2m,991.380101672583,897.6994370421221,846.7147080101998,859.5805763811233,834.0811816830444,996.7981559200645,1718.3863665425233,1736.725010368645,1668.754120656254,1378.2177629174125,758.9359136595257,775.4368723898552
TCC,1097.027124223101,852.7037830667491,928.0065945879638,887.7567401177326,905.8110620225029,911.4980067732203,1420.2679449840286,1606.2453077245043,1486.8322735231322,1250.246013653356,728.2687135376445,1013.235656008879
TCWV,930.5626937842026,890.8757897008472,886.9300198601572,877.3851572700902,824.3058255468188,875.6112391590954,1723.6146195958713,1743.9432722435104,1434.5919229208155,1372.4040530212037,776.9972424969395,731.7386799721759
tp,971.9129495983427,891.7921286221958,847.3206486442157,843.7249342401383,831.2862620223913,937.0210260498245,1695.503172590506,1389.4000782844444,1424.9627573443536,1211.0230246947624,742.3694543848925,1041.661617077749
UW,980.8427142035698,881.0365344934877,857.0898743078178,860.2197344294889,887.2282231882693,907.5959247285698,1550.0833027014107,1742.1113132343942,1475.6458054327425,1209.8513157042958,784.5696507760059,1093.8802287155247
VW,929.4167595576628,935.858670044113,864.6104682681676,872.6038136604515,902.5390523800213,964.1021925374123,1611.1029781222958,1684.5789960568059,1562.616482679031,1276.9913679377314,802.2912528930177,1007.779393121491
MER-MSSHF,1128.2194587183776,2886.2202382940063,839.3141514085318,849.5707024338349,935.4105891949608,1050.6642715944943,1851.7695177405772,1727.172240794133,1536.6717541753696,1466.8189523934454,759.290533607735,900.9756376677764
MER-RH,1052.363030332979,864.8882651400276,980.6419203657797,878.1065438200872,957.1701506237436,1004.4236986721966,1863.9669428989039,2495.2776268222915,1634.8217838415037,1454.2732295146038,848.7078859243974,1087.4149996640149
MER-SD,1182.1236225077778,1315.206772169477,1145.6895335914644,1252.5369351505306,863.2991422996241,1020.8206786662702,1672.055002100658,1703.8635071848444,1524.6596164342081,1364.1756133868785,904.9933198777255,1280.4925112882036
MER-SH,1078.3304906645099,844.7129399974415,908.1856329528176,914.4990271268256,915.4680647017731,1064.3937403406392,1581.0703061826484,1811.6536479840645,1795.1222857815071,1062.5553652758433,727.5870192458973,829.1221133518886
MER-t2m,1060.100415494501,790.2364197255532,1023.4451033473518,923.7927408088541,894.9970211846828,1102.781014417847,1859.881162688908,1653.958451471169,1821.6738485571716,1267.6042152467573,804.9264853334686,920.3657663079414
MER-TCC,1116.568079768548,867.0983048329865,1033.1774032452183,885.2674505432902,858.3705991931186,1120.850392305318,1946.6816549783637,1655.046665518634,1651.4933921427607,1423.587701989136,802.6333753410211,963.2940383692971
MER-TCWV,1180.0752241006517,895.3021773894643,926.3956142525216,986.3691662733872,889.1284055644699,1231.8796248023016,1931.0970719188006,1923.3995970479748,1689.1490368378884,1293.3353136898738,764.2896916856158,835.9867157602371
MER-tp,1180.390427143618,889.4863821837088,1056.630195120753,856.5121470457508,943.9496473722598,1145.4414798843236,1855.9815452814723,1653.7598984441324,1650.6095938298545,1386.3393388615793,802.052885370592,1163.0457040141778
