,1,2,3,4,5,6,7,8,9,10,11,12
MER,1123.2936297704873,910.648802326335,865.7378563153642,808.7988875242293,903.9930116531452,850.4893277825848,1755.5700004036175,1717.316948827206,1722.2669725749668,1592.1219752479758,797.3288543628632,1017.0270829119777
MSSHF,979.42892782273,954.5640855794447,819.2276211507194,880.3137469367505,869.619651205169,1030.2231108864626,1557.1206826080925,2143.449867609722,1390.0186498255284,1431.3524727885435,766.8189010425635,880.1862756422938
RH,1143.7293200978681,847.3168218301956,865.3028175794772,888.8471683653045,949.138792919852,1007.3666919774514,1665.5991270912384,1717.432890321751,1657.5633585313856,1389.0341517417442,701.8650404145018,1003.4986367636405
SD,36605.290185194666,5129.453697899084,62512.920594039824,567846.2199685381,4188.470123060649,8408712.762029635,1561.9625711853244,1617.444005510732,1342.343568121929,1226.5244187819596,230166.03180943537,13253.838856132092
SH,1962.2559529269652,885.4106829979819,918.843564937299,902.6173537871437,816.5538691447348,822.9674450071316,1845.361669283011,1587.0348428126415,1442.0211755749474,1057.1926707328614,800.7130345254099,750.3481731822517
t2m,987.8095010025165,976.0314019070746,1616.8268477232791,863.0425842031741,850.3758358826175,931.1684317980008,1817.5005402632762,2083.348915550269,1786.3116578813947,1221.0655578513408,761.1274146143363,749.9516293482812
TCC,1104.6997242027455,860.1925545190556,1030.439886054229,932.4224894702447,881.1833288797667,970.452017061087,1528.736949411969,1668.449949457244,2228.822508842067,1418.643465541575,757.3863302950592,1142.4225164878026
TCWV,952.656934484419,900.2383704172846,901.0854981760522,820.8455340319637,817.5554968546114,960.3897331437702,1764.6115692062517,1620.105230659027,1202.0358895172594,1410.6255502526535,794.2668430933052,786.4695690521248
tp,1081.7554358175705,864.6178515715923,944.7176162239817,835.6779518375182,905.3524880118642,910.3697125881008,1642.5813539135925,1633.709153151487,1748.8942332189042,1282.4519591533822,754.0902212719791,919.0257014880976
UW,973.2534787529427,880.4908702340122,859.921474245876,992.2755694340373,795.9220776854172,966.3590286700712,1754.2954234981455,1697.234672425575,1704.8682191849182,1196.7172814130906,812.352403211749,1318.2480509951954
VW,930.6376800756017,992.0009132413094,908.9890378291564,684.6076829908941,1042.2586660775837,1416.4128865260118,1776.4689392859977,1686.3410508743168,1515.3008655900765,1323.3879310134303,701.7378379489944,1001.3156103612309
MER-MSSHF,1208.0959773272548,2409.5118800910595,1241.5599997176537,961.5359821317588,1229.223798001857,942.9991765477548,1966.5329134985684,3299.2432133189777,2167.3700580083464,1356.3126233590938,870.5788062605849,1847.9824943220283
MER-RH,1198.2887931018681,2611.03244888886,1348.7017313351628,1071.5204106603628,1281.860315235132,1260.3382666001391,2038.4256392822651,1901.8274975382474,1515.01029383038,2767.799251491267,780.9083897551744,1219.8753651304476
MER-SD,8118.05013459611,12155.4937447386,63977.30482214616,998344.7752622376,1741.749650583483,214997.50646444614,1736.505835789385,1690.4390004496036,1611.0133630606438,1519.7954717950731,129312.88591729885,123380.89667601307
MER-SH,948.6947481904446,984.1389936958496,1067.1158680122544,1036.9715444361852,1023.9518450020067,775.4934336667576,2174.829126822926,1848.460651080289,1901.6937087794217,1778.4839083490078,1038.3741728118493,1000.3927016923362
MER-t2m,1362.474820357316,1105.3179332506406,983.2294181097859,875.8284972883018,962.546964152595,1142.5810810936764,2085.123738171878,2173.0369504370824,3726.7678118893923,1509.3016836834026,868.6889838021846,1707.940960810437
MER-TCC,1128.835303918406,1085.8721575843472,1291.6565985812954,1006.1974339364341,954.5231863719756,982.028047063542,2296.7248231472713,1728.4655754257012,2516.3001093225807,3717.4104531817507,874.881260655699,1465.473582078439
MER-TCWV,1107.9660118140575,1116.2558126434399,1163.6218517420189,858.9988275854478,1109.898801190969,1996.800966657828,2614.544673807162,1676.6771373589847,2215.2616270048693,2306.281148944217,975.0742188641152,898.9884343582718
MER-tp,1262.8959391226647,1267.0395212474173,1069.297526018925,1152.5963999541136,1876.5113863666227,1024.389649292755,2018.0151826741449,2209.617611529899,2262.1126691449426,1623.194433229257,975.2944556055501,1049.005536141555
MER-UW,1325.5118768513378,964.267109699838,1115.920410736955,2231.00500208909,908.1149127767437,1499.0403695459786,2026.08205346356,2003.0483736088795,2095.2530734984075,1488.7150056125286,1447.3862110274733,1787.7711491427513
MER-VW,1128.9920544728593,1207.694288120281,1073.3585046136668,895.7562823352573,2056.6661678806495,1418.8983293849903,1860.53097871827,2614.560711652237,2352.7457909582304,1760.038940327258,841.1675900791537,1289.6644298445601
MSSHF-RH,1107.4411945741394,1198.6080086729312,1155.2701168252684,1167.001569247198,1000.6172222250442,1497.9103056474526,1863.9553286741184,2268.920960334273,1833.2449507514657,3840.35326894149,769.7545374765489,1168.055435599983
MSSHF-SD,12370.983919163355,8202.821099825083,84277.78044759665,463581.1305486084,3959.0988608717666,5290521.111327966,1607.596707752568,3977.8864908211294,1380.894368678964,1420.1535065029225,321391.87994318473,1842.8207889593245
MSSHF-SH,1032.5481456109487,943.1966182951692,901.8925288097065,903.7168718658783,1368.5028443247033,918.0362341794978,2412.783081116287,2162.803722454336,2106.7521516689267,1228.9565636288446,830.5751767490027,918.2035095793412
MSSHF-t2m,1223.5110017480577,1048.1790957252147,1236.9356607166967,904.8833470170899,1497.7623787516998,857.2986795977562,1911.456120040294,1739.4079946538689,1859.6153089182515,1849.1996577149007,820.5699032931424,1050.0366298525773
MSSHF-TCC,1151.9711361083628,1165.5667621529278,1051.744304065836,941.5818205009467,1008.211699786688,1073.6514959583237,2031.1268116662152,1762.5623600445292,1932.214777336177,1984.7566391668745,819.8395630271644,3087.8388095652417
MSSHF-TCWV,1499.4595924076834,1084.216617953296,5238.892620018882,1279.5668628758028,1022.104528338861,1016.5814246215474,2777.428988405294,2721.3115477177566,1727.7918626239823,2164.6777123185975,830.3410181543177,924.2840998231901
