,1,2,3,4,5,6,7,8,9,10,11,12
MER,1060.2849000676051,896.032647108376,870.6681245018217,784.9062854979512,812.5509925630989,918.2816090965032,1668.2599246700406,1706.7220749634469,1670.8635921711996,1453.137861149132,784.4945922288617,1039.1815811963531
MSSHF,967.8871686894361,914.2637326221854,826.9740880836563,865.3154026436894,843.0140219896625,874.2531655897702,1678.1518056600034,1842.6224578081137,1435.2431585999668,1388.409977477916,762.0754443134086,861.6511337755054
RH,1124.0156315376746,862.8075546358365,854.7828076093452,883.5338548555,938.0862185791136,952.5514850178866,1670.0068872053248,1698.7540725356744,1622.461707180639,1564.0153883357991,706.4970960123042,968.0206592563823
SD,1157.8574809993636,898.6870943340476,67203.07261640349,108277.15217583267,996.0668488575419,84556.45673644087,1561.9625711853244,1617.444005510732,1342.343568121929,1226.52441878196,6033.3313601414375,9927.482151264374
SH,881.8475453841592,868.3087231983861,900.7713051033983,850.5548855096183,840.8123550393694,846.8958774214998,1841.9708043423861,1587.4614381019226,1378.5024004889435,1080.8112807626114,795.1846584999168,739.5291318917219
t2m,967.8359698493523,946.8666462184256,1097.0195760640293,847.0869142325117,842.0917321472311,959.3995121698334,1737.1710776423372,1933.5642357617357,1738.375640530523,1229.298032086022,752.7104144213428,799.7005425495868
TCC,1088.4449942155402,874.2587782161863,930.8786086384646,880.294371618421,880.2567999948961,965.1926514450761,1481.894810049444,1681.4898394125728,1914.5557752729378,1381.2539735063988,743.9588624087304,953.0864724267561
TCWV,908.7810380459575,912.9296970997337,871.8141960789889,857.5376417501905,818.8558364948813,940.5400179691935,1753.4058459118937,1643.677645035418,1139.1676840454397,1406.225493597071,774.9243685268491,701.9556671539581
tp,1067.6648837188081,900.4045700761218,894.8270415702272,829.513469918516,872.6485637509217,920.8257901211398,1628.1057709165457,1630.6625405717564,1859.2224243696419,1279.1072775080593,712.0410627430617,902.7283322991503
UW,960.3523170671797,900.2481016218832,857.7353925057101,878.5127395865973,787.0680423765486,1033.685524374351,1947.7553007325853,1743.149770156479,1505.2167471293315,1161.3677448068286,805.9971637398952,1176.5193823593308
VW,934.0879986005208,989.0859410827378,866.4686559090432,818.5168881808561,925.9773523590557,1017.3701480445847,1658.1482666634456,1667.7315764122334,1502.4991221674834,1297.872415668991,714.0084299832449,991.6139955089109
MER-MSSHF,943.4087796641963,904.9861554179224,884.2733519114428,850.6330836421997,816.9618500998297,941.5040630501157,1660.3616254429528,1686.7219707497782,1458.181678319827,1346.1268573946838,777.2874798503256,884.7550244557623
MER-RH,1151.6334437297887,859.7774534651223,905.4480518993723,856.3900185507448,805.3220925567263,946.6614277616233,1759.2869872812687,1665.5319508536552,1512.294404850452,1272.9669019282153,743.7836601535712,997.821065356061
