,1,2,3,4,5,6,7,8,9,10,11,12
MER,1180.966161999474,773.7182743330263,838.6156808922904,828.2950764488118,829.8636119295401,993.963173613043,1671.4800999496545,1713.46007343008,1528.0850234468255,1359.9240804811295,766.9982650441552,956.1522090546496
MSSHF,959.0875359939005,883.4134252503891,822.7723618204221,842.0873818559717,866.2379180377777,923.0841391748585,1617.3451647673567,1712.2503002881415,1403.4675630408547,1349.2061748666697,753.794463711827,868.0881866888064
RH,1046.5190221040098,870.9583748889983,937.3350495026087,861.2050811671811,915.4909171705915,957.7641495552922,1763.291576086276,1497.8445526884123,1418.5392053666033,1309.8204004217648,713.3175139587787,1014.3675556637257
SD,1067.7559195660756,1065.299490079285,888.4186621579892,1173.8115425838932,909.0614936476313,48117.55263310579,1561.9625711853244,1617.4440055107323,1342.343568121929,1226.5244187819599,837.5585008315558,1318.2774193802936
SH,865.685150578463,808.5044007430375,883.8291627646742,880.5649184095178,826.8147171352969,923.0275548508474,1513.792538509895,1730.7100516157723,1565.1180984255413,1162.178819339608,790.3951546075828,761.4145830848668
t2m,988.2378238460153,912.1210289767512,861.1621486271711,850.5488436328202,837.3154221288235,994.2596866677492,1730.7273538057198,1724.1719394485579,1668.7658409411868,1381.8939054243235,763.2668384647502,734.2859601338039
TCC,1104.2691528200655,869.1030390359431,948.5820539075589,888.2991409295844,906.6546995639516,909.8142639323016,1531.5576191296868,1646.7557027403998,1500.6513191449155,1214.9305134753417,732.2292502021818,1012.576635408346
TCWV,934.1567802262928,888.1512503777684,893.5195319610423,885.2114885905,833.5172243505831,888.938725383775,1740.4708614280614,1762.0407848881844,1402.9330600307455,1373.9140720399253,777.3448300197095,734.0951842687437
tp,964.2462814453095,893.9404195920991,843.4378113149091,852.2264130017439,843.6898670720435,929.2635644231034,1701.7119543490733,1399.5820104462819,1424.6426514145544,1289.069570125344,727.1873685324135,1034.3134230337027
UW,951.841895610779,885.391429815785,842.8604912129846,862.6414356804701,886.0757883460568,905.576633405141,1575.6601334940317,1724.1964094337714,1428.8755776811176,1155.3447670080777,786.4430011544734,1098.3175666039517
VW,935.4665598043913,959.1185725418383,876.7618949288511,887.2497087404048,895.4581543155304,962.4515229465757,1629.1466494344374,1703.9586077313822,1566.0217757652902,1303.0887945594782,832.1516863039257,984.7922908495099
MER-MSSHF,1066.013234375942,908.1141412580148,942.3908999910832,827.5669480280081,10983.434421128404,1086.0326494846436,1807.8341086667865,1846.2716089738485,1659.4090464723988,1573.5199871588713,768.3960379219365,1105.8806647551864
MER-RH,1096.9328919772224,974.3136649148123,1206.726300483006,969.2991995352158,973.9557313987405,1033.971653393306,1953.491636821612,1662.7696275704975,1649.9155491853187,1541.897016451619,848.0217850121034,1271.7106962570963
MER-SD,1090.9577671100535,13224.716157687146,980.3263658556607,2118.65357773594,925.3592270547633,67553.86268884961,1658.815973273115,1711.0120590409483,1515.2395801125813,1357.2034697847766,958.3145056180534,1115.5360395246448
MER-SH,1102.524205701658,799.184115956372,815.2176620203536,1023.078348472934,911.4151313183164,1223.272708867729,1669.75844214232,1960.7662114688753,1599.236931100434,1365.653389775037,777.5500181000175,882.7593544088139
