,pc1
0,-2.4386725163289382
1,-13.428425195572942
2,-5.7453106179527165
3,-11.282718338878011
4,3.3815356999156747
5,1.3394672953749736
6,6.374316336025311
7,-0.0719590034573828
8,-6.592877002386332
9,1.3080593860102996
10,6.343875706873969
11,12.003048760800016
12,-12.960317119786296
13,-6.117456467236175
14,9.839194695725476
15,4.395619119466673
16,-5.723375248624673
17,2.963463169914325
18,2.7201238267231775
19,9.266813932781833
20,4.425685478416153
21,-11.663717693334695
22,3.4475036765216838
23,-6.0466155777889234
24,6.361569555551468
25,-3.0019965012471626
26,-8.461003136960162
27,-10.498847557161701
28,13.249984599373246
29,-5.684755520246264
30,1.2884707602698688
31,-10.615124066256426
32,-0.23146493239609608
33,-6.037012893517172
34,18.20989980617945
35,-4.153913638294264
36,-7.799745562946134
37,6.032897486084578
38,12.160465732686943
39,10.188714721895193
40,1.6548659603877733
41,1.5992236946490719
