,years,data,hindcast
0,1982,93.726,100.78695938937992
1,1984,54.762,65.31631691627173
2,1985,126.504,69.60809199927456
3,1986,56.932,74.63945557233161
4,1989,67.167,71.5930712686843
5,1996,28.135,49.794081586916604
6,1999,86.734,68.49988804306814
7,2000,55.016,72.97211433939147
8,2001,56.749,48.56984416082065
9,2002,77.791,62.952575019868036
10,2004,70.647,92.7297786455338
11,2006,34.652,55.99237106699674
12,2007,100.404,94.25352385254241
13,2008,40.784,51.85336101672719
14,2009,75.436,89.26632234695334
15,2011,94.747,95.25845044180627
16,2012,122.004,87.25331537353946
17,2013,63.597,41.03833143578964
18,2017,63.719,80.13414533091158
19,2018,26.89,34.73639877882994
20,2021,106.484,95.6316034143626
21,1980,87.79,82.38438930203522
22,1981,69.787,85.1942415223336
23,1983,40.005,60.203115679848935
24,1987,96.289,113.48898804948973
25,1988,31.234,37.03865310138011
26,1990,81.754,74.19851143153913
27,1991,100.819,92.78399112798566
28,1992,52.1,45.17167603961761
29,1993,49.037,59.19692304818023
30,1994,51.526,51.694777468647914
31,1995,64.76,69.36189150490583
32,1997,112.482,102.12145150882436
33,1998,136.999,83.77777622586508
34,2003,47.241,84.2462462294983
35,2005,55.748,62.455385428434525
36,2010,33.738,37.1892591966647
37,2014,53.205,73.40463156020213
38,2015,35.568,57.319941263786944
39,2016,113.147,55.011934643351914
40,2019,106.981,88.77039797841351
41,2020,67.278,72.47381768899469
