,loss,val_loss
0,5787.11328125,4520.19140625
1,3805.676025390625,2642.583740234375
2,2202.016845703125,1478.3155517578125
3,1366.442626953125,1081.3173828125
4,1126.451171875,1040.9046630859375
5,1042.5919189453125,1075.0986328125
6,1030.0484619140625,1076.5594482421875
7,1032.079345703125,1046.1239013671875
8,1018.5264282226562,1058.0885009765625
9,1017.6617431640625,1064.443115234375
10,1015.6166381835938,1051.2801513671875
11,1007.1763916015625,1079.4151611328125
12,1011.7190551757812,1076.976318359375
13,1009.1113891601562,1085.927001953125
14,1002.3468017578125,1068.32421875
