,years,data,hindcast
0,1981,35.788,68.66139911495651
1,1983,105.42,106.63603552606439
2,1989,78.439,34.19604415160072
3,1990,64.463,42.098867712792895
4,1993,50.114,63.990330407373385
5,1995,42.515,65.22469641804182
6,1997,28.147,39.86328768359029
7,1998,131.575,96.02333534115571
8,1999,65.297,72.20698796602389
9,2000,76.353,62.28090610343709
10,2002,60.53,38.808297743448065
11,2005,77.407,50.12046277171306
12,2007,1.605,31.391876919167856
13,2008,37.054,44.7146694362317
14,2011,17.259,37.93416037911758
15,2015,27.186,25.012935329920314
16,2016,67.439,70.31513543550454
17,2017,30.591,50.20668004016096
18,2019,32.685,45.8652874916066
19,2020,24.385,24.431669027382757
20,2021,51.776,36.04493500070993
21,1980,41.59,37.99414271546613
22,1982,35.431,64.79212002768948
23,1984,21.79,26.55508843526647
24,1985,78.559,51.94921255609034
25,1986,64.688,48.09438087466759
26,1987,33.606,45.69381884562793
27,1988,27.742,42.25450151360866
28,1991,46.967,57.1979602811343
29,1992,57.617,51.45950788162646
30,1994,85.773,62.528264519966626
31,1996,11.86,28.043461434687163
32,2001,95.436,61.827077341095695
33,2003,51.564,43.891508646439966
34,2004,45.281,68.43134702907045
35,2006,51.755,62.22802989524201
36,2009,23.97,58.71766667522885
37,2010,27.16,9.425058966634282
38,2012,93.777,85.50452403002944
39,2013,31.149,51.56864634380136
40,2014,52.13,40.98336584321424
41,2018,102.506,81.21131614341262
