,pc1
0,40.33765570506363
1,128.92769903650188
2,-115.03630338030966
3,-57.06583314797898
4,108.50548709616345
5,109.12334934936987
6,-6.971649382437542
7,65.66393344715593
8,-150.58583657739652
9,113.53426926029243
10,-197.85631065611918
11,-0.13912662567443962
12,212.8982690533423
13,42.14797213713044
14,-90.35847765346205
15,21.045091778108436
16,-70.32099786873137
17,49.13867191971868
18,-29.714950753699807
19,-84.69410612566536
20,-88.57635026728727
21,121.31064388890563
22,-23.859646409857856
23,-252.6278800995365
24,-292.13544997966574
25,-144.59750102090305
26,-226.99834373900092
27,-120.98643849246324
28,294.50231764498267
29,8.133009897090396
30,-267.20319005240617
31,561.8643724523547
32,-270.3103714982654
33,276.5549905114328
34,368.78672549386005
35,-211.33003000544304
36,159.0764349078947
37,-127.11222337239224
38,-586.881267993854
39,63.42078354626689
40,304.8701698305583
41,365.5167250621559
