,loss,val_loss
0,4998.53271484375,3426.8583984375
1,2457.66845703125,1529.4114990234375
2,1122.8511962890625,1058.044921875
3,959.9684448242188,1115.71337890625
4,957.9149780273438,1076.309326171875
5,926.5552368164062,1037.592041015625
6,916.8171997070312,1026.838134765625
7,915.2672729492188,1033.0509033203125
8,910.1333618164062,1042.7430419921875
9,894.9783325195312,1034.1346435546875
10,888.836669921875,1030.6739501953125
11,888.1092529296875,1026.7607421875
12,880.6181640625,1022.486083984375
13,872.7698364257812,1009.3615112304688
14,872.8126220703125,997.6251220703125
15,864.331787109375,1010.2333984375
16,876.2711791992188,1015.177001953125
17,862.3746337890625,995.2528076171875
18,863.9912109375,988.748291015625
19,849.6834716796875,990.99072265625
20,855.0443115234375,987.3439331054688
21,839.2501831054688,976.52587890625
22,845.5957641601562,971.6532592773438
23,845.7022705078125,978.1919555664062
24,836.8197021484375,969.6940307617188
25,843.262451171875,980.3004150390625
26,830.8834228515625,974.6529541015625
27,825.1927490234375,964.0134887695312
28,814.5382690429688,980.08837890625
29,810.4326171875,972.7069702148438
30,803.9942626953125,951.0074462890625
31,807.6239624023438,942.2263793945312
32,800.3709106445312,964.1278686523438
33,802.8502807617188,973.1514282226562
34,809.355712890625,945.5686645507812
35,796.3492431640625,963.7353515625
36,801.8126220703125,955.9052734375
37,793.4404907226562,971.911865234375
38,776.2061157226562,967.9978637695312
39,794.111328125,975.0081176757812
40,774.7874145507812,974.0390625
41,770.3117065429688,967.2073974609375
