,pc1,target,phase_label,year_glvar
0,13.583073455742966,35.788,1,1981
1,74.80936558896256,105.42,1,1983
2,-22.284776024519772,78.439,1,1989
3,-32.89220612027365,64.463,1,1990
4,23.053372835248176,50.114,1,1993
5,-3.263696747069328,42.515,1,1995
6,-27.094715936624112,28.147,1,1997
7,52.287532455658585,131.575,1,1998
8,-0.7777751008487085,76.353,1,2000
9,20.291705869710555,95.436,1,2001
10,-0.03359294100547228,60.53,1,2002
11,2.429390703717388,51.755,1,2006
12,-6.2904789081313535,37.054,1,2008
13,-29.675592107549623,17.259,1,2011
14,5.98752101459595,93.777,1,2012
15,-7.061009095719951,67.439,1,2016
16,-16.85327554867779,30.591,1,2017
17,20.04120817842546,102.506,1,2018
18,-27.385082284158113,32.685,1,2019
19,-20.906000250647914,24.385,1,2020
20,-17.96493673066014,51.776,1,2021
0,-4.719625980437473,41.59,2,1980
1,3.3234481582390685,35.431,2,1982
2,-2.2102422101951786,21.79,2,1984
3,5.13246844745258,78.559,2,1985
4,-1.7866484853025653,64.688,2,1986
5,-5.107202216883574,33.606,2,1987
6,-3.3789942895963,27.742,2,1988
7,3.4762157671687977,46.967,2,1991
8,13.86371066006767,57.617,2,1992
9,8.987933130358602,85.773,2,1994
10,-11.576367572438246,11.86,2,1996
11,1.1727354880776624,65.297,2,1999
12,0.065722464988877,51.564,2,2003
13,17.85301427954688,45.281,2,2004
14,2.090440275896453,77.407,2,2005
15,-4.501462601255186,1.605,2,2007
16,-6.19490912578619,23.97,2,2009
17,-4.379692154817836,27.16,2,2010
18,-9.861611383354653,31.149,2,2013
19,0.030973549694615167,52.13,2,2014
20,-2.2794401351904257,27.186,2,2015
