,loss,val_loss
0,5853.15087890625,3949.837158203125
1,4049.257568359375,2326.3251953125
2,2457.53515625,1271.153564453125
3,1545.5382080078125,869.0635375976562
4,1149.7698974609375,783.3153686523438
5,1067.2713623046875,779.686767578125
6,1035.889892578125,806.561279296875
7,1025.020263671875,815.9722290039062
8,1015.1525268554688,785.691650390625
9,1010.0125732421875,774.8138427734375
10,1002.0177612304688,770.896240234375
11,993.63525390625,774.3638305664062
12,988.23291015625,784.99365234375
13,985.7713623046875,783.5205688476562
14,981.3967895507812,786.8036499023438
15,980.5134887695312,814.2977294921875
16,972.3590698242188,799.519775390625
17,961.95458984375,792.4530029296875
18,969.8222045898438,770.6404418945312
19,956.3185424804688,774.076416015625
20,954.622802734375,784.2369995117188
21,950.9868774414062,774.7455444335938
22,940.2180786132812,796.425048828125
23,934.6777954101562,765.6229858398438
24,939.8252563476562,753.934326171875
25,931.1648559570312,763.784423828125
26,926.0925903320312,751.1251831054688
27,924.361083984375,762.3717041015625
28,920.7744140625,781.849609375
29,910.508056640625,786.884521484375
30,910.6896362304688,772.796142578125
31,911.1591186523438,783.8237915039062
32,905.0549926757812,772.363525390625
33,916.7369384765625,747.572509765625
34,904.2330322265625,762.0029907226562
35,897.3712768554688,790.494384765625
36,907.6965942382812,793.51806640625
37,900.92626953125,762.2608032226562
38,899.159912109375,774.7133178710938
39,886.9705810546875,747.9088134765625
40,880.2642822265625,781.0628662109375
41,882.2252807617188,789.6199951171875
42,884.2947387695312,772.0794067382812
43,874.494140625,767.7056274414062
