,years,data,hindcast
0,1982,35.431,43.468946398232916
1,1983,105.42,84.22544222074792
2,1984,21.79,32.14166698185063
3,1985,78.559,62.43950394023431
4,1987,33.606,64.23013941162816
5,1989,78.439,44.51736487394245
6,1992,57.617,73.85536278487656
7,1993,50.114,89.06287776181438
8,1995,42.515,25.677014397129597
9,1996,11.86,34.90057180197722
10,1999,65.297,53.40990853558925
11,2000,76.353,61.374591593353536
12,2006,51.755,44.58144768105633
13,2008,37.054,33.64509456725281
14,2009,23.97,31.451743296044256
15,2011,17.259,31.617513090039324
16,2012,93.777,72.70299391625326
17,2013,31.149,45.36591827375215
18,2018,102.506,71.43195744900079
19,2020,24.385,23.21707557133684
20,2021,51.776,67.31486545388748
21,1980,41.59,38.91243294086234
22,1981,35.788,47.74878291132048
23,1986,64.688,53.7830127837371
24,1988,27.742,26.347306231676843
25,1990,64.463,58.40437330482926
26,1991,46.967,46.59493483986515
27,1994,85.773,59.42386008087396
28,1997,28.147,18.52616690571878
29,1998,131.575,119.56780976972792
30,2001,95.436,67.30956911374679
31,2002,60.53,43.196530101883084
32,2003,51.564,57.02443730215363
33,2004,45.281,33.293941026363846
34,2005,77.407,63.455762687886725
35,2007,1.605,54.4498348608692
36,2010,27.16,55.07858230620757
37,2014,52.13,36.73442241536668
38,2015,27.186,37.10810058385195
39,2016,67.439,87.30990072508763
40,2017,30.591,38.886407210926244
41,2019,32.685,52.59083189704458
