,pc1,target,phase_label,year_glvar
0,-3.3878360542178867,67.597,1,1980
1,-1.4344748200565585,88.868,1,1982
2,-6.014299129713093,31.294,1,1983
3,-1.7579190677437933,27.303,1,1984
4,-0.09897916982095183,104.175,1,1985
5,1.1085343334598206,85.939,1,1986
6,-1.2174060243609581,87.189,1,1987
7,-1.1281105590878786,58.181,1,1989
8,-1.3408146050383405,43.995,1,1990
9,-4.211543569381069,22.764,1,1991
10,2.9739909331805516,128.278,1,1992
11,-1.3828768672516,65.7,1,1993
12,1.110411303125149,22.497,1,1995
13,3.356727726413888,98.744,1,1996
14,1.7056554720283914,54.355,1,1997
15,-2.217970749267998,51.303,1,2000
16,3.6387481236257755,153.639,1,2004
17,-0.3790305216825052,52.895,1,2007
18,-1.548456302927148,46.274,1,2009
19,8.713190869883945,123.29,1,2015
20,3.512458746691001,76.337,1,2019
0,1.2612220023611906,37.258,2,1981
1,0.2922067607810348,72.625,2,1988
2,0.03721587656337985,89.989,2,1994
3,3.2159808960350493,67.593,2,1998
4,-1.6398460688005712,99.367,2,1999
5,-0.30587292426600426,107.73,2,2001
6,-3.102753589025076,146.934,2,2002
7,2.4883270552389343,22.521,2,2003
8,-0.09425992822264942,101.65,2,2005
9,-2.888464525829494,192.569,2,2006
10,-0.4373579861750613,114.817,2,2008
11,-0.9979139892668313,146.264,2,2010
12,-3.447284674624008,128.736,2,2011
13,1.151098346564075,90.667,2,2012
14,-0.021371875334163258,40.892,2,2013
15,-2.451508153660606,126.343,2,2014
16,4.392968035331814,57.581,2,2016
17,2.8499873647540523,75.391,2,2017
18,-2.1117587273207907,94.606,2,2018
19,1.8502883388034719,91.375,2,2020
20,-0.04090252575278955,99.275,2,2021
