,pc1
0,7.581220600568289
1,-0.11104149559272061
2,-18.383950246440115
3,-10.763575522205448
4,4.752806418387084
5,5.311921768513325
6,-13.135210366214093
7,8.643991134089749
8,-1.9010060112560219
9,-0.4193410928667357
10,21.74605768162092
11,4.200995432010578
12,-7.8118460006386305
13,-0.8772208746680974
14,3.5114254051544145
15,13.551007661802963
16,5.658799734367393
17,-16.09293397269291
18,-6.773304363778977
19,-10.897381642564916
20,12.208072766909382
21,0.7090914121227213
22,-0.10900981536617144
23,-25.856065769432988
24,-3.3580518877718655
25,1.7668282166587757
26,2.3921929002676983
27,14.181587400296486
28,-5.090349279271794
29,5.987506988431243
30,22.751608604346604
31,4.429848645161342
32,9.236510900494942
33,-6.631501483300356
34,-0.3606617980691534
35,4.334672175018277
36,1.164535091131823
37,-14.137013402064442
38,-6.171890154765484
39,8.475460636241086
40,7.543286960791396
41,-21.258498419871813
