,years,data,hindcast
0,1980,142.421,123.60808034937342
1,1981,54.994,97.58520760401571
2,1982,32.713,61.28866718468115
3,1984,95.445,112.8799244356715
4,1985,100.845,115.00296405344335
5,1987,134.54,104.78841190817693
6,1989,59.596,71.1964879815498
7,1991,86.473,95.77420146454637
8,1993,138.492,98.81887093736535
9,1997,69.497,56.55592285879776
10,1998,77.728,90.54598047703529
11,2004,104.082,57.854028658204335
12,2007,166.442,175.45304039029884
13,2008,105.991,112.50818862665602
14,2009,103.684,85.2398602122857
15,2010,68.74,86.55682037002333
16,2011,163.954,135.37936082418514
17,2012,133.298,100.55335576895614
18,2014,91.657,107.41869302142229
19,2016,56.599,59.59542095832315
20,2019,49.361,87.94851191498852
21,1983,22.256,14.550722949324566
22,1986,53.76,33.31340995290753
23,1988,151.791,106.2360119543469
24,1990,43.238,56.779457543089464
25,1992,62.719,40.385170527339696
26,1994,21.875,46.875173718288025
27,1995,45.937,46.114434846291715
28,1996,59.759,72.68900387668278
29,1999,54.398,82.27813081439865
30,2000,102.948,87.86736875113769
31,2001,87.775,101.26604966144578
32,2002,94.124,72.52298701193656
33,2003,76.224,105.9118927300188
34,2005,109.448,102.00995461893574
35,2006,25.725,37.875646447266405
36,2013,58.307,52.279217293261816
37,2015,95.021,91.7285058965323
38,2017,125.55,84.20484004862112
39,2018,19.792,70.25667002301303
40,2020,73.534,91.47591161622648
41,2021,97.358,84.91843971893486
