,pc1
0,167.31917090686994
1,-53.96435925294319
2,-34.8211147017556
3,893.3321811387507
4,15.303037316317747
5,271.52799822911965
6,-348.03182962969083
7,129.09199517831198
8,281.6129327166851
9,44.404960485075875
10,115.00558975874657
11,-98.82391863621494
12,-558.8242757662628
13,-175.4200487309822
14,-527.1387210649584
15,240.4471365550898
16,-163.683492267343
17,147.45173598834452
18,241.8514988983665
19,-64.34156900212314
20,-522.2954750245228
21,88.8615045171756
22,-22.969140554515025
23,20.15510368069607
24,61.66050905435497
25,8.541264761925524
26,321.2437273466221
27,-96.91616791137126
28,-147.9234750149315
29,252.83815789650342
30,-141.4423647553032
31,132.6204628506128
32,46.4198987037577
33,-156.57631586673628
34,-115.52821034166288
35,10.345511001584827
36,-196.08234712292526
37,6.058496705544322
38,-259.6821244926614
39,196.20519800555087
40,-61.800266177924904
41,53.97135041161606
