,loss,val_loss
0,5109.25537109375,3648.1181640625
1,2735.381103515625,1591.9716796875
2,1290.4940185546875,1043.12548828125
3,1044.5335693359375,1057.0291748046875
4,1033.5035400390625,1051.814208984375
5,1020.1326904296875,1022.1703491210938
6,1008.8450927734375,1042.208251953125
7,994.17138671875,1036.1474609375
8,998.7642822265625,1034.4407958984375
9,993.7451782226562,1055.562744140625
10,995.6810913085938,1049.1864013671875
11,987.834716796875,1034.5382080078125
12,979.5100708007812,1067.2919921875
13,991.6253051757812,1049.931640625
14,986.9803466796875,1037.5638427734375
15,973.7893676757812,1073.5986328125
