,loss,val_loss
0,5144.94189453125,3956.19287109375
1,2599.615966796875,1579.9910888671875
2,1153.69580078125,867.8904418945312
3,1037.0675048828125,866.640625
4,1014.969970703125,930.3416137695312
5,974.8859252929688,920.6585693359375
6,959.07421875,922.5226440429688
7,946.806640625,894.0977783203125
8,974.820068359375,901.6273193359375
9,938.6569213867188,966.348388671875
10,937.733154296875,892.2532958984375
11,924.3429565429688,914.2005004882812
12,931.9240112304688,913.6060180664062
13,918.6832885742188,929.27392578125
