,pc1
0,-3.162026069967991
1,6.092916927651776
2,-4.508767477239677
3,5.460713585217211
4,8.765420846025847
5,0.3659797221668631
6,7.50724194377077
7,4.083481656286572
8,0.7622043039069466
9,-0.8753924733045408
10,2.939500870166552
11,-0.42565721596457784
12,4.525345261565815
13,-9.104050329109333
14,6.291226290608916
15,-6.059564371435395
16,-10.143154787037215
17,6.018926929518998
18,-3.540721945069981
19,-8.822911097675124
20,-6.171414682639527
21,-3.051191160867818
22,5.448220046995083
23,-1.3654653673104147
24,-10.592587637297024
25,2.4712621594444557
26,-8.197525120554939
27,-8.622720374682265
28,20.469297847820815
29,-0.85394227045214
30,-6.553456771385339
31,-0.6117124788357167
32,-5.141656826248291
33,15.836090129994082
34,-15.216648758608187
35,4.208277463643757
36,11.4816640284294
37,-3.6244446341347776
38,-10.294078407899434
39,11.348011140519212
40,2.7305324026066184
41,0.1325098706751588
