,loss,val_loss
0,5310.3798828125,3302.250732421875
1,2867.97802734375,1365.9400634765625
2,1322.80517578125,974.7566528320312
3,1061.9029541015625,996.964599609375
4,1033.8658447265625,997.7149047851562
5,979.0693969726562,977.6685791015625
6,955.934814453125,949.390625
7,949.2879638671875,953.3471069335938
8,939.9055786132812,955.6010131835938
9,928.3837890625,951.6710205078125
10,913.592041015625,951.9857177734375
11,908.3699951171875,960.8035278320312
12,900.80810546875,954.340087890625
13,896.4413452148438,964.02294921875
14,896.6431884765625,966.9221801757812
15,898.5418090820312,946.31298828125
16,882.1640014648438,971.36669921875
17,882.1290283203125,988.2305908203125
18,878.45947265625,948.2733154296875
19,864.5752563476562,955.8988037109375
20,855.6224975585938,953.9566650390625
21,851.1965942382812,975.4682006835938
22,851.1257934570312,948.8099975585938
23,839.283447265625,949.1337890625
24,833.127197265625,958.83837890625
25,832.819091796875,940.9458618164062
26,822.8780517578125,961.3449096679688
27,817.2210693359375,955.6456298828125
28,817.3822631835938,974.0615234375
29,812.7582397460938,973.1349487304688
30,807.7157592773438,971.341552734375
31,821.2980346679688,978.802001953125
32,806.0859985351562,954.267333984375
33,802.251708984375,986.2639770507812
34,794.2871704101562,977.2471923828125
35,792.70068359375,950.816162109375
