,years,data,hindcast
0,1982,35.431,53.52853870661529
1,1983,105.42,87.58972232226758
2,1984,21.79,50.1344555675092
3,1985,78.559,59.02090685068665
4,1986,64.688,48.00249281301937
5,1987,33.606,51.71988597758023
6,1988,27.742,44.498861144682465
7,1989,78.439,67.03246012411468
8,1992,57.617,77.33011781507126
9,1993,50.114,66.93492497198152
10,1995,42.515,64.7905495468438
11,1996,11.86,21.238044493333902
12,1999,65.297,44.93469354697478
13,2000,76.353,76.67511788707282
14,2005,77.407,43.93019365127281
15,2006,51.755,49.229233582553974
16,2009,23.97,24.02007609948922
17,2011,17.259,47.40274679060056
18,2012,93.777,74.91013797299499
19,2013,31.149,50.24431801632667
20,2018,102.506,44.08652211900839
21,1980,41.59,29.018541690266883
22,1981,35.788,49.9164008667302
23,1990,64.463,60.82319750212075
24,1991,46.967,28.179482794628544
25,1994,85.773,55.85350345526378
26,1997,28.147,30.906445106752553
27,1998,131.575,126.44172704782906
28,2001,95.436,52.85522075820233
29,2002,60.53,49.64293265393824
30,2003,51.564,35.82130650137443
31,2004,45.281,54.292943876695034
32,2007,1.605,24.95254117174987
33,2008,37.054,59.138796997901984
34,2010,27.16,55.09816103563969
35,2014,52.13,40.92656147071127
36,2015,27.186,35.95685699010685
37,2016,67.439,61.819615489223565
38,2017,30.591,50.10537895277291
39,2019,32.685,38.0821766629205
40,2020,24.385,55.751821117417805
41,2021,51.776,43.54138785775364
