,1,2,3,4,5,6,7,8,9,10,11,12
MER,1129.7132999401595,933.8385209227542,875.3075543157108,794.5231447563104,967.0103326064891,899.7929104893417,1728.700095041299,1723.605538574572,1652.4544807887698,1659.726930494651,792.995531694923,1040.8698034406507
MSSHF,969.973617734797,959.7230836995888,837.4322252975994,866.8992245438858,857.8829658829063,915.075277958782,1609.3956277166112,1823.630210342835,1366.4311734473563,1420.053386523696,767.83450526448,891.6450604693366
RH,1100.0219817133598,886.0850603290064,869.0740616896236,907.7225238816493,888.8394753045001,1022.3531583395105,1666.633590924115,1714.6462446664643,1694.8877531871938,1970.2355197598317,700.7225629854975,962.203543407907
SD,3429.980036467221,4709.624112900494,130058.40608339025,765179.8644602713,11980.863551319662,12443828.60040469,1561.9625711853244,1617.4440055107323,1342.3435681219287,1226.5244187819596,268520.1435451929,12421.546607499467
SH,1890.9263465062813,885.5322552931963,922.2626237186518,895.8521613979882,842.178924123618,852.2492360610619,1875.1494615991028,1576.3338140909666,5556.892900977192,1079.923346092086,781.8315463211942,792.0904886487411
t2m,957.4547170868159,950.9310948170698,1096.8428277619964,857.9249495465176,852.8040180271595,904.2916317784465,1861.1965170412507,1923.3195999835893,1814.3878149288005,1217.1274166185428,789.8860950353599,689.8396270923066
TCC,1080.2065362793776,878.179551305046,1086.0553864458734,906.7297838890806,867.6486466755116,984.9188506607925,1548.435747156724,1718.7201579613163,2155.7703296942695,1371.8735631461,754.8375797466066,5246.176158369887
TCWV,967.0116923281685,906.2957338833872,909.2706481654498,837.5348106453913,822.0230193603049,954.5875184266969,1767.546418404081,1624.4901368327926,1174.0487884409256,1397.4680249165435,817.8237850913997,764.1925340392876
tp,1073.5749115382355,899.0012984641921,993.7510504644425,846.8501699456544,917.0183125822729,918.5485081500765,1652.5768418282892,1661.6986988109943,4632.5347403753285,1272.1634593389313,743.5449114179844,916.6111282470104
UW,969.922688289095,889.2655805063746,864.6862994106226,949.4297939061888,794.7005601045636,1012.3615637400648,1888.2196193516652,1729.8813229198395,1698.3316775497037,1139.0211214779938,948.2190506697146,1339.5742416567791
VW,941.976698300518,958.3940470325108,929.9341399751531,702.210274332894,999.6517907740083,908.9782996452514,1921.5440441567137,1724.435638097976,1531.6978512835387,1339.4574282735912,710.83312808742,1004.1193729955414
MER-MSSHF,1260.5470147938622,994.5576189617201,976.0759406995768,933.242336617294,1154.1307168707747,831.8302279953724,2372.2777408232355,3374.852458926677,2001.7763924946148,1550.0343760816118,901.7394100239957,1311.9555134432212
MER-RH,1174.4071619679148,2836.7811938040313,1361.0629921198572,1036.3748198418002,1144.131995896796,1102.9126405093523,1900.205958747016,1946.3455723903146,1503.7641571605122,5269.993007718797,767.9036807830502,1059.1057194767384
MER-SD,3283.9267515899387,4153.925570882317,3914.2796684282407,39262.402742453305,2197.5312730217724,1374651.3580067386,1677.2327292720638,1639.4766155457976,1412.5734782336149,1528.3184190629108,130110.09261476465,2018.1037498045223
MER-SH,1342.2648987276245,1007.3599785950338,1099.3298870706367,899.1746948041391,1050.6275784912916,830.4996371610849,2260.409435566642,1757.72466318658,1808.6334723088253,1591.1620281756125,969.9064868300002,858.5185323258269
MER-t2m,1251.6025786585856,916.9697109115259,1012.9718739827566,862.9433639224418,849.5824677909699,1003.8641323187658,2084.243322946944,2376.373935843842,2611.836514543625,1968.4032108180468,855.3928854958076,1320.8667684447737
MER-TCC,1100.5469160161508,1029.367675780819,1107.4769272609058,1049.257143994099,944.2261273045863,996.2260130377645,1949.9982075737685,1793.4808208729903,3334.0223776270564,1910.629046487407,866.7232542027791,1299.1442177936644
MER-TCWV,1182.2066575169508,1275.5964794412241,1057.9040184724722,919.1174090427398,1022.1497728897574,1734.6238344554943,2451.0760230828605,1647.648998701375,1653.6805437124926,1962.4836214827412,993.7555083085681,878.6064490647195
MER-tp,1211.4248158672533,1208.2133389616429,972.9423797303517,1048.8401990744478,1086.824444632354,992.546426196666,2004.328979622449,2405.4814420499083,2079.0467723209204,2361.153639270363,920.8924166669597,1028.7085328704586
MER-UW,1382.5489821849728,872.0926036718059,992.3136814573428,926.6821676323038,895.554281312162,1378.960994795074,2604.127593042965,2054.38585201266,1563.323900857366,1649.538063511605,1371.9829379539292,1940.4461882107598
MER-VW,1053.7851348398133,1160.8571860189486,1113.2995882483071,943.2370981631277,1610.1809023449823,2666.1297926765474,2116.6148907809425,2572.2110142869824,1922.7436538138445,1802.5210286802733,912.5048707929536,1267.5581443438364
MSSHF-RH,1104.8933529746134,1251.1449256570475,955.1922414757746,1027.2812815194472,1088.0535024507076,1128.7672652888389,1899.9126740222016,2291.2621621909966,1992.8008934569025,2634.6718853880047,780.8401439045001,1110.511338325819
MSSHF-SD,14122.565553767552,2368.7006783503207,232871.94250565773,12761.822770825147,12573.454724631378,70908.01415625273,1651.7531519890379,2271.3833741836243,1318.2467256742336,1515.1194127063904,55813.21565704681,72986.96318993349
MSSHF-SH,920.1751953214784,907.9509540695279,914.1553265011104,954.4927752912213,1180.4056400532525,976.8802992181803,2160.973830574075,2725.251101400879,2103.262423144722,1305.7665289857487,836.933603940744,818.1784427415491
MSSHF-t2m,1245.063279429025,1080.706848696677,1436.0174400682224,913.1783346914787,1738.6081700629868,1004.6711931342577,1875.0318122410758,1826.3427419658317,1625.7095376534821,1746.423174811136,840.6052516207486,1072.8383176308819
MSSHF-TCC,1087.0837130159973,1130.7456160576196,1079.8296428819397,1001.2523210368823,1019.9607899799395,866.8236404929613,2169.933623765669,2013.6775829790745,5027.4437364735295,2195.2518425722983,827.9103267667039,1571.9426143757657
MSSHF-TCWV,1622.2815072283809,1048.2123672849448,2777.190471749654,870.6326996665352,1313.6692549345735,1027.5307900294572,1917.960745945305,1808.8923946164612,1547.2808264672906,2052.7974259969383,813.4903757660541,949.6516762454422
MSSHF-tp,1191.1313138095034,1169.4341408150888,885.7001678167726,875.2771569909941,1766.957551757686,973.6877627758205,2244.7626952403757,2177.313212270375,2718.5781171063695,1813.5559170251713,868.151846378081,945.1521078567048
MSSHF-UW,1077.0953709821715,1230.378983985567,940.2839814069727,981.7539487729063,808.0631504742445,1594.7265300971903,2156.6373356177464,2559.5034565204433,2427.4246589681916,1434.6744833443827,836.7173232884604,1264.2840384678855
MSSHF-VW,943.4682185580331,1055.1706889626887,896.6807289087172,966.5913649634072,910.0583480978435,3625.9007096525393,2099.6046985881903,4465.757301900831,1810.677055564406,1544.5873510519841,882.1222141821306,1131.5161090622514
RH-SD,5669.454685094457,10228.424319373085,50442.51119887149,87260.96791426417,4805.597107490777,312457.1908087433,1899.2477415281003,1712.4582389644095,1680.2436113322194,1892.4249989684579,46864.65900433338,85141.78845395603
RH-SH,1185.5868115504477,969.2032883009093,1082.736582958291,1006.0029636098793,1437.401006914603,1048.5714012221983,2069.3190281527304,1765.3008611174273,1861.5837331841726,1372.9273028638622,784.2646313856412,844.767301547291
RH-t2m,1570.724266335923,1250.677024553151,989.5971018053008,817.4295816428494,1012.3413349320931,1401.9604191268836,2405.7439159639507,1964.0477731748451,2314.910443640216,1686.1756861829676,743.31062195001,1018.9212447344848
