,1,2,3,4,5,6,7,8,9,10,11,12
MER,1138.5436267112007,933.7687949011112,858.0519601050173,798.5570216038908,864.1009641310504,876.5322680452058,1702.851367276971,1698.8752352048705,1715.8164720079963,1698.3784547054702,883.9349823328412,1043.3186439227006
MSSHF,967.8656469115691,934.7210585110969,840.2382872897031,889.0173182484456,856.9145239565831,1388.4784920727807,1650.4280674149704,5124.282176085114,1377.1726884091595,1408.9421317865995,770.8380832827754,888.1746333148803
RH,1132.35040530277,852.9406554481235,873.9115040692946,890.7173865563042,956.5024665568212,971.9869947959623,1640.5251206610264,1733.0450389918701,1640.0048200934782,1825.7161032615993,715.6155623025554,949.6503354428162
SD,53355.14782420212,12364.982256359739,58471.76067884668,620991.0286827112,5476.684889382791,11401960.226492764,1561.9625711853244,1617.4440055107323,1342.343568121929,1226.5244187819596,69197.63713138986,9173.939399671135
SH,922.0820971481332,895.2330771420462,917.8664288509707,905.7494147651724,824.1012676489436,836.6736128372571,1846.3126970559429,1588.925528692375,1417.3815467774004,1059.9533662711697,796.2478815278535,721.0752314104759
t2m,1047.2705632428208,956.3884220602415,1184.719034177925,863.0984950214647,853.8035945437597,966.1804763681824,1994.9618765139244,1989.242585266168,1855.7931606007703,1220.27775713871,761.3726300563902,731.3410562603376
TCC,1072.3393287163242,862.7974509056919,979.5466899966844,1019.253790009151,790.5745160475549,997.5943768230851,1557.4803675163034,1649.0085584270532,2108.737164198952,1409.4021493006342,757.9063909404429,1006.7850180648122
TCWV,970.462155562557,904.3601154545956,2155.519327012661,1181.3255110579646,838.352504542521,951.5460713705198,1979.7199258444896,1622.4968420685732,1173.391762524306,1424.3515646111857,791.6881008977074,746.7780516991946
tp,1078.8438055248544,849.7212497176342,962.7081410216337,853.7882168301687,908.7212333848098,925.9634087109489,1650.3182910921282,1645.533183042367,1794.5539006579822,1298.9351798816954,971.226772165384,894.3049253175321
UW,966.4721249086588,901.6210171226131,869.9738563282457,976.2169374359225,793.721018848824,1019.8597573724228,1642.0048428685802,1724.426679601441,1676.8029778347056,1144.4904177279093,971.6484811292923,1323.2459218148517
VW,936.2891223045151,991.677633783918,938.0101539125926,720.175235913864,1030.407312239591,869.9991535405759,4339.8398038022815,1662.358660786629,1501.7816511636222,1431.2840782418748,721.2666451925618,1006.2946023561536
MER-MSSHF,1118.6840249361014,2610.0133830602517,1043.2610003975951,963.1870351406019,1244.6841656161657,842.1484804375002,1809.377698087094,2347.9350425510834,1733.7227130346332,1788.0789870729814,863.5964420985814,1431.4202664505847
