,years,data,hindcast
0,1980,42.647,73.5343228308952
1,1981,61.647,74.08536464005661
2,1982,59.112,92.39163406107396
3,1983,117.24,90.58155377833839
4,1984,147.559,134.6757474204368
5,1985,48.916,85.66773995187437
6,1986,48.164,66.02394895678144
7,1987,66.991,96.97350201762144
8,1989,52.76,69.66328064721904
9,1990,93.283,90.89219435640076
10,1991,69.854,55.903367158801245
11,1993,149.343,109.82544981702546
12,1995,112.688,93.48966845046508
13,1996,48.278,53.19700678002311
14,1997,29.832,44.106883656996104
15,1999,83.683,53.661188826571475
16,2000,85.15,65.42893912252829
17,2002,57.527,30.925031230565295
18,2004,68.272,67.06160842436728
19,2006,31.076,41.803431027040276
20,2007,74.653,58.783136844918694
21,1988,99.143,84.52091247962194
22,1992,66.034,64.56325902949874
23,1994,147.073,128.57421537781818
24,1998,154.753,132.16800494410057
25,2001,144.184,116.67012872242333
26,2003,46.909,63.66485248474912
27,2005,79.997,91.56487458663797
28,2008,79.746,67.08892020128955
29,2009,40.197,49.20201258471559
30,2010,93.053,69.57725589978497
31,2011,68.379,105.15723261650322
32,2012,79.252,95.60518826390741
33,2013,81.322,92.56980473413309
34,2014,25.215,34.28601069137422
35,2015,98.359,52.92000254895374
36,2016,28.704,66.7412231088555
37,2017,131.717,122.94901689683293
38,2018,68.288,107.8306113071776
39,2019,112.171,59.28924082469335
40,2020,61.863,62.7561119487075
41,2021,33.612,72.27212074822182
