,pc1
0,32.144457357110426
1,-505.9201271231467
2,-31.25542135111887
3,523.8287303961935
4,-269.51487154365213
5,-269.0844663928063
6,26.288783968947342
7,391.74410641876875
8,387.04970620874343
9,-86.28505583425022
10,-315.823629041953
11,540.261450545206
12,-350.811075685972
13,-98.403595680714
14,-229.14594410177716
15,187.44701789738252
16,-48.22063183227991
17,-28.882399694678696
18,605.5107276861812
19,-188.27872624792099
20,-272.6510882229817
21,-130.0706871336274
22,5.811956021676211
23,-194.72989156207754
24,-48.59956617234981
25,-213.78937564369045
26,-88.36534662878925
27,-15.611388350386697
28,69.53096621110433
29,-38.57972363269552
30,34.631816867984355
31,-30.546054223545912
32,-91.9960106410398
33,-131.09508540038655
34,45.651244495853106
35,290.25072603791057
36,188.36485214470758
37,138.21693854319432
38,259.5802258044158
39,-15.352538605049936
40,-36.34527209188554
41,3.0390976689210403
