,pc1
0,71.5382931994813
1,14.183163926596885
2,-115.85520266092695
3,267.2203655324808
4,-536.0230176182276
5,21.219498060059728
6,280.6893775365253
7,-31.0331745565732
8,-204.45223886730318
9,251.08631088421518
10,192.40894105378845
11,214.05821581244018
12,-51.79076083152909
13,-332.14890364615025
14,-46.91620295690407
15,-147.7589209553321
16,231.406230274449
17,195.27429179398356
18,-315.8455970869188
19,200.4531440089033
20,-157.71565838211953
21,45.43492280610888
22,-212.45623913683818
23,-105.76119684138182
24,-278.34770551559984
25,-153.47523163946926
26,335.62583127812104
27,44.62740851604158
28,129.17139637436492
29,109.01486667133844
30,-144.45996952281396
31,61.57857715023496
32,-33.012921539310824
33,-367.1726243200184
34,378.81977638795956
35,-4.056345559466371
36,-67.4325479566096
37,-116.4267888304813
38,332.02694614879834
39,-351.21334147936494
40,154.16264061259102
41,243.34775177659316
