,loss,val_loss
0,5626.70556640625,4102.7861328125
1,3545.763916015625,2260.27001953125
2,1892.351806640625,1313.687255859375
3,1120.592041015625,1121.571044921875
4,995.9813842773438,1087.9320068359375
5,973.7677612304688,1071.99462890625
6,954.3672485351562,1096.9166259765625
7,944.69677734375,1058.1343994140625
8,934.9956665039062,1073.2010498046875
9,926.4625854492188,1098.9498291015625
10,933.398681640625,1097.290771484375
11,924.2921752929688,1122.01416015625
12,920.9862670898438,1115.4007568359375
13,920.1371459960938,1114.8232421875
14,913.7809448242188,1129.430419921875
15,914.3919677734375,1128.8572998046875
16,904.398681640625,1123.58203125
17,911.1403198242188,1137.4259033203125
