,loss,val_loss
0,5620.857421875,4540.74169921875
1,3683.677978515625,2597.552734375
2,2041.997314453125,1372.292236328125
3,1247.2344970703125,972.193603515625
4,1052.6883544921875,935.72607421875
5,1028.4527587890625,943.97412109375
6,1007.6632690429688,956.1630859375
7,1016.505859375,937.6636962890625
8,1002.97412109375,961.247314453125
9,977.912109375,975.4986572265625
10,968.2708740234375,986.393310546875
11,959.033935546875,976.5897216796875
12,949.7662963867188,958.6950073242188
13,947.740966796875,978.7283935546875
14,957.77001953125,964.4833374023438
