,pc1
0,4.159010246106614
1,6.3495829927756215
2,-16.561187863670792
3,17.273414674157323
4,3.23138817879155
5,-1.3724187888328598
6,3.453423459914896
7,-3.7886685265639133
8,7.97002192106938
9,-4.094743248396414
10,0.22853261730387187
11,2.2531624325780792
12,-6.12785055853851
13,12.78394634794752
14,-2.6054962463197744
15,-5.423524196472008
16,-25.88418993766266
17,-1.8728556745820386
18,3.285531693345777
19,1.9572374985947973
20,4.785683065237815
21,1.1404501489303922
22,1.1500602855525146
23,-2.6015862323319947
24,0.6413435350282957
25,0.9076169178322712
26,-0.1399272348564517
27,0.31279910127378563
28,0.6252820392135159
29,-1.3539413123107493
30,1.369490545670459
31,-0.4889310720265632
32,-0.4972714205514163
33,1.6991955127959832
34,-0.7793054620919415
35,-0.510617440592745
36,-1.423420258067308
37,2.1877116770090024
38,-1.21770865477198
39,1.2746858783658637
40,-1.2521437925977044
41,-1.0437828546050012
