,pc1,target,phase_label,year_glvar
0,-0.7281023475473217,107.769,1,1980
1,2.6834141958656144,150.743,1,1981
2,-3.2163216600376985,94.807,1,1986
3,1.6920800043170015,102.308,1,1987
4,-3.084024345561244,79.42,1,1988
5,1.7453175133493217,80.441,1,1993
6,7.36203320913179,178.649,1,1998
7,3.3495556655052954,130.409,1,2000
8,2.870903383767432,73.237,1,2001
9,4.864130772844313,104.882,1,2006
10,0.8185929963912513,92.717,1,2008
11,-5.359787635249326,74.388,1,2009
12,2.444774684915743,76.197,1,2010
13,-2.3890481251771836,69.306,1,2011
14,5.74946474984905,131.109,1,2012
15,-2.6380022000814094,79.961,1,2014
16,-9.497778309436994,34.891,1,2015
17,-3.5386319125878036,57.946,1,2016
18,-4.4169753034591785,63.675,1,2017
19,-0.1107379579198802,119.963,1,2019
20,1.3991424331621076,138.243,1,2021
0,-2.7093031127531604,104.269,2,1982
1,-8.333733323181061,59.157,2,1983
2,0.9169363045410492,95.183,2,1984
3,-4.567939057780218,36.531,2,1985
4,0.5349961155056654,78.906,2,1989
5,0.11678114445421045,70.054,2,1990
6,4.37513463442749,48.361,2,1991
7,2.7549613752587265,99.88,2,1992
8,2.0382340246201003,97.19,2,1994
9,-3.6988118971248976,18.716,2,1995
10,3.5308682519156447,73.76,2,1996
11,-2.928682643481428,81.025,2,1997
12,-3.4375676709671,65.748,2,1999
13,1.9056415806510392,87.438,2,2002
14,-0.008065489313108841,74.576,2,2003
15,1.8668364583430694,55.873,2,2004
16,2.0415845769274927,58.746,2,2005
17,-7.12310008185863,38.236,2,2007
18,4.90033551518659,135.237,2,2013
19,-0.3182543445147658,34.768,2,2018
20,8.143147925467407,137.807,2,2020
