,pc1
0,-0.7281023475473217
1,2.6834141958656144
2,-3.2163216600376985
3,1.6920800043170015
4,-3.084024345561244
5,1.7453175133493217
6,7.36203320913179
7,3.3495556655052954
8,2.870903383767432
9,4.864130772844313
10,0.8185929963912513
11,-5.359787635249326
12,2.444774684915743
13,-2.3890481251771836
14,5.74946474984905
15,-2.6380022000814094
16,-9.497778309436994
17,-3.5386319125878036
18,-4.4169753034591785
19,-0.1107379579198802
20,1.3991424331621076
21,-2.7093031127531604
22,-8.333733323181061
23,0.9169363045410492
24,-4.567939057780218
25,0.5349961155056654
26,0.11678114445421045
27,4.37513463442749
28,2.7549613752587265
29,2.0382340246201003
30,-3.6988118971248976
31,3.5308682519156447
32,-2.928682643481428
33,-3.4375676709671
34,1.9056415806510392
35,-0.008065489313108841
36,1.8668364583430694
37,2.0415845769274927
38,-7.12310008185863
39,4.90033551518659
40,-0.3182543445147658
41,8.143147925467407
