,years,data,hindcast
0,1980,107.769,92.50284415142809
1,1981,150.743,114.48030946870028
2,1986,94.807,76.47338835189191
3,1987,102.308,108.09399636268508
4,1988,79.42,77.32566610094418
5,1993,80.441,108.43695981997651
6,1998,178.649,144.6206255974096
7,2000,130.409,118.771685711231
8,2001,73.237,115.688140963005
9,2006,104.882,128.52878976403642
10,2008,92.717,102.46687124765603
11,2009,74.388,62.664881627829836
12,2010,76.197,112.94296046027814
13,2011,69.306,81.80279982884907
14,2012,131.109,134.23223470596207
15,2014,79.961,80.19900296104097
16,2015,34.891,36.007368651452815
17,2016,57.946,74.39702075798465
18,2017,63.675,68.73861014678499
19,2019,119.963,96.47999164243285
20,2021,138.243,106.20685167842043
21,1982,104.269,61.51622350329399
22,1983,59.157,35.85128088553224
23,1984,95.183,78.06318436531546
24,1985,36.531,53.035047083327406
25,1989,78.906,76.32034594999723
26,1990,70.054,74.41198139886025
27,1991,48.361,93.84335380058039
28,1992,99.88,86.45031091948918
29,1994,97.19,83.17979894965157
30,1995,18.716,57.00097747471188
31,1996,73.76,89.99086609060785
32,1997,81.025,60.51516866627004
33,1999,65.748,58.193065885930935
34,2002,87.438,82.57476389033027
35,2003,74.576,73.84229139084516
36,2004,55.873,82.39769151143173
37,2005,58.746,83.19508791750961
38,2007,38.236,41.375544056597754
39,2013,135.237,96.23990775594626
40,2018,34.768,72.42686282802651
41,2020,137.807,111.03724567574437
