,dataset,last_val_loss
0,MSSHF-SH-t2m-TCC-tp-UW-VW-MSLP-Z500,503.1473083496094
1,MSLP-Z500-MSSHF-SH-t2m-TCC-tp-UW-VW,579.979248046875
