,loss,val_loss
0,6006.419921875,5453.38720703125
1,4491.794921875,3762.568359375
2,2873.3271484375,2250.85888671875
3,1736.8966064453125,1393.0665283203125
4,1224.682861328125,1117.5009765625
5,1073.8446044921875,1111.9525146484375
6,1042.5164794921875,1073.3907470703125
7,1033.62939453125,1107.7081298828125
8,1029.56982421875,1087.6339111328125
9,1020.9373779296875,1112.9095458984375
10,1013.670654296875,1090.99560546875
11,1000.8509521484375,1104.42578125
12,998.1873168945312,1095.242919921875
13,988.3457641601562,1068.376953125
14,975.5850219726562,1120.4052734375
15,982.1719970703125,1137.38671875
16,969.0731201171875,1124.6973876953125
17,964.069091796875,1124.386474609375
18,966.32861328125,1118.5897216796875
19,963.60009765625,1094.2252197265625
20,973.967529296875,1229.7618408203125
21,964.846923828125,1130.5155029296875
22,942.9738159179688,1135.53857421875
23,945.1552734375,1157.332763671875
