,1,2,3,4,5,6,7,8,9,10,11,12
MER,1177.0702463555392,766.9865097130041,899.0969177925102,808.9226554694268,828.7875650841464,995.3085410039811,1665.2013565706814,1709.3363109812663,1528.3898380745964,1359.415279908611,788.6933799832628,1015.4188526491251
MSSHF,950.0487843667631,883.7746838675401,838.2174804627106,846.948107662282,866.8667932430459,909.5210662268754,1592.4182833608197,1693.6982336167196,1400.251730614976,1433.0621906344911,756.5688225283097,866.1161175794829
RH,1047.5199138960793,874.2808045261672,940.4913096305437,864.7367034650746,915.5730192767393,957.764235652202,1707.2335104928816,1479.7812032686445,1501.7740645418046,1269.6875620878334,741.790622332993,1009.3247849572987
SD,1068.959875812283,1065.2996003135124,886.741104018704,1174.5447182999612,909.0614099393255,48110.382785645765,1561.9625711853244,1617.4440055107323,1342.343568121929,1226.5244187819596,834.8976209951039,967.9881707035887
SH,897.9779846789204,807.8152089851504,883.8292118341235,880.2923099576686,826.6390713046976,929.0350732411464,1531.6383739215676,1735.947714315735,1565.1180821371759,1174.5861386803026,777.6335919551738,764.594723445838
t2m,988.2380546910315,920.092488418866,852.1739040230876,851.866453257808,837.714301201421,993.6682051142225,1731.4267531749751,1724.9048691728126,1669.5916857264647,1373.8450354895301,764.2441155245036,773.8664280812245
TCC,1105.5196640657775,867.6901539269207,948.3455233085816,889.401088084532,910.5687869559274,911.8302483239643,1523.890195309535,1648.5148195821544,1499.5881453431061,1239.9029037569508,728.4536870251579,1013.3483462698572
TCWV,936.9900481236764,888.1512499782586,891.1704671920112,878.2876219361324,833.8130646586708,889.6665986753379,1740.6878368359407,1763.6667588618577,1413.5747646086795,1375.26876200498,780.9283067457483,738.2279637485957
tp,960.200797214441,894.5105224906256,843.0096809617812,852.4715041735429,843.7405063674771,929.7769136866253,1703.450864252635,1327.2202746031173,1424.642659012051,1260.5240993269113,723.519750880207,1043.1880126224337
UW,939.0889095437453,885.7252338013601,845.5804621572116,864.4626702464656,887.7136303636946,898.0782024917594,1571.9245079893465,1748.4746237631157,1422.9971127315819,1155.3446844372286,790.6131168110578,1108.904037069678
VW,957.5569302987249,942.2893470840247,876.7001351241443,887.390114949642,899.9531049476275,969.1874991976723,1616.5426083954444,1705.4948780763382,1577.3254656187935,1307.39002980525,829.5462482214643,997.5638144958159
MER-MSSHF,5265.072481340635,51597.234772607815,1477.984686696649,993.5369669754324,1603.3225411458407,5706.409261426709,2249.865954894346,2199.1655161832887,1933.187242736299,3316.3106939585837,1236.382065222774,1222.8303826387153
MER-RH,1988.6292048458677,2813.339405781689,1459.6763866113233,1351.4248585741611,1337.7108764815373,1727.8554664098212,2598.8373268807536,1992.0153645307669,2527.1671743567226,1757.1002406792195,1102.6185375661867,1234.1627920403976
