,pc1,target,phase_label,year_glvar
0,-183.77539909534562,42.647,1,1980
1,-46.74647743342572,59.112,1,1982
2,250.0746042383335,117.24,1,1983
3,-196.77506515155082,66.991,1,1987
4,-55.495643088816095,69.854,1,1991
5,-226.98162964034117,66.034,1,1992
6,-112.08825766081819,149.343,1,1993
7,492.8916610892046,154.753,1,1998
8,-44.77167623712971,83.683,1,1999
9,305.2563072338618,144.184,1,2001
10,-218.30852227851872,46.909,1,2003
11,-84.43642447701295,79.746,1,2008
12,107.72813786834486,93.053,1,2010
13,188.98443541687882,81.322,1,2013
14,-136.14690032655975,25.215,1,2014
15,-0.03758708000883626,28.704,1,2016
16,117.2286583856097,131.717,1,2017
17,173.43452091157363,68.288,1,2018
18,-50.222052962104904,112.171,1,2019
19,-48.24949879981339,61.863,1,2020
20,-231.5726359245805,33.612,1,2021
0,21.9531441553163,61.647,2,1981
1,-218.12055893869626,147.559,2,1984
2,17.10380751065611,48.916,2,1985
3,187.29859274253442,48.164,2,1986
4,106.0653778549017,99.143,2,1988
5,-40.43126341092442,52.76,2,1989
6,-83.44965480430264,93.283,2,1990
7,-154.04182705085282,147.073,2,1994
8,-302.4601770958908,112.688,2,1995
9,76.48611456468437,48.278,2,1996
10,-16.439796067354372,29.832,2,1997
11,31.834255810026054,85.15,2,2000
12,203.6315423495448,57.527,2,2002
13,-34.26193947671752,68.272,2,2004
14,84.33661579820381,79.997,2,2005
15,114.84193416016849,31.076,2,2006
16,-127.2100487918899,74.653,2,2007
17,38.46062307589162,40.197,2,2009
18,37.50711097102975,68.379,2,2011
19,95.11573104403072,79.252,2,2012
20,-38.21332436332343,98.359,2,2015
