,years,data,hindcast
0,1981,42.983,37.231675784647614
1,1982,18.836,59.40050264496167
2,1983,42.887,43.47229910820515
3,1984,61.249,59.96501033438575
4,1989,59.844,89.72145838932008
5,1992,32.844,44.36221838712916
6,1993,24.723,52.756175634153735
7,1994,36.5,60.36147147305245
8,1995,78.175,55.8611272641358
9,1999,56.135,81.55977866642175
10,2000,98.677,91.34382496102768
11,2002,111.308,72.58362368472962
12,2003,23.337,27.421619220613287
13,2004,64.951,47.30366364572884
14,2005,50.053,37.18021024558824
15,2007,88.808,72.44773088801097
16,2011,54.225,60.44601799318271
17,2015,54.846,47.81896836365466
18,2016,72.694,53.16753477296926
19,2019,53.845,74.46005161638347
20,2020,131.383,89.43803692169817
21,1980,60.543,41.743331748341845
22,1985,9.737,23.158257719184157
23,1986,5.396,16.635081865408928
24,1987,35.931,31.184237399786582
25,1988,87.706,62.551394733124745
26,1990,96.374,70.88387653117559
27,1991,29.076,57.152103552322025
28,1996,60.069,75.60636671747929
29,1997,84.606,68.02215250842593
30,1998,20.72,54.23474486872366
31,2001,83.66,80.43934408934301
32,2006,57.903,93.21195911513169
33,2008,39.917,50.0781955888126
34,2009,62.017,46.652699678676385
35,2010,91.629,53.9496954604006
36,2012,25.182,30.430783440007744
37,2013,42.502,48.93800366943359
38,2014,81.808,72.93684685394726
39,2017,67.993,59.82243917602264
40,2018,28.985,46.51358252565779
41,2021,60.752,48.360902758593745
