,years,data,hindcast
0,1981,93.396,67.28505131799682
1,1982,43.574,73.32313904925454
2,1983,104.552,144.02510988034416
3,1984,127.765,85.4140710640321
4,1988,138.661,107.79807659063887
5,1989,24.55,38.242370076007674
6,1990,62.735,61.935945724834795
7,1991,65.731,68.49424233734271
8,1992,40.056,89.23187969193754
9,1993,79.516,73.30578213770521
10,1994,85.403,80.64795002456354
11,1996,16.128,53.971950454785755
12,1997,8.558,49.159761352424155
13,1999,91.58,66.83164466120554
14,2000,47.352,42.17579639407003
15,2004,107.224,89.80392067721394
16,2007,116.525,104.20084133371995
17,2014,90.505,76.77129065583121
18,2015,107.204,94.93340528561887
19,2017,56.353,77.78618313840602
20,2018,94.423,56.45258815206671
21,1980,58.656,62.64587127747486
22,1985,62.145,54.24939339942226
23,1986,118.281,90.60074009881556
24,1987,40.212,64.28218602628424
25,1995,129.885,108.45486538208746
26,1998,88.083,97.423942204252
27,2001,85.522,61.21698067403845
28,2002,67.263,60.80025328342644
29,2003,73.574,67.89282514328995
30,2005,53.984,65.42543896917564
31,2006,18.287,59.01294466995949
32,2008,98.91,84.55022942501512
33,2009,59.608,28.81348842552346
34,2010,49.822,90.32284009713953
35,2011,71.904,68.25519213816774
36,2012,90.297,81.23610481698856
37,2013,56.091,67.72499697106807
38,2016,107.938,102.38880771831566
39,2019,48.71,65.70757794435002
40,2020,60.422,64.79492428759757
41,2021,90.618,84.41239704760795
