,loss,val_loss
0,5427.5078125,3830.952880859375
1,3082.712646484375,1889.1435546875
2,1574.4317626953125,1167.8642578125
3,1112.8642578125,1030.3912353515625
4,1058.080078125,1038.6807861328125
5,1050.531005859375,1018.6780395507812
6,1018.388427734375,1036.1041259765625
7,1007.2774047851562,1037.5526123046875
8,1014.1663818359375,1035.7479248046875
9,1002.2259521484375,1019.5471801757812
10,1000.5152587890625,1020.6502685546875
11,996.5789794921875,1023.244140625
12,987.6189575195312,1007.3720092773438
13,986.4954223632812,1031.84619140625
14,982.2113647460938,1036.09765625
15,974.0231323242188,1024.635986328125
16,971.7739868164062,1016.9302368164062
17,972.2427368164062,1030.6937255859375
18,971.7022705078125,1024.97216796875
19,974.9036865234375,1056.0372314453125
20,966.28662109375,1030.341552734375
21,968.2728271484375,1042.0555419921875
22,954.8929443359375,1019.9580688476562
