,pc1,target,phase_label,year_glvar
0,-83.6245979369025,61.647,1,1981
1,304.5187921884811,117.24,1,1983
2,496.30081100015997,147.559,1,1984
3,-275.35369082175254,48.916,1,1985
4,112.96914960330095,99.143,1,1988
5,232.28881817151512,52.76,1,1989
6,278.8988917983169,112.688,1,1995
7,-101.02342731523528,48.278,1,1996
8,307.78282498756795,154.753,1,1998
9,204.4301726490772,83.683,1,1999
10,156.8593104369503,85.15,1,2000
11,-334.12351652614814,74.653,1,2007
12,73.47485008519853,79.746,1,2008
13,-240.32575386273393,93.053,1,2010
14,2.280065445723484,68.379,1,2011
15,-1.4354557512343549,79.252,1,2012
16,-133.7042650803731,81.322,1,2013
17,-476.9767647203605,28.704,1,2016
18,-282.88497245802415,131.717,1,2017
19,144.36295630532246,61.863,1,2020
20,-384.714950499316,33.612,1,2021
0,16.371894953886795,42.647,2,1980
1,29.200217238283305,59.112,2,1982
2,98.04689809632433,48.164,2,1986
3,-8.00177603021238,66.991,2,1987
4,-20.580480244599432,93.283,2,1990
5,-20.488279747961094,69.854,2,1991
6,83.60703503817112,66.034,2,1992
7,-32.3664699647344,149.343,2,1993
8,-95.15705367663926,147.073,2,1994
9,36.7132359859895,29.832,2,1997
10,-169.24321053522422,144.184,2,2001
11,-5.047560247899443,57.527,2,2002
12,115.79467954622325,46.909,2,2003
13,-150.2222963991054,68.272,2,2004
14,104.95264215205746,79.997,2,2005
15,105.14890646009273,31.076,2,2006
16,26.61193947638852,40.197,2,2009
17,136.67785129103126,25.215,2,2014
18,-102.78090048487165,98.359,2,2015
19,-54.328860545432654,68.288,2,2018
20,-94.90259278762848,112.171,2,2019
