,pc1
0,-161.9331242218129
1,-159.60329698806135
2,-146.1511700509077
3,-252.95733988242208
4,-366.0589763692682
5,342.8788971326435
6,76.60642581464158
7,280.16044838019434
8,-57.48344031454904
9,173.66053415601982
10,238.83792019101648
11,380.79589699263835
12,-173.45762768836698
13,22.461728777588732
14,-200.6514677729074
15,-163.387201221272
16,157.95731913758559
17,111.1749484137278
18,122.02438812435672
19,-120.89126323359514
20,-103.9778961019631
21,625.2981504618152
22,559.2419695847601
23,-278.23648514296514
24,-338.636490764323
25,-1212.8437240891133
26,-210.7092623990028
27,484.0084931984765
28,78.2751851175433
29,-238.6444606487903
30,184.35610375725685
31,617.2881723863427
32,-682.1610593544541
33,1106.0193292535314
34,179.941461863476
35,533.5105571840413
36,-676.4562029534138
37,589.048858169753
38,261.79074214960934
39,318.4889381241169
40,-624.609585204737
41,-1274.9717315131145
