,1,2,3,4,5,6,7,8,9,10,11,12
MER,1176.9613603778253,766.9865539617135,899.0969209571211,808.8789706228586,828.7875237970352,995.308538298701,1665.2013647297763,1709.3362906609386,1527.929273930124,1358.9175468493004,788.6934045581629,1015.4188656242266
MSSHF,947.0593742402232,883.7746845673272,838.2174713306476,846.9480713796542,866.6840382626016,909.5210740807429,1601.9925967155275,1712.367067890554,1405.7453968971222,1433.058614150536,756.5688203009856,866.1161166039984
RH,1047.5199161399598,874.2808031328475,940.491312998386,864.7367109734283,915.5730163040919,957.7642399826824,1707.2335082917646,1479.7813379737568,1501.7740560975046,1269.687516657057,741.7905740517718,1009.3248488328749
SD,1068.959880193806,1065.299553304501,886.7412624246258,1174.5346280471967,909.0614238144656,48112.69572929425,1561.9625711853244,1617.4440055107323,1342.343568121929,1226.52441878196,834.528436722825,967.9883014702322
SH,897.9776445499365,807.8151538856516,883.8292117883412,880.2927835444452,826.6390529332059,929.0350900423446,1531.6389708194195,1735.9476212476734,1565.1180371297373,1174.5861111411994,779.4986307885456,764.5947168064738
t2m,987.3098265079693,920.0924747166098,852.1739021407633,851.437994878376,838.3284816983893,993.668199465828,1731.4267833734855,1724.9048621218171,1669.5916989467714,1373.844432844951,764.244115408286,773.8664367141171
TCC,1105.5196827060286,867.6901468984508,948.3455228932523,889.2597948302055,910.568793203677,911.8288550932867,1523.890191797649,1666.104501200195,1499.5881567502,1239.9029312799582,728.4536813965857,1016.1604326029013
TCWV,936.9900797155807,890.2530458178087,891.3163768011129,878.2876221450526,833.8130633321832,889.6666213014403,1740.6878339601792,1763.6667600429896,1421.7107695712816,1375.057991747055,780.9282816005372,738.2095556882314
tp,960.2008077388094,894.5105244193771,843.0096921819719,852.4715045726371,842.784923381689,929.7769167261164,1703.4508637719211,1320.9157263503623,1424.6417092038505,1260.5240671547272,722.8798590176482,1043.1880037977455
UW,939.088898909556,885.7252253048914,838.1059069533015,864.4626748797725,887.7136296066944,898.0782110436074,1571.9244435008843,1748.4742675119169,1422.9971117884434,1172.2959445694614,790.6130722020687,1108.904022372555
VW,957.556935989323,919.4070449546896,880.1778136933796,887.3942192782044,902.0150207906677,969.1875001853596,1616.2299876721372,1705.4948663936052,1577.3254486803266,1307.3899533651838,829.5462137516247,995.9446454529947
MER-MSSHF,1354.1340517636181,1018.2891110073201,1024.074252078248,771.8208325346546,1421.4525425257625,1159.716893090586,1790.8359748161997,1898.686541439831,1874.2869005626833,2182.2196517658062,971.4947290081864,1250.0465638237486
MER-RH,1387.8763941657014,1080.5004244845227,1140.8477259440472,1485.0562245752735,1075.514284528124,1265.1116938476798,1985.534332321308,2048.681806516818,1762.2411928895779,2178.4829545892317,760.1811899523482,1296.12038111763
MER-SD,1775.5672279684059,863.4795686239513,2784.930522508175,1245.7502008758736,1168.021816604292,59165.24870061172,1664.8819571902845,1709.336317653422,1528.3898536824893,1362.825359061841,14674.709617383534,7143.1826652660175
MER-SH,1061.8103325847383,2007.656002944377,907.3729767744638,1543.2848232678448,907.3403870033421,1676.9685343335896,1946.703814016116,1930.3147494377645,2279.266986843488,1475.9036142761968,741.2234058052597,854.0285110158375
MER-t2m,1464.5759901142576,16596.00131127238,1521.5249333684496,919.6704977925081,1169.8203851327303,1661.633344220537,1986.456294010367,2185.8748072279727,2202.523681007303,1731.651626150102,813.4318061711612,1073.982648758804
MER-TCC,1183.1760649541245,816.2337881833594,1321.952997163955,1566.554554791511,984.543738695684,1190.1742567392419,1881.4762672926424,2312.6732875712178,1953.439773109471,2115.8873043453646,763.7691339346909,1037.2412520045211
MER-TCWV,1330.8128018526045,975.8110709350194,826.8943415725668,1258.9657976006129,1037.8175617719223,1207.5191535780434,2308.4982772581993,2682.240695682579,1905.2422054271904,1382.170576177348,809.4254956302225,959.8653047244879
MER-tp,988.8466876423857,1385.9601331055017,1343.3619341295241,1048.0923223974103,1393.056658571,1190.7628615439985,2139.4283598840975,1769.1958117849063,1910.3950537503147,1747.5831569932297,830.25111059135,1421.679860058747
MER-UW,1087.9898435648242,1012.4974745230969,1412.558529746694,1099.4884781563335,1295.7912428153202,1403.9274396838064,1854.7947056314183,2120.4592115200708,1886.8676741117233,1340.4392749757724,949.6034034727332,1446.8324890649576
MER-VW,1201.372391758286,1957.5192458407162,992.7571222717534,1081.3538470329927,1167.659796254476,1208.7856731559918,2275.650914144995,1880.7857895177142,1808.6822525861055,2853.8932858395597,1079.1688737776105,1419.374079164985
MSSHF-RH,1044.1883284988287,919.957746907147,975.1221713016672,1208.5137283055988,1185.8369650659308,1055.198652876464,2530.9963432087134,3719.8907208212554,1793.431617264426,1769.6839962617455,848.6455351299892,1244.015392293756
MSSHF-SD,1680.529597301545,1859.389078524788,15309.928944389056,985.3223774508058,3501.42750243618,41387.9515103471,1601.9925835795254,1693.6982646088752,1400.2516808916623,1433.0621899132107,22242.465748878134,1123.8907522091454
MSSHF-SH,1033.7440545403365,896.0000903526062,1162.8849381592076,917.8735247487923,1282.4603648713558,860.5961637035483,1980.0639004880313,2314.146997891583,1519.9674675617216,1926.2667624016572,895.1740799665525,885.4639200580002
MSSHF-t2m,1432.2986440341633,896.0982144684326,993.0152898116824,1195.9009017889778,1113.1108022423819,1326.8894146132084,2087.8721018489905,2504.1669531264097,1877.669872098099,1723.430002668367,8325.679450451269,1097.2768036503728
MSSHF-TCC,1108.1910044373158,4405.857608103218,1364.3600183894825,1040.6352128925803,1227.325081303608,934.9246870547256,3069.1677018683995,2249.6666401844536,1960.3735675705439,2075.0865119151767,718.3584135519568,994.8835353318774
MSSHF-TCWV,1714.4938667994013,1640.2240757469456,1086.4954876188906,1242.0372471785963,1979.963289809691,1038.502320253835,1663.2269300349435,4732.410652975142,2297.0612203224455,1616.9906073456282,824.1876868870795,763.2994244625136
MSSHF-tp,1139.4190806442948,1068.6530781838073,1222.0408980942996,925.7407485089697,1228.6377878110698,1021.8524749308751,7178.433096906451,1538.2959138633698,1911.3397686140258,1946.399218349504,8668.826993374418,1093.7447574530374
MSSHF-UW,1082.8093373466209,843.748854608063,872.7549759918088,1306.849203098052,1391.977885224268,1294.5911515384953,2097.2795819348125,2355.488395746441,1391.554203095381,1460.320815557797,907.2139842245907,1111.3833006772795
MSSHF-VW,1005.4818866275812,1214.8535162504786,1048.4794693614242,1287.3413907316558,1193.543172631731,1842.7480398658063,1978.911513351625,2074.6776191426534,1986.0892869892937,1760.4671094032096,996.7914087873697,1248.29208647846
RH-SD,1661.5252841205863,1387.603936024642,1730.4254122158654,2926.7000249850003,6891.546354285949,1588.153640800126,1707.2334851544304,1455.7268269924912,1501.7740526371247,1269.6875015399958,5735.003243874615,1462.093428292568
RH-SH,1281.069172527897,1002.6797752497557,3108.0459390505434,982.5635846747008,1020.3694807701319,1607.7275527037384,1793.0375548158434,1818.5290055289104,26012.61749562151,1403.2012992185378,1069.6370242024473,1103.282969162973
RH-t2m,1326.0055794525838,942.400198562633,1288.793021837098,1776.8385008953167,883.1010743075761,1159.217700943201,2351.800145601765,1701.682264307253,1310.8747743268918,1771.9091120848693,961.1886735906135,840.6425649835863
RH-TCC,1313.3821706622232,1016.5962571202153,1476.8133720269318,1274.4874511408946,1232.8245141361274,9064.471160093946,2211.6759188299466,2526.863537201695,1822.373167921772,1704.7938923161644,835.0437467744539,1112.4729120229808
RH-TCWV,1239.3289450127759,1367.15875766584,1147.5377160517446,1318.3744617379657,1113.551543101793,1183.7620389943274,1851.0682239315804,1754.508855039072,2099.7285680513096,1689.9382674401468,897.1732733064416,859.3640631330044
RH-tp,1108.937639876999,1063.399129202526,4195.251223879172,960.4956680174846,1605.7771750899046,1651.3417523510402,6566.097490184139,2208.838335493294,2102.6486964148985,1450.3404565094527,732.9400672778079,3031.947415500527
RH-UW,1092.2880365145643,1120.7228036926897,1174.6601467256564,1113.899877181549,1378.7706433416054,1269.853062596783,1863.4686212574384,1808.4815756254566,1570.0666155143879,1288.8997749013606,1083.0050098633546,1421.7068908408762
RH-VW,1137.295431473978,1122.5295412007026,993.8393391574355,1114.6284553588416,1431.676846011896,1305.3303405560928,2178.9144709566413,1683.5378543165577,2288.791729667274,1763.4221620387232,1197.5265782107363,2074.64814719043
SD-SH,7236.56593523122,1442.7953992867106,1758.650805198837,2252.752220918082,966.4498908596579,3500.838053637196,1537.3983589215286,1735.9476428615937,1565.1180750938822,1172.858633002285,40783.84769236157,940.1401790422397
SD-t2m,2849.140528499317,2038.0737103820709,1292.0368228544623,10598.650804426306,2143.5082363146885,4578.405177684685,1731.2668181405995,1703.4093555366178,1669.5916736787965,1373.8460065757092,3647.860326240569,1740.7335898084352
SD-TCC,1265.9598530176522,1337.8236436142147,3838.6043769737234,1888.4023038823693,2005.6523063113432,3585.010373354858,1523.8901459937424,1648.5148312920949,1508.0038925954752,1239.8975470581543,7722.601430295075,1061.9481421519743
SD-TCWV,1585.1334289262893,1289.6545053684313,2186.3369446566926,1026.0280009534827,1497.1093905026198,11388.832644538166,1740.9776615914043,1771.2166735064152,1409.6686074141899,1375.2687603445263,6624.910231948632,1323.3940714484586
SD-tp,1139.4531135157338,1413.715697610231,901.150929802215,1091.193680491145,3340.350083916468,26965.972050999146,1703.4508610058579,1327.2211021714984,1428.1245810215955,1260.5241060208693,1042.2412287635739,1190.2589436395822
SD-UW,1708.2211021895955,1707.045393525595,4342.347474352797,1319.9607942063622,33293.24421775677,3491.8392115102256,1571.9244718598447,1748.7058642515879,1414.8899964805375,1157.0972393307634,933.1980810612695,2974.351455579703
SD-VW,6294.612281796302,1533.6247108816133,19642.016194178457,3102.691977936724,1817.9347794719745,46500.857737248494,1616.5426662527443,1705.494887215435,1577.325399201118,1307.3900249454648,389892.18989119056,1186.2923928538262
SH-t2m,837.4468306410143,1101.3282014282352,979.6682947353775,926.8691579532996,1215.6627151538164,1273.7350982819885,1521.260631317765,1983.8494074264659,2353.197270191666,1917.610647583885,1006.4021744288167,1009.3529658354614
SH-TCC,1330.0285325557602,820.6512233297501,1481.3703835868798,1290.3075287166673,1082.7801297212911,1329.600961859045,1798.120350948216,1863.4741427421334,2587.41609351228,1978.8055677612338,833.2470149565876,1030.6484039525058
SH-TCWV,1190.0942167990834,1508.0939481861126,1500.5734746666556,1015.3403221606634,976.7666390338882,2495.790392830998,3080.160462882847,2001.3808862365174,1590.3509940126182,1558.541974796251,967.5076398138212,837.7493556759955
SH-tp,867.967579470116,1077.7554865301588,990.2185096167221,924.0707955964823,1195.7890901378705,962.0167939632049,1492.8787014247844,1314.0886675485713,2837.4787829773286,1630.9136058736851,856.4542035547843,1087.838514625514
SH-UW,1026.4035653010446,956.7794206988815,7243.442078074102,1038.0252315304588,1101.1006444041504,1187.363952674779,2556.6638549844365,2247.968794052384,2327.001181959503,1677.9072784042623,881.0609064514881,807.7379337552682
SH-VW,1178.7492476083705,869.490046509196,1114.7972089861173,1157.4380116870677,1084.9689902816365,1024.1461633944152,1735.5304204150063,1924.1966753649263,2124.409708751025,1603.0538669953721,830.01460475158,1022.5365767870329
t2m-TCC,1575.3720469351954,1469.7246561528025,981.1242745911976,1132.0886859332443,1235.470457819834,7304.442157052065,2043.2220674793953,2461.0466064769066,3095.329654714847,10850.953749944734,924.5202849991788,822.4734636908225
t2m-TCWV,1988.4264289579985,25873.899062885193,910.5445511309786,965.2733538718858,1155.1533777312618,1459.6804285691785,1746.103417116845,2101.1105333094947,2144.4802304200457,1560.4483416243404,7195.226955579168,1068.5181098923063
t2m-tp,1293.706905947925,1181.192823343816,1370.1804799960655,1041.5782374610556,1109.4805920211093,1404.0022373448858,9642.343731360157,1929.9143587324968,2092.5323678453615,1486.095781917963,847.3604734096235,1223.835175489276
t2m-UW,1252.8498454798455,1884.7597877164683,1024.215661087301,33526.02391931935,1200.1844828057167,1274.4477342026048,2488.39341664958,2476.5170321518317,2607.7467855627274,1666.3748970857916,945.3815891363643,1251.834245520862
t2m-VW,986.4180491043169,1227.9320914508198,1045.7790875027838,1084.331043840556,1089.0714992168798,1173.0093042105514,1807.6918702795526,1911.8488104102025,2141.792401233568,1837.3247549452626,1137.2362805057498,799.6887640032527
TCC-TCWV,2150.8440139802715,1076.942531313203,1345.1533235076515,1000.8989973825459,1021.782719758208,1303.7302859911633,2126.819527100829,2830.72905710004,1867.8636451903433,1925.556826081031,860.9821118127372,566.0488794102511
TCC-tp,1674.0645447763945,1439.0062426979148,1277.102368024161,1063.1592164904487,1347.448262887712,933.3704649006454,1641.5540968444814,1440.5336662564127,1620.5358471677773,2125.7438557410737,934.9901803644818,1533.8082629364096
TCC-UW,1821.8025651975684,985.6892479650014,1192.5276718923928,1212.157082930377,1039.3767926262983,1257.673889078335,2348.4366375054315,2217.6565580105575,2139.477870942294,1240.5354422603014,945.1897817816597,1524.6966780924554
TCC-VW,1098.1431421999444,1231.6055827271116,1051.1027167131588,1315.2722698836335,1923.5767296649417,1348.8097585040905,2235.6049769254887,1824.5847064198733,1940.4572013060229,2255.213405087321,976.5355892851893,1161.6784782077873
TCWV-tp,1191.8283767452776,1173.7473552200374,1170.7696618948441,991.1852820575679,1011.2858412406595,1125.972744807354,1757.5447643820187,1653.7701388639155,1964.0851984531691,2670.550014411805,894.7937852614182,1071.655337329945
TCWV-UW,1257.0108092031155,1075.1981078498286,959.0208926825338,1133.140720584766,1793.3036357166243,1104.7131437843436,2188.3542424332945,3989.1933975611955,2106.0721057896712,1560.5221498005571,981.3230322365442,945.2087145719975
TCWV-VW,2485.0558384262176,1192.2438296154899,1129.5784859727994,1136.2334899468433,1134.28576908251,1265.7713202704704,1830.6541922504364,2519.1017215499264,2299.622127320512,1612.0006059760801,1071.3115932236585,1471.328208731305
tp-UW,921.4522601099137,1548.2561242927168,1104.6239647948303,967.3444936932099,957.818715314607,6710.030709810584,2263.2422942149237,1532.4755342670173,1718.8550033559334,1104.3087374218076,947.4572296650315,1212.712998827527
tp-VW,965.6324131151559,1100.4878352194703,980.5368651743565,989.7840926081547,974.279261925911,805.3565935513494,2052.116629837266,1594.2497253349707,3242.5156587599868,1505.3315299870142,1638.927358163608,1302.6157479430726
UW-VW,1012.5301444000675,1292.2921201437653,1059.730302473209,1086.7091415250175,1164.5833686741905,1075.6746828428873,2188.3571391662263,2025.5520020364943,1741.9132178969132,1508.9713904207117,904.0350676059838,1239.0177169186982
MER-MSSHF-RH,1260.616051040195,1045.6648177052982,903.283698291292,1158.7925398630855,935.1139374385656,1160.7943828626958,2487.4179568506456,1739.7185826089851,1748.2506831641015,1846.624206742709,894.849996063126,1389.8295615288398
MER-MSSHF-SD,1559.1603243883908,1110.428123642764,1271.7014674036677,1273.1838249896962,903.7884567219078,3045.312317589307,2267.5167225799805,2071.771306489806,2683.1183379890217,2418.6989358582227,890.8218230546831,1416.0578885655227
MER-MSSHF-SH,1090.0138571553175,819.107948721668,840.1846220939196,1734.0991042744088,1157.279440627281,1412.227588465825,2060.30316831818,2095.815123678065,1973.1914286870087,1600.5499765119987,817.0590964612793,984.6325982874683
